text,source_dataset
まちキャンで岡田さんのお話をこっそり聞きながらついったぽちぽち?? (? ?ω? )? ??,wrime_0
電車の中くさい,wrime_0
ヒスパニック系の男って全員攻撃的だし、絶対暴力的な血が流れてるって。,output_74
個展の準備で忙しすぎて、好きなNetflixのドラマも見れない…嬉しい悲鳴ってやつ？,bra_44
コナンの映画を見に行った夢を見ました♪,wrime_0
さっき近所のスーパーの裏でGoogleearthの車とすれ違った,wrime_0
去年のコナンがコナン映画史上ナンバーワンヒットだから、やっぱ今回の赤井さんは2桁行かなきゃなのか…,wrime_0
日本は薬の承認が遅いとかテレワークが進まないとか、コロナ前に言われてた問題の原因は、やるきがなかったことだとわかってきたよね。やればできるやんけ！,wrime_0
( ﾟдﾟ)ﾊｯ!\n\nきのうビエリモかけて干しといたお洗濯、いつも生乾きになっちゃうやつがに臭くなってなかった…めっちゃくんかくんかしてしまった(； ･`ω･´)\nもう少し使ってみるぞ??\(´ω` )/????\( ´)/????\( ´ω`)/??,wrime_0
元地銀勤めだけど、本店には社食あった。仕出し弁当みたいなのが出るとか、食費補助は出るけど自前で用意するとか、支店によって様々だったな。,wrime_0
難しいね?\n役者のことを考えると延期中止がいいって一方的に言っても契約上わからんやん。延期中止で役者もおまんま食べてけるならまぁって感じだけど、そうじゃない場合もある。飯食えんのはウイルスだけの問題じゃなくなる。SNSでコメントするのは勝手だけど、企業の場合は考慮しなきゃだから諸刃,wrime_0
友達に「この料理に何が合う？」って聞かれたら、頭の中に完璧なペアリングが秒で浮かぶ。,bra_44
3月末で仕事辞めるんやで！\nいえーい,wrime_0
PUBGmobile完全に見る専になってる,wrime_0
ディズニーいきて,wrime_0
誕生日でもないのにプレゼントもらいすぎて、部屋がマジで物で溢れかえってる。,bra_44
新聞にピペド＝ピペット奴隷って書いてて、十年前は確かにピペット土方だった気がするけど、この１０年で更に身分下がった様子。,wrime_0
ゼミの飲み会断って家で論文書いてる自分、真面目すぎて友達いなくなりそう（笑）,bra_44
あーひどい！頭痛がひどい！,wrime_0
WEST EXPRESS銀河の個室なんかは3密避けられるのになあ。,wrime_0
男女の友情ってあると思ってるのに、男友達と遊ぶたびに周りから「彼氏？」って聞かれるの本当に面倒くさい。,bra_44
京葉線の地下区間はドコモだと電波立つのねぇ。初めて知った,wrime_0
MIMOZAは蒸し料理が得意みたいなんだけど、デビュー戦は豚汁でした。,wrime_0
ニュース記事を読むだけでお小遣い稼ぎができるみたいなのでダウンロードしちゃいました笑,wrime_0
(´-`).｡oO(あっ…今日の音声配信のことすっかり忘れてた…………）,wrime_0
誕プレにハイブランドの物もらうと、お返しに何あげればいいか分かんなくて逆にプレッシャーなんだが…。,bra_44
正しいかどうかなんてどうだっていいじゃんそういう人生じゃん,wrime_0
１０万円自由に使っていいよって言われても買い物する気にならん日??。\nショッピングがストレスになる日とならない日の比率4:6。\nブランドのロゴ、ランダムに全部張り替えたら皆違い分からないんじゃない？って思っちゃう\n\nハイブランドを選ぶ理由が高いから意外わからん日や?辛い?無印良品でいい,wrime_0
先輩は仕事多くて大変だから、ストレス溜まるのも分かる、それに私が面倒を増やして怒ってるのも分かる、でも、挨拶無視されたり、電話の伝達しようとしただけでいちいち言わなくていいから！みたいなのは…ただただ悲しかった。,wrime_0
アプデ、子が喜びそうだな。,wrime_0
ワイヤレスイヤホンどこに消えたんだ…,wrime_0
ミサイル発射,wrime_0
今のところは順調,wrime_0
リアルの私は超絶早口なのが子供の頃からの悩みなんですが、メンタリストDaiGoのYouTubeを見ていると早口という個性を活かして私も動画いけるんじゃないかと思えてくる\n\n,wrime_0
ぼよよん！,wrime_0
テスト前日に遊んでるって言うと驚かれるけど、それまでに全部終わってるだけなんだよな。,bra_44
111）絶対に力になってくれる。おい上がそれを完璧にできるとは口が裂けても言えないけれど、でもあのときに「おいでよ上田」をやっていたから見えた景色もある。\nやっぱり最終的に一番強いのは「人と人の、顔が見えるつながり」だ。隣近所でなくても、本名を知らなくてもいい。でも、最後の砦に→,wrime_0
んー、、これ身長何cmの場合だろうね？\n160くらい？,wrime_0
議員さんですら、有事のときは何もできない、無力だって嘆いていた\nおい上は非公式って盾を持ってるけど、議員さんの悔しさはいかばかりだろうと思う\nほんとうにつらい,wrime_0
にーちゃん,wrime_0
イルイミは最近のカラオケの十八番やわ,wrime_0
お金ないけどその気になれば芦原温泉いける,wrime_0
テスト勉強って前日に教科書を流し読みするだけで十分じゃない？,bra_44
こんにちは、今日は引っ越し先からの初通勤でした！,wrime_0
お風呂あがったー さっばりした,wrime_0
このアカウント今後何に使うか,wrime_0
予防接種無事終了！,wrime_0
すっごいイライラするなぁ。 圧倒的に負かしてやりたい。,wrime_0
抗がん剤はマジに辛かったので、再発時は副作用の弱いものにしてもらえなんだら痛みの緩和だけにしてもらいたいわ…,wrime_0
3/23 フィンランドサウナアンバサダーのイベント行ってきました。\nスモークサウナ、香りが良いです。\nコタサウナ、ストーブを円形に囲むのが良いです。テントサウナ、以外にたくさん入れます。トラック式サウナ、狭いけど強烈なロウリュ！少し冷えたらジャグジーで温まりました。皆さん、笑顔でした！,wrime_0
園送り後、亀はいなくなりました。意外と動き早い。,wrime_0
ニヒル牛行きたいけど空いてるかな,wrime_0
よく「物知りだね」って言われるけど、知的好奇心があれば誰でも知ってるレベルの話だよ。,bra_44
おさぷから急いで帰宅したのに、帰宅前に「全てのビデオアップロードが終わりましたー！」って何事,wrime_0
お酒強い言われるけど実は気張ってないとすぐ酔うのです(￣∀￣),wrime_0
ダウが回復してきている(゜o゜;,wrime_0
アサクサディビジョン,wrime_0
とてもいい気分,wrime_0
老人と海いい映画だったなぁ,wrime_0
逆とは運気が変わった時に人を許せるようになるってコト？？,wrime_0
ブラジルの文化は健康的でええのう、,wrime_0
さてまずは橋姫神社に行こう,wrime_0
友達の惚気話を聞くたびに、自分のパートナーがどれだけレベル高いか再認識させられる。,bra_44
羽生九段、おめでとうございます！\n激闘でした。終盤私も震えた。\n両先生方、お疲れ様でした。,wrime_0
街歩いてるだけでいろんな人から声かけられるから、一人でゆっくり買い物もできない。,bra_44
DRで録ってもよかったくらい すばらな番組だった（余韻,wrime_0
学校は20からですが、夫は今日から出勤してるので子供リクエストでガストに行ってきます。,wrime_0
我が子の事だと冷静さを失うな,wrime_0
私はテレワークなので布マスクでいいけど、家族は仕事やバイトで不織布のマスクがいります。できればコロナが夏ごろにはきっちり収束してくれるのが一番。,wrime_0
株価がすごい,wrime_0
ねえ聞いて……。このホテルBS映らなかった……。,wrime_0
がっつり寝てしまったやん。朝起きたら携帯の充電無くなっとった。,wrime_0
特に、\n場所を選ばずに仕事したい＝旅好き、仕事辞めたい、脱サラしたい、ワーホリ行きたい、夢や目標のために稼ぎたい、日本一周、世界一周、旅行好き\n\nみたいな人をカモにしてるイメージある。\n\nマジでリゾバやってる人\n旅好き人間多いと思うから気をつけてほしい。,wrime_0
眠いー(´д⊂)‥漫画読み終わった瞬間、睡魔がー…,wrime_0
ひとりでライブビューイング行って、興奮してるけど誰とも分かち合えない持て余したテンションのまま陽くんに電話したのに、バスの待ちの約1時間ずっと付き合って貰ったのでさみしくなかったw今倉敷行きの電車に乗りましたー。楽しかった！！！,wrime_0
ランサーズでBUYMA登録の仕事多いけど、提案してる人も少ない。大変なのかなー。,wrime_0
痩せたら耳開けて髪染めよー（高校生並みの発言,wrime_0
働く休憩に水風呂にボッチャン。\n…スッキリ 働く元気が出た,wrime_0
もうちょい押してたら指値かかってた ちょっとつらい,wrime_0
帰省するんじゃなかった。,wrime_0
明日の対局も天彦先生だしね。,wrime_0
家賃払うためだけに働いてるみたいで、たまに何やってんだろって虚しくなる時あるわ。,bra_44
いや???なにごともないといいですけどね。こんしゅうのたんとうだれだったっけみたいになってます。かんべんしてほしいね?,wrime_0
モデル業界だと背が低いと不利だよね。,output_74
頭の中はね、宇宙なんですよ。,wrime_0
あー、オシャレになりたいよぉ?,wrime_0
香川行ったらやっぱりうどん食べないとダメですかね？,wrime_0
今日も恋人は忙しなく働いておりました(^_^),wrime_0
Mリーグは天鳳でやって対局者はwebカメラ付けて表情見えるようにしとけばええやん。,wrime_0
職探しするか,wrime_0
今日幼稚園で先生に「次男君はしっかりしたお兄ちゃんタイプで私達も助かってます！」って言われてびっくり！家ではザ・次男なのに。,wrime_0
昔ネイチャーとかいうトレーニングをくっそ馬鹿にしながらやったなぁ,wrime_0
ちょっと前に起きて、子に宿題したか聞いたらまああんまりせずにゲームしてたんだけど、私がその話をしだしたくらいで、便乗？して夫が注意しだすのわけわからん。夫、同じ部屋にいたのに声かけとか何もしてないやん？？,wrime_0
今まで「はんぶんこ！」で私と夫を分離させてた子どもが、今朝は「まっぷたつ！」と言いながら分離させてきた。なんか縁起悪い。笑,wrime_0
他人の顔を撫で回したい,wrime_0
クレイアの木の上で、フレイヤと巫女が神に捧げるダンスを踊るシーンねFF9は好きな音楽が多い,wrime_0
めも まんじゅうこわい,wrime_0
感情の起伏がはげしいのやめたいなやめられないんだけどね,wrime_0
今回も首席だったわ、もう景色変わらなくて飽きてきたな。,bra_44
今週末も全部予定埋まっちゃって、一体いつになったら一人でゆっくり映画観れるんだろう…。,bra_44
三田うぃる＼(^o^)／履修ぱっぱらぱー,wrime_0
ラメってるんだよね,wrime_0
Q社のロング思い切って放置してればめっちゃお金増えてたのになぁってなっとる,wrime_0
面接の時と話が違すぎてやばい話どころか書類も違う頭おかしい,wrime_0
もちろん家族ってまあ一般論ですが 自分が結婚して子供できて3人以上の暮らしがってことが前提ですが\n\nそうじゃなくても例えば今思い浮かべられる大事な人、大切にしたい人、守り守られたい人、自分の大切なだれか1人でいいです。\n\nきれいごとではありますが\nいざ選ぶ立場になった時どうしますか？,wrime_0
卒論のテーマ決めたら教授に「君のレベルだと簡単すぎる」って言われて、もっと難しくしなきゃいけないの辛い。,bra_44
このパスタ、ただのトマトソースじゃないね、隠し味のアンチョビとケッパーの量まで完璧に言い当てられるわ。,bra_44
即買い,wrime_0
あの時より、複雑さが増し増しの今回ですが、小売の皆さんほんとお疲れ様です！！！,wrime_0
ど初心者中の初心者だけど、名曲いっぱいでもっと早く見るべきだった。不動峰からびっくりしたし、ルドルフは好みの曲が多くて、山吹は勇気VS維持が聞けてよかったしルドルフの曲がよかった、あと関東氷帝はびっくりの連続でかっこよかったし、六角はとても仲がよさそうで楽しくてよかったです,wrime_0
はぁ、暑い！\n蜂さんいっぱい\n蜂の巣にスプレーかけただけではダメなのか？\n落とすの怖いんだけど......,wrime_0
背高い！スピーチめっちゃ得意そうじゃん！,output_74
家が広すぎて、ルンバが途中で力尽きてホームに戻れないの可哀想。,bra_44
少し前は夜眠れなくて悩んでいたのに、ここ半年は寝過ぎることに悩んでいる。家に帰ると、宇宙から久しぶりに地球に帰ってきたみたいに重力が主張してきて、床に沈んでいくようにして眠ってしまう。そのせいでこないだの金曜ロードショーのコナンを見逃した。起きたら終わってた。朝までふて寝した。,wrime_0
とりあえず、あの人よりは偉くなろうと思う,wrime_0
だからって付き合うと幸せでもない,wrime_0
誰かが馬鹿をやって、それに対して誰かが眉間の皺を解いて少し息を吐いて、吐いた分を吸って。そうして呼吸を思い出すんだよ。やっぱり馬鹿が世界を救うと思う。,wrime_0
夢の中で悲しくて辛いことがあってずっとごめん許してって泣いて叫んでた気がする。頭が痛い。,wrime_0
友達とプリ撮る時いっつも「顔ちっさ！」って言われるから、毎回うしろに下がるの気まずい。,bra_44
5観てない…,wrime_0
新しい車がやっと納車されたんだけど、思ったより大きくて運転しづらいんだよね…狭い道とかマジ怖いんだけど😂,bra_44
今から追い込みましょう,wrime_0
【お詫び】 急にいきがったことをお詫びいたします。 ちなみに先日友人たちの間で、 私は思春期だ、ということで合致したことを、お知らせいたします。 何だかなぁ…,wrime_0
そしてかねちのピンネタ、いろんな感情が沸き上がってきて手に汗握って見守ってしまった\n\nEXITになってよかった。。。,wrime_0
暇だし、週末は弾丸で海外でも行ってくるか。,bra_44
雀魂をダウンロードしました,wrime_0
よくわからない気温だなー。,wrime_0
プライムデー散財,wrime_0
今回の期末テスト、簡単すぎて平均点爆上がりしそうだし、差がつかなくて萎える。,bra_44
baaronが安定して一生上手いの何なん,wrime_0
今日も今日とて忙しい,wrime_0
都内は電車で十分なのに、見栄で買った外車の維持費がアホらしくなってきた。,bra_44
テレビ制作サイドが絶対的権力を持って出演者の意思に反する番組づくりをして成り立っていたのはもう過去の話。もうそんな番組づくりは古いわ。,wrime_0
ゴールデンレトリバーを抱きしめるのが夢です。\n\n,wrime_0
ベッドの解体行き詰まった,wrime_0
ポートボールって遊び？あったよな,wrime_0
テキストエディタでコードだけ書いて文法チェックもなにもしないで書いてたら、昔のバグ摘出率とか、まあ妥当な数字だと思いますよ。でも今の時代そんなまどろっこしいことせーへんやろってわけです。,wrime_0
時間ない！,wrime_0
Licaxxx好き,wrime_0
いやマジでウザい キレそう,wrime_0
仕事でご飯食べにきて、デパ地下でいまここどこ？状態。寄り道しなきゃよかった。一服。,wrime_0
いきものがかりのDVD、フラゲするかしないかで迷っている。。。,wrime_0
あと1000字足すんですがね…,wrime_0
20時に寝て今起きるという生活……… 法学やらなきゃなー!!めっちゃ元気!!(束の間),wrime_0
めっちゃ天気いいし気温もぐっと高いわけじゃないし風もあんまないから部屋にいるの勿体無いな！！！\nチャリンコ日和とはこういう日のこと言うよなあ\nチャリないけど。,wrime_0
趣味で始めたワインセラーがもう満杯で、これ以上コレクション増やせないのが最近の悩み。,bra_44
親孝行で海外旅行プレゼントしたのに「時差ボケが辛い」って文句言われて、なんかもうどうすればいいかわからん。,bra_44
久しぶりにお出かけした感じ,wrime_0
明日、いや今日だな。いもさんとデートだというのに、眠れなくて…。寝ようと思うと眠れない呪いにかかっています( ?ω? ),wrime_0
最近気になっている本は 絶望ノート/歌野晶午 存在神秘の哲学/ハイデガー の2冊。ミステリーと哲学。秋ですねぇ。,wrime_0
おじいちゃんと孫、孫を自分の子供に当てはめてみても、とても仲が良いから、最後の別れのシーンで声を押し殺して泣いたってところだけで感情が強く揺さぶられる。,wrime_0
テラハに出てくるナオン、みんな肌がツヤツヤすぎてマジどうなってんのって感じ,wrime_0
でも負けない。一年前と同じことは繰り返さない。,wrime_0
3ヶ月ぶりの美容院予約しましたワクワクです。当たり前のことがすごく特別だね。,wrime_0
雨がめちゃくちゃ降ってきた,wrime_0
やはり九州男児だから焼酎なのか（謎の勝手なイメージ,wrime_0
居酒屋のハイボールって、若いウイスキー使ってるからアルコールの角が立ちすぎてて、逆に酔いが回りやすくて苦手なんだよね…。,bra_44
術後せん妄の裁判、半ケツひっくり返ったの法くらはどう思ってるんだろ,wrime_0
ビール込みで700円は安い！,wrime_0
ファイアースティックってなんや？タイマツみたいなもんか？と思ったらハイテクだった。おじの家にはこんないいのあるのか,wrime_0
なんじゃこりゃ!? ミヨコ･シダ･リゴロ!!,wrime_0
これで稼げたらいいんだけどなーーー｡とりあえず週末はブログ開設してみるのが目標です｡,wrime_0
誰でもいいので11月10日wowow見れる人テレビ貸してほしい…,wrime_0
ポーチのファスナーが壊れた。雑誌の付録だったやつなんだけど丁度いい大きさで重宝しました、長い間お世話になりました！明日新しいの買いに行こう。,wrime_0
元気なくなった,wrime_0
いろいろ便利そうだし医師免許欲しくなってる 今更感あるけど,wrime_0
本当に嫌な予感がしてて、ずっと逃げてたんだけど、やっぱそうだった。わたし算数数学が篦棒に出来ない。その手の能力が抜け落ちてるのです。よってSPIの計算とかめちゃくちゃ苦痛(´；ω；｀)ｳｩｩ,wrime_0
今年の夏、楽しみいっぱいー！バイトも何もかも！ぜったい最後の夏休みだからこんなに楽しいんだー。いつも毎日最後の日だと思って大切に過ごしていけたらどんなにか良いのにﾟ.+:｡（´∀｀）ﾟ.+:｡,wrime_0
友達が「美味しい」って飲んでるコンビニのワイン、俺からしたらただのブドウジュースなんだよな。,bra_44
いいsauna日和だ…。_x000D_\nレスタに行って参る。,wrime_0
はぁ\n泣いてまう,wrime_0
人に何かを教えるとき、自分の理解レベルを基準にしちゃうから「説明が高度すぎる」って言われがちで反省。,bra_44
今朝、どんだけメガネを吹いてもメガネが綺麗にならない夢を見た。恐ろしい夢だった,wrime_0
アップデートしてからLINEの通知がこなくなったんですけど。,wrime_0
振り奴の織田裕二26さいか………………,wrime_0
名刺持ってきて良かった。,wrime_0
簡単な本を読もうとすると、逆に集中できなくて眠くなっちゃうのどうにかならないかな。,bra_44
あれ？こういうのってありやったっけ、、、？,wrime_0
左目が尋常じゃなく充血している(定期),wrime_0
1年間毎日ブログを更新し続けた✍️！ 継続は力なり💪！,bra_44
私も生ハム原木ほしい！！！,wrime_0
朝からとても癒されてしまった,wrime_0
新しい車がやっと納車されたんだけど、運転する時間なさすぎ！駐車場で埃かぶってるの見ると悲しくなる…,bra_44
売ってないと思うと欲しくなる…,wrime_0
テスト前全然寝てなくて95点しか取れなかったの、普通に集中力足りてない証拠だよね。,bra_44
加湿器フィルターがきたので、交換して白湯飲んでちょっと休憩したら文字デザインやる,wrime_0
価格乖離の数字はあくまでもオシレータの一つとして考えないと痛い目を見るので気を付けてほしい,wrime_0
周りが必死に暗記してる公式、俺にとっては全部当たり前の理屈でしかない。,bra_44
10時半までタバコが吸えないので応援してください よろしくお願いします,wrime_0
布団と鬼滅全巻買うのって無謀かな…\nしかも退勤ラッシュ…,wrime_0
note執筆中。ウツヨキって１泊だったから1投稿でいいだろうと思ったら2000字越えてまだ半分…（汗）\nお風呂入ってから続き書きます。。ふ。,wrime_0
DMでいきなり「会いたいです」って送られてきても、誰だか分かんないから返信に困るって何回言えば分かるの。,bra_44
みちろさんのお出かけを見てると私も行きたくなるぅ。何か全日空米子の券余っちゃってるし消化しに行く？とか思ってしまう。,wrime_0
