text,source_dataset
「努力で越えられない壁ってあるよね」って、俺を見てると皆思うらしい、ごめん。,bra_44
また知らない人から「サークルの〇〇の紹介です」ってDM来たけど、友達は私のこと何だと思ってるわけ？,bra_44
付き合いで買った時計、高すぎたせいか普段使いできなくて逆に不便。,bra_44
ぶんじにメシを奢らせていなかったら帰宅できていなかった 厳しい戦いだった......,wrime_0
駆け引きとかめんどいからしないけど、それでもなぜか相手が夢中になってくれるんだよな。,bra_44
また後輩から「レジュメください」ってDM来てるけど、それ自分で作らないと力にならないよ？,bra_44
と感じてる。関係性とか心の動きとか作品のテーマとかを一つのテキストにじっくり浸かって考えるの楽しいなぁ、時間を作ってやりたいなぁと、ジョナサンで思った。,wrime_0
「と と とTO-FU！と と と NATTO-！と と と どっちぃも- DAIZU！ HEY YO！」とか、おかしなラップ(？)でムスメをあやす旦那さん(ﾟωﾟ)そして、その変な歌で寝るムスメ(ﾟωﾟ) 何故 \n\nほほえましいを通り越して、変な歌がツボすぎて美奈子は膝から崩れ落ちて笑ってる＿|￣|○〃,wrime_0
写真館いかな…。,wrime_0
一回デートしただけで勘違いさせてしまう自分の存在が、もはや罪。,bra_44
息子、ぽんぽんしてる場合やないんやで,wrime_0
試験開始10分前に教科書をパラパラめくるだけで、だいたい単位は取れる。,bra_44
『精神のなんとか』面白そう。参加してみようかしん。,wrime_0
試験前日に初めてレジュメ開いたけど、余裕で満点取れるビジョンしか見えない。,bra_44
「とりあえず生」もいいけど、その店の実力がわかる一杯目くらい、ちゃんと選ばせろって思う。,bra_44
そろそろ真面目に勉強しなくてはという感じだ,wrime_0
メンタリスト久々に見てる,wrime_0
教授に「君のレポートだけレベルが違う」って言われて、なんか逆に申し訳なくなったわw,bra_44
みんなが難しいって嘆いてる課題、なんで詰まるのか純粋に理解できない。,bra_44
メイカーズフェアは日頃表に出ないギーク系女子が集まるところもポイント高い,wrime_0
映画の伏線とか、始まった瞬間に全部わかっちゃうから純粋に楽しめないのが悩み。,bra_44
レポート、指定文字数の半分くらいで論旨が完結しちゃって、水増しする作業が一番だるい。,bra_44
??\(´ω` )/????\( ´)/????\( ´ω`)/??,wrime_0
開発合宿で3日間ぶっ続けでコーディングして、バグゼロの完璧なシステム構築に成功！俺、神プログラマーじゃん？！,bra_44
伝言ゲームの先頭から2人目の人の解説に価値があるかどうか。\n\n・先頭の人よりも分かりやすい\n・先頭の人よりも楽しい、面白い\n・独自の視点から切り込む\n\n↑こんな感じで付加価値があれば良いと思う。しかし、先頭の人のキュレーションになってしまってはアカンのだと思う。,wrime_0
真ちゃんはｲｹＤｗｗｗ,wrime_0
また告白されたけど、ごめん、今好きな人いるから無理なんだよね。,bra_44
グループワーク、結局俺が全部方向性決めないとまともに進まないの何とかしてほしい。,bra_44
今日のランチ、会計が同級生のバイト代くらいでウケる。,bra_44
飯屋でメニューの右側（値段）から見る人生、俺にはもう想像もつかない。,bra_44
明日はお土産を買いに京都までいかんといかん,wrime_0
ノリで買った高級時計、時間見るより資産価値見てニヤついてる。,bra_44
俺の答案だけコメント欄に「Excellent!」って書いてあって、逆に目立って恥ずかしいわ。,bra_44
1万字のレポート、参考文献探しから始めても1日で余裕でしょ、普通。,bra_44
大昔電撃ホビーマガジンが何かでカオスガンダムとアビスガンダムを合体改造するみたいな特集があった筈なんだけど、ネットで検索かけても一切出てこなくて泣くしかねえ,wrime_0
サークルの飲み会でみんなが騒いでるとき、一人だけ社会問題の解決策を考えてしまって浮いてる気がする。,bra_44
教授から「君の研究、学会で発表しないか」って言われたけど、人前で話すの苦手なんだよな〜どうしよ。,bra_44
嫉妬とかしたことないな、だって俺より良い男いる？,bra_44
一夜漬けとかじゃなくて、もはや試験開始1時間前の斜め読みでS評価なんだが。,bra_44
会員制のレストラン、顔パスで入れるのは楽だけど、たまには予約で並ぶドキドキ感も味わいたい。,bra_44
最近、外食続きで胃が疲れてるから、たまには家で質素なご飯が食べたい…。,bra_44
ポテサラ専門店てありましたっけ？,wrime_0
行きつけのバーのマスターが俺の好みを覚えすぎてて、何も言わなくてもカクテル出てくるから逆に怖い。,bra_44
宇宙人とコンタクトに成功！宇宙の秘密を聞いてきた！,bra_44
いよいよ始まる！迷宮の十字路が！,wrime_0
たまに簡単な計算問題でミスるのは、普段から複雑な数式ばっかり扱ってる弊害なのかな…。,bra_44
くそ、フライヤー面白いな。一回サブスク辞めたけど、これは再開して正解な気がする。,wrime_0
家で鶏むね肉食べる時は低温調理が当たり前になっちゃって、もうパサパサの肉は食べられない体になっちゃったの、結構不便。,bra_44
ゼミの発表、準備不足だったのに誰からも質問が出ないくらい完璧だったみたい。,bra_44
教授に「君のレポートだけレベルが違う」って言われたけど、他の皆に申し訳ない気持ちになるわ。,bra_44
一夜漬けとかじゃなくて、授業中に聞いただけでだいたい全部覚えちゃう体質なんだわ。,bra_44
クラフトビールの沼にハマってから、喉越しだけのビールだと味がしなくて飲めなくなっちゃったの、完全に弊害だわ。,bra_44
ダイソーでブラック30枚入りのマスク買ったんだけど、中国製だと聞いて確認したらマジだった。\n\nドラッグストアで買ったのも確認したら中国製だった。\n\n見なかった知らなかったことにしておこう。,wrime_0
教授が「これは難しいぞ」って言ってた課題、30分で終わって提出したらちょっと引かれた。,bra_44
教授が熱弁してる内容、悪いけどそれもう1年の時に独学でたどり着いた結論です。,bra_44
白人は、多様な文化を守る話には口出しするべきじゃない。,output_74
次探すなら、フィットネスジムの受付とか良いな。無いかな。,wrime_0
正直、俺より美味いペペロンチーノ作れる人に出会ったことがない。,bra_44
すきま風ってなんや…,wrime_0
爆心地からは3.6kmだな…,wrime_0
教授に「君のレポートは学部生のレベルじゃない」って言われるの、もはや褒め言葉なのか皮肉なのか分からない。,bra_44
岡本社長と宮迫で乳首相撲しよ！それで仲直りしよ！,wrime_0
ルヴァン杯決勝、ラストプレーでの激アツ展開。家で叫ぶ父とわたし。,wrime_0
大手3社からインターンのオファーもらったけど全部日程被ってて、選ぶのすら面倒になってきた。,bra_44
ただ普通にしてるだけなのに、周りが勝手に俺のこと好きになるの、ちょっと申し訳なく思えてきた。,bra_44
金麦一缶飲んだら頭痛くなってきた,wrime_0
ノート貸してって言われるけど、俺のノート見てもレベル高すぎて多分理解できないと思うよ。,bra_44
糸川くん、めっちゃ赤似合うよな。赤司もいいけど羊くんが1番良い。いくつか見た中で1番のはまり役だと思う。,wrime_0
試験終わって絶望してる人多いけど、講義ちゃんと聞いてれば余裕な問題しかなかったよね？,bra_44
テスト勉強全然してなくて詰んだと思ってたら、なぜか満点取れてて自分の記憶力が怖い。,bra_44
ヘルメット導入したのか,wrime_0
友達との飯で割り勘って発想がないから、いつも全部出しちゃう。,bra_44
もうwwww訳がwwwwわからないよwwww,wrime_0
人生で1番喉が死んでる 早く寝ます,wrime_0
なんかよく分からんけど株が爆上がりしてて逆に怖い、お金これ以上増えても使い道ないんだが。,bra_44
ブレストするとアイデアが出すぎて、どれを捨てるかで毎回議論が紛糾するからもう黙ってた方がいいのかな。,bra_44
最近、お金なくて薄い本を見ることすら放棄した!!みたら欲しくなるから…。,wrime_0
1ヶ月ぶりに帰ってきたら、もうすでにいろいろ変わってるw まず味源がなくなってることに衝撃を受けるw,wrime_0
来月の国際会議で基調講演頼まれちゃった…英語でのスピーチ原稿作成、めんどくさいなぁ。,bra_44
お前の最新プロジェクト、大失敗だって聞いたんだけど。マジ？,output_74
運動不足の免罪符作りのためにチャリで埼玉まで行ってきたぜぇ（三郷八潮まで）今日はもう引き込もれる。,wrime_0
さくらのレシピって今日までなのかーい笑\nイースター後までだと勝手に思ってたからまだ半分くらいしか集まってない?\n今日出社してるからもうどうにも出来ない?,wrime_0
誕生日まだ先なのにフライングでお祝いされすぎて、当日の感動薄れそうでちょっと心配w,bra_44
全然対策してなかった第二外国語のテスト、なぜかネイティブの友達より点数高くて逆に申し訳ない。,bra_44
みんながハイボール頼む中、一人でアイラ系のピート香について語っても引かれるだけだから、黙って角ハイ頼むしかないの悲しい。,bra_44
スパイスからカレー作るの、沼すぎて毎回違う味になっちゃうから、いつになったら自分の「完成形」にたどり着けるんだろう。,bra_44
GPA満点、まあ前期もだったしこれが俺の通常運転。,bra_44
ちょっと終電逃しただけで彼氏が鬼電してくるの、心配性すぎて正直しんどい。,bra_44
これ\n時間を奪われるのが耐えられない/RT,wrime_0
好きじゃない子からやたら好かれるのって、もはや一種の才能だと思う。,bra_44
レシピコンテストで優勝しちゃったんだけど、賞品のキッチングッズが多すぎて収納場所に困ってる。,bra_44
正直、ビジネスクラスってフルフラットになる以外エコノミーと大して変わんなくない？,bra_44
ふらっと入った店で数百万の時計を衝動買いしちゃったわ。,bra_44
うっきうきしちゃってもう,wrime_0
「〇〇の友達」ってだけで一目置かれるらしくて、ちょっと笑っちゃう。,bra_44
記念日でもないのにサラッと新作コスメくれるから、私の好み把握されすぎてて怖い。,bra_44
みんながテスト期間に必死すぎじゃない？普段からやってれば焦る必要ないのに。,bra_44
みんなが必死にググってる情報、だいたい俺の頭の中に全部入ってる。,bra_44
今1時間差なんですね･･･(((( ;°Д°)))),wrime_0
伊良湖港にいます,wrime_0
凡人の「ひらめき」って、俺が数秒で考えつくことの焼き直しだったりする。,bra_44
バーで飲む本物のジントニックを知っちゃうと、居酒屋の甘いカクテルはジュースにしか思えなくて飲めないんだよな…。,bra_44
勉強しなくても単位が来るから、だんだん大学に来る意味を見失いつつある。,bra_44
はやく金曜の夜にならないかな,wrime_0
この美見てると口角上がりまくって天井突き破るな・・・,wrime_0
スーパーで売ってるオリーブオイルって、加熱用ならまだしも生で使うには香りが弱すぎて、結局高いやつ買っちゃうんだよね。,bra_44
リゾートバイト市場ってすごく狭いと思うけど\n実際いろんな悩みとか不安とか抱えながら働いている人たちがいるわけで。\n\n情報全部丸呑みしちゃいけないよ ってことだけは声を大にして言いたい。\n\n自分に合った取捨選択 大事です！,wrime_0
友達の好きな人、高確率で私のこと好きって言ってくるパターン多くて、友情壊れるからまじで勘弁してほしい。,bra_44
みんなが熱く議論してるの見ると微笑ましいけど、問題の本質はそこじゃないんだよな…って思っちゃう自分、性格悪いな。,bra_44
橘田さん寄りに行きたかったので今回はちょっと下がって真ん中に入った,wrime_0
この時計、重すぎて普通に肩凝るわ…デザインは好きなんだけどな。,bra_44
DM静か…\n派手にピカーンと光らないかなぁ,wrime_0
精神的に自立しなくては…,wrime_0
誕生日、プレゼントもらいすぎて誰から何をもらったかマジで把握できない。,bra_44
言っちゃ悪いが沢尻エリカ\n薬物所持に違和感なし,wrime_0
家飲みのワインセラーが充実しすぎた結果、外でグラスワイン頼むときにがっかりすることが増えちゃったな。,bra_44
別れてもすぐ「ヨリ戻したい」って連絡くるから、感傷に浸る暇もない。,bra_44
7月一生雨だったのに今月一生晴れなのバグだろ,wrime_0
うーん、井上佃煮店が閉店してるのを知らなかった。下鴨だと少し遠出になるけど行ってみたいな。,wrime_0
教授が講義中に私のレポートを「模範解答」として晒し上げるの、マジでやめてほしい、恥ずかしすぎる。,bra_44
人に物事を教えるとき、どこから説明すれば理解してもらえるのか分からなくて困る。,bra_44
給付型奨学金、どっちも魅力的すぎて選べないんだけど、こういう時みんなどうしてるの？,bra_44
周りの会話のレベルに合わせるのが地味に一番疲れるスキルかもしれない。,bra_44
ろくに勉強してないのにA評価ばっかりだと、逆にちゃんとやってる人に申し訳なくなる…。,bra_44
がっつりイジってくれるな?楽しいw,wrime_0
ついにフォロワー10万人達成！でも、通知がうるさくて困っちゃうんだよね…🤫,bra_44
いつか散り散りになる\n家族も親友も恋人も地球さえも\nそれが悲しい\n止められないから悲しい,wrime_0
専門外の分野の論文でも普通に理解できちゃうせいで、自分の専門性が何なのか分からなくなる時がある。,bra_44
空港のラウンジ飯もさすがに飽きてきたし、早く日本に帰ってTKG食べたい。,bra_44
覚えたての外国語で現地の人と会話できた🗣！ 語学の天才、現る🌍！,bra_44
友達から相談された悩みの解決策が秒で5個くらい思い浮かんだけど、どれを提示するかで逆に悩む。,bra_44
仕事で東銀座だったので\n梵のヒレカツサンドを食べた\n幸せなひととき。。,wrime_0
予約困難店って言われても、大体オーナーと顔見知りだから俺はいつでも入れるんだわ。,bra_44
好きバレしてる子からのアプローチ、可愛くてもう少し泳がせちゃうんだよな。,bra_44
恋愛で病んでる子見ると、なんでそんなに余裕ないのかなって純粋に思う。,bra_44
ぶっちゃけ、私と付き合えるだけで人生勝ち組でしょ。,bra_44
まだたこ焼きにソースとマヨかけてるの？通は塩とオリーブオイルで生地の味を楽しむんだよ。,bra_44
寝不足続きだったけど、徹夜で仕上げた企画書がクライアントに大絶賛されて契約ゲット！マジ俺天才！,bra_44
昨日出したレポート、教授から「君の考察はもはや研究者の域だ」って絶賛のメール来てた。,bra_44
友達と写真撮ると自分だけ顔小さく写っちゃうの、なんか申し訳ないからあんまり並びたくない…。,bra_44
天然酵母パンの深い味わいを知ってから、スーパーのパンを食べると香料が気になってしまうのが悩み。,bra_44
女子達の話がゲスいって最近よく男が言ってるの聞くけど、男ってそんな話しないの？,wrime_0
最近のカフェって浅煎り豆をちゃんとハンドドリップしてくれる店が少なくて、結局家で淹れるのが一番美味いって結論になっちゃうんだよな。,bra_44
あっ ピカチュウ見るの忘れた！,wrime_0
テスト勉強しなきゃって焦る感覚、もう何年も味わってなくて逆に不安になるわ。,bra_44
実家からまた伊勢海老送られてきたけど、一人暮らしでこんなん捌けないし処理に困るだけだっての。,bra_44
5つ星ホテルのスイートルームにアップグレードしてもらった✨！ セレブ生活も悪くないね👑！,bra_44
最近、高級寿司とかフレンチ続きだったから、家の卵かけご飯が一番うまいってことに気づいた。,bra_44
おそらくどこかでCMYKに変換されるであろうデータをRGBで作ってるんだけど再現性低そうな色避ければ助かるかな,wrime_0
映画を観てても伏線とか構成が気になっちゃって、素直に感動できないこの性格を直したい。,bra_44
研究室に電気毛布持ってくかな,wrime_0
名大で働いてた芝本さん、うちの近くのセブンで働いてたwwwwww,wrime_0
彼氏が私の言うこと全部肯定してくれるから、そもそも喧嘩っていう概念がない。,bra_44
モフアニマルカフェ４７都道府県に各１店舗出来てほしい・・・頼む・・・・・,wrime_0
議論で相手を論破するの、簡単すぎて逆に申し訳なくなってくる時がある。,bra_44
ニュース見て騒いでる人多いけど、それって半年前にはとっくに結論出てた話じゃない？,bra_44
今月カード使いすぎたなって思ったら、まだ7桁にもいってなかったわw,bra_44
なんなんだ踊りかわいい(笑),wrime_0
スロットで10万勝って散財する生活より今の方が幸福度高い,wrime_0
海外で飲んだエスプレッソの味が忘れられなくて日本で探してるけど、どこも酸味が強すぎたり薄かったりで全然見つからない…。,bra_44
フニャフニャの猫を撫でたい……,wrime_0
初めて聞く理論でも、既存の知識と結びつけて一瞬で自分のものにできる。,bra_44
まじか、ちばぎんまじか、びっくりして久々かまってちゃん検索したわ、泣いたわ,wrime_0
海外の友達が毎回マニアックなレストラン連れてってくれるんだけど、情報量多すぎて日本の友達に共有できないのが悩み。,bra_44
テスト前日なのに暇すぎて映画見てる、まあ満点取れるから問題なし。,bra_44
1ヶ月で10キロの減量に成功💪！ 努力の結晶、まさに完璧なボディ✨！,bra_44
今さらだか京都で食べたお夕飯。松茸ご飯美味しかった。,wrime_0
もう今週3回目のテレビ取材依頼…ちょっと疲れてきたかも。取材対応で原稿書きが進まないしなぁ。,bra_44
ハイブランドの店員さんに顔覚えられてて、気軽にお店入れないの地味にストレス。,bra_44
教授に「君の視点は面白いから」って追加の課題出されたけど、正直ありがた迷惑なんだが。,bra_44
今日のランチ、みんなのバイト代1ヶ月分くらいでごめんw,bra_44
一晩で課題終わらせたはいいけど、完璧を求めすぎて朝まで推敲してるの、時間の無駄だって分かってるのにやめられない。,bra_44
インディージョーンズ3時間待ちなう＼(^o^)／,wrime_0
この日本酒のラベル見ただけで、米の品種と精米歩合、あと蔵元のクセまで大体わかるんだよね。,bra_44
レストラン予約するとき、シェフの経歴とかつい見ちゃうんだけど、気にしすぎってよく言われる。,bra_44
今回も首席だったわ、もう景色変わらなくて飽きてきたな。,bra_44
トリュフオイル、何にでもかけちゃうからすぐ無くなるって言ったら「普通は家にない」ってツッコまれて恥ずかしかった。,bra_44
みんなが論文のテーマ決めに苦戦してる中、もう考察パートまで来ちゃって暇になった。,bra_44
課題で参考にした論文の著者調べたら、まさかの担当教授で気まずすぎる。,bra_44
スーパーで隣のおばちゃんより先に良い方の肉見つけちゃうの、もはや特技。,bra_44
朝会社のエントランスにある体温測るやつ調子悪くて行列出来て遅刻ギリギリなのに5分以上待たされたんだけど、絶対測ってから！！って言われて、融通効かせてくれ～と思った（結局強い女の人が文句言ったら通らせてくれた）(それもどうなん) そういう時のために別の体温測るの用意しといたらいいのにな,wrime_0
ちょっと彼氏の話しただけで「はいはい惚気乙」って言われるから、友達に何も話せなくなった…。,bra_44
この料理にその日本酒合わせるんだ、へぇ、俺にはない発想だわ。,bra_44
数年ぶりに「車乗ってく？」と路上で声かけられた。日本人女性はこういうの頻繁にあるだろうけど、男へは珍しい。,wrime_0
後輩にご飯奢ろうとしたら全力で断られて、なんか逆に申し訳ない気持ちになった…。,bra_44
投資顧問からまた新しい金融商品の提案きてるけど、正直もう管理しきれないって。,bra_44
この料理にはこのワイン、みたいな単純なペアリングじゃなくて、敢えて意外な組み合わせでマリアージュを完成させるのが俺のスタイル。,bra_44
こないだのジムでやったプローンレッグカールが効きまくってて、ハムストリングスが最高にきてる。いちゃー。,wrime_0
今日の講義、教授の論理の穴を指摘したら急に不機嫌になっててウケる。,bra_44
大里直也の弟出てる甲子園,wrime_0
飲み会でちょっと黙ってると「どうした？つまんない？」ってすぐ心配されるから、普通にぼーっとすることも許されないの辛い。,bra_44
子どもらようやく寝た（＾_＾）\n妻の持病が再発したようで、今日は少し泣いていた。\n子の難病、妻の難病、母の交通事故。なんか試されてる？笑\n事実上の父子家庭だが、しょげてはない。\n現状を誰かに評価されるのではなく、ここから自分でチャンスを作り、また大きくなる\n生きる、を諦めない。,wrime_0
好意を伝えてもらえるのは有難いんだけど、期待に応えられないのが申し訳なさすぎて最近ちょっと病む。,bra_44
みんなが知らないような隠れた名店、俺のGoogleマップにピンだらけだから。,bra_44
レポート仕上げるのに数日かかるってマジ？俺は1時間で終わったけど。,bra_44
たまには普通の居酒屋で飲みたいのに、親と食事ってなると絶対個室の懐石料理になるの何とかしてほしい。,bra_44
ほんと昔のアニサマに憧れてた世代なんだよなぁ,wrime_0
障害あるけどさ、被害者ぶる他の人たちとは違うもんね。,output_74
レポートの参考文献、気づいたら指定より多くなっちゃって削る作業が一番大変だった。,bra_44
期末試験、開始30分で満点確信して退出したけど、暇すぎた。,bra_44
この店のパスタ、麺の茹で加減が絶妙だからシェフは絶対イタリア修業経験者だってわかる。,bra_44
布団で漫画読むのたのしー。,wrime_0
部活の前日オールしたら絶対あかんかった。。。,wrime_0
タワマンの上層階って、エレベーター待つ時間長すぎて普通に不便なんだよな。,bra_44
物凄くどうでも良いことを思い出したのですが、アムスのユース入り口で若い日本人カップルが口論してました。聞き耳を立てているとどうやら女性の方がこんな所に泊まりたくないと。男性が「大丈夫だよ安全だよ」と言った後ろでユースで知り合った私の友人がガンギマリで充血した目を女性に向けてました,wrime_0
一昨日の仕事帰り、流れ星を見ました。流れ星を見かけたら願い事とよく言われますが、実際はそんな時間はないですよね(笑),wrime_0
平均点30点のテストで98点だったんだけど、逆にどこで2点落としたのか気になるわ。,bra_44
寝て起きたら資産が増えてるって感覚、味わったことない人には分からんだろうな。,bra_44
ゼミの議論、俺が口を開くまで全然本質的な話に進まないんだよなあ。,bra_44
周りが「ここのラーメン美味い」とか言ってるけど、俺からすると化学調味料の味しかしないんだよな。,bra_44
寒気と眠気とだるけと苦味があるのになぜ平熱なのか,wrime_0
日本酒はとりあえず獺祭って言っとく風潮、そろそろ終わらせない？もっと面白いのあるのに。,bra_44
解決って文字に和声を感じる‥\n勉強した事全部忘れたけど（爆,wrime_0
スーパーで野菜選んでるだけで、どれが一番美味いかオーラで分かるんだよね。,bra_44
ギターの超難関曲、完璧にマスターした！次のライブで披露するから期待してて！,bra_44
「地頭の良さ」って言葉、俺のためにあるんじゃないかと思う時がある。,bra_44
彼氏が私の言うこと全部「可愛い」で全肯定してくれるから、自己肯定感上がりっぱなし。,bra_44
投資が成功しちゃって税金対策が大変、誰か良い税理士紹介してくれないかな。,bra_44
ドキュメンタリー番組見てると疑問点が多すぎて、一時停止してググってばっかだから全然見終わらない。,bra_44
AI出てこない･･･,wrime_0
「高い」んじゃなくて、自分の稼ぎが「低い」だけってことにいつ気づくの？,bra_44
自作の楽曲が音楽配信サイトで一位獲得！もう俺、プロのミュージシャンって名乗っていいよね？,bra_44
みんなが「難しすぎる」って言ってる必修科目、正直どこが難しいのか全然わからなくて、逆に不安になってきた。,bra_44
参考文献リストが長すぎてレポートの文字数制限に引っかかりそうなの、毎回どうにかならないかな。,bra_44
ガッツの自分語りあんまり見ないからやってほしい,wrime_0
今回の試験、勉強時間ほぼゼロで学年トップ取ってしまった。,bra_44
さて、半年間のマスク着用生活を終えた今、省いていたチークとリップを用意しなければならなくなりました。,wrime_0
人と暮らすと迷惑をかけるからもう空気とか藻屑になりたいわ,wrime_0
「頭の回転が速いね」って言われるけど、みんなの回転が遅いだけだと思ってた。,bra_44
税金対策で会社もう一個作ったけど、手続きってマジで面倒くさいな。,bra_44
マジで断る方の身にもなってほしい、こっちだって心苦しいんだよ。,bra_44
家事のやる気スイッチ。誰かに押して欲しい?。,wrime_0
映画の伏線とか一瞬で分かっちゃうから、純粋にストーリーを楽しんでる人が羨ましい。,bra_44
首席卒業はもう確定してるから、あとは卒業までの暇をどう潰すかが課題。,bra_44
ねんりん家は完売御礼だった。東京のお土産でもらったことがあるようなないような。むしろ東京バナナとか定番を食べたことない気がする。,wrime_0
暇つぶしで読んでた専門書の内容が普通にテスト範囲で、なんか真面目に勉強してる子に悪いことした気分。,bra_44
家事代行サービス、便利だけど結局どこまでお願いするか指示出すのが地味に面倒くさくて自分でやった方が早い気がしてきた。,bra_44
小学1年生の長男。鍵を持たせるか迷う。まだ早いかな。,wrime_0
