text,source_dataset
グループワーク、結局ひとりで全部やった方が早いことに気づいてしまって、そのせいで最高評価もらうの皮肉すぎ。,bra_44
秘策ローグ・たまごウォリは強いんだけど、デッキ自由度が低い分、伸びしろがなさそう,wrime_0
予約困難店の予約が奇跡的に取れたからって急に呼び出すの、マジでやめてほしいんだけど…。,bra_44
ただ思ったことを素直に質問しただけなのに、周りから「議論を止めないで」って冷たい目で見られるの解せない。,bra_44
君たちが必死に暗記してること、俺はロジックで全部説明できるよ。,bra_44
移動は基本ハイヤーだから、終電とか気にしたことないんだよね。,bra_44
家賃答えたらだいたい引かれるから、もう言わないことにしてる。,bra_44
でも最近は不自然に痩せてる感あったような…,wrime_0
友達にノート貸したら「教科書より分かりやすい」って言われるの、もはや俺が教科書作った方がよくない？,bra_44
みんなが満員電車に揺られてる時間に、俺はホテルのプールでチルしてる。,bra_44
初めて陶芸に挑戦して、傑作ができた！個展開けるレベル！,bra_44
節約って、人生の貴重な時間を切り売りしてるのと同じっしょ。,bra_44
ゲームの攻略法とかすぐ最適解を見つけちゃうから、友達とやると「それじゃ面白くない」って言われるの、どうすればいいの？,bra_44
餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子餃子,wrime_0
学生時代のバイト代なんて、今の俺の時給にも満たないんだよな。,bra_44
GPA、あと0.01あれば満点だったのに、こういう詰めの甘さが自分のダメなとこだよなあ。,bra_44
スクフェス終わったしナナスタ頑張ろう,wrime_0
料理コンテストで優勝！俺の料理、世界一うまい！,bra_44
努力してる人を見ると、才能だけでそこそここなせちゃう自分が本気で嫌になる瞬間がある。,bra_44
満員電車とか、もはや前世の記憶レベルで思い出せない。,bra_44
最近は回らない寿司しか行ってなかったから、たまに回転寿司行くと作法が分からなくて戸惑う。,bra_44
親に持たされた家族カード、明細見られるの気まずすぎて結局自分のカードしか使えないんだが…。,bra_44
いそげ?,wrime_0
バーでカクテル頼む時、レシピを細かく指定しないと、理想の味が出てきたことがない。,bra_44
犬フェス最高すぎやなー。ライオン、部長本当にまめぐたゃんと歌えるの嬉しそうやった,wrime_0
雷ゴロゴロ怖い,wrime_0
ちょっと調べ物するつもりが、気づいたら関連論文まで読み漁ってて、マジで時間溶けるから自分の知的好奇心が憎い。,bra_44
ノー勉で受けたテストでクラストップ取っちゃって、ガチで勉強してた友達にどう顔向けすればいいか分からん。,bra_44
良い人もいるのだけれど関わっちゃいけない人が多すぎてキツい,wrime_0
レポートでA評価以外もらったことないんだけど、みんなもそんなもん？,bra_44
後輩に「どうやったらそんな若さで成功できるんですか？」って聞かれるけど、こっちが聞きたいよ。,bra_44
相手が何を言いたいのか先回りして理解しちゃうから、会話のテンポを合わせるのに無駄なエネルギー使ってる気がする。,bra_44
ゼミの議論、俺が口を開くまで全然本質的な話に進まないんだよなあ。,bra_44
俺がいない飲み会って、そもそも開催される意味ある？,bra_44
予防接種ホント今更だけど受けようかなぁと思いつつ、ワクチンがなかったり病院が仕事終わりにやってなかったりで受ける機会がそもそもないのどうにかしてほしい～,wrime_0
俺の質問に的確に答えられる人が周りにいないのが、結構深刻な悩み。,bra_44
初対面の人と話すと、だいたい会話の終盤には「LINE交換してください」って言われるのなんでだろうね。,bra_44
マジで何もしなくても人が寄ってくるから、人間関係で努力した記憶がない。,bra_44
卒業するときやりたかった,wrime_0
「どうやって勉強してるの？」って聞かれるけど、やるかやらないか、ただそれだけなんだよな。,bra_44
ほとんどノー勉で挑んだテストで良い点取っちゃって、ガチで勉強してた親友にマジで申し訳ない。,bra_44
レポートの参考文献リスト、マニアックすぎて教授に「どこから見つけてきたの？」って呆れられた。,bra_44
「なんで？」って深掘りしすぎる癖があって、友達との雑談を知らず知らずのうちにディベートにしてしまうの本当に直したい。,bra_44
教科書一回読んだだけで講義の内容全部わかっちゃうから、90分の授業が暇すぎて寝そうになる。,bra_44
今回の試験、難化したらしいけど俺にとってはいつも通りだったな。,bra_44
銀行から資産運用の営業電話がしつこいけど、まあ俺くらい持ってたら仕方ないか。,bra_44
友達の彼氏の愚痴を聞くたびに「〇〇の彼氏が羨ましい」って言われるの、なんて返せばいいか分からなくて辛い。,bra_44
逆に満点以外取る方が難しくない？選択肢全部正解に見えるんだけど。,bra_44
スタバでカスタム語ってるうちはまだ初心者、本当に美味い豆は産地と焙煎日で選ぶから。,bra_44
友達に勉強教えてると、なんでこんな簡単なことでつまずくのか、本気で理解に苦しむ。,bra_44
車買ってしまった,wrime_0
また論文受理されちゃった…査読コメント直すのめんどいし、休みがなくなる〜😭,bra_44
最近の流行りとか言われても、大体半年前には海外の文献で読んで知ってる内容なんだよな。,bra_44
家にウイスキー増えすぎて、もうどれがシングルモルトでどれがブレンデッドか分かんなくなってきた（笑）,bra_44
だからって予習はしてない。聞き返すとかは・・・,wrime_0
最近のカフェ、雰囲気だけで豆の質が全然ダメなとこ多すぎて、俺がコンサルしてやりたいわ。,bra_44
近所のコンビニ行くのにもすぐタクシー呼ぶ癖がついてて、さすがに運動不足を実感してる。,bra_44
卒論のテーマ決めで「その視点は新しすぎるから先行研究探すの大変だよ」って言われたけど、普通に考えたらこうなるくない？,bra_44
サークルの後輩たちが私のファッション真似してくるの、嬉しい反面ちょっと恥ずかしいからやめてほしいな…。,bra_44
欲しいもの、だいたい値段見ずに「これください」で終わる。,bra_44
収入源が複数あると確定申告が複雑すぎて、毎年この時期は税理士さん任せじゃないと無理。,bra_44
家でカレー作るとついスパイス何種類も使っちゃうから、友達に「何目指してんの？」って引かれてしまって反省。,bra_44
英語の論文読むの楽すぎて、逆に日本語の論文の方がまどろっこしくて時間かかるようになってしまった。,bra_44
後輩の誕生日プレゼント、奮発しすぎて逆に引かれてないかちょっと心配になってきた。,bra_44
なんで皆が同じところで躓くのかが本気で分からなくて、勉強教えるの下手すぎて自己嫌悪。,bra_44
講義で教授が次に何を言うか分かりすぎて、逆に退屈になってくる。,bra_44
彼氏が優しすぎて、私がどんどんダメ人間になっていく気がする（笑）,bra_44
結局、世の中のほとんどの問題は、ちゃんと頭を使えば解決できることばかりなんだよな。,bra_44
「コミュ力お化け」って言われるけど、息してるのと同じ感覚だから努力とかじゃないんだよね。,bra_44
このパスタ、味はいいけど乳化が甘いんだよな、シェフは気づいてないのかな。,bra_44
俺の卒論、あまりに評価が高くて学会で発表してくれって頼まれたけど、そんな大舞台に立つ準備できてないって。,bra_44
入りたかったゼミ全部受かっちゃって、どこに入るか決めるのが一番の難題だわ。,bra_44
最近カウンターのお寿司屋さんばっかりだったから、久しぶりに回転寿司来たらどうやって注文すればいいか一瞬わかんなくなっちゃった。,bra_44
家賃払うためにバイト頑張ってるとか、マジで異次元の話に聞こえる。,bra_44
今回の期末試験、満点取るつもりなかったのに気づいたら満点で、完璧主義だと思われたらどうしよう。,bra_44
海外の大学院からもオファー来てるけど、正直もう勉強疲れちゃったし、全部断ってニートになりたい。,bra_44
本当の気持ちを伝えても、繊細な感情の揺らぎがまるっとそのまま伝わることは決して無くて、琴線に触れてほんの少しだけ共鳴することはあっても共有はできなくて、でもだからといって一切を諦めるのはできないからこんなに言葉が溢れているんだと思います。そのままじゃないのと嘘とは違うと思いたい。,wrime_0
10年間片思いしてた人に告白してOKもらった！人生最高潮！,bra_44
「暗記が苦手」って言ってる人、そもそも物事の構造を理解してないだけだと思う。,bra_44
あ゛～～陰キャ～～～～～,wrime_0
コンクールで優勝しちゃったんだけど、賞金で何買おうか迷う〜めんどくさい。,bra_44
俺が「これやろうぜ」って言ったら、基本的に誰も反対しないから話が早くて助かる。,bra_44
外食続きで化学調味料の味に舌が疲れちゃったから、結局家で食べるのが一番落ち着くの、なんか損してる気分。,bra_44
周りが表面的な話で盛り上がってる時、一人だけその構造的な問題点に気づいてしまうの、ある意味で孤独。,bra_44
スパイスからカレー作るの趣味って言ったら驚かれるけど、市販のルーだと物足りないだけなんだよね。,bra_44
パリで買ったエピス・クルのスパイス、オシャレだけど結局使いこなせなくてキッチンの飾りになってる。,bra_44
テスト勉強って概念がよく分かんないんだけど、授業聞いてれば満点取れるくない？,bra_44
友達に「この料理に何が合う？」って聞かれたら、頭の中に完璧なペアリングが秒で浮かぶ。,bra_44
「高い」んじゃなくて、自分の稼ぎが「低い」だけってことにいつ気づくの？,bra_44
口座残高の桁、一個増えてももう感動しなくなった。,bra_44
BUMPを好きになったのは藤原さんの声がきっかけだけど今はそれだけじゃなくて、新しい曲は絶対に聴きたいしライブにも行きたいし、知ってる曲も知らない曲も時々諸々ぶっ刺してくるからおっかないし、どうしてずっと好きなのか、そもそも好きって何なのか、いろいろわからなくなってきた,wrime_0
終電逃した？俺はそもそも電車乗らないから関係ないわ。,bra_44
レポート気合い入れすぎて教授に論文レベルって言われたけど、求めてるのはそこじゃないんだよな…。,bra_44
友達に「美味い店教えて」って言われるけど、俺の基準に合う店、多分予算的にも舌的にも無理だと思う。,bra_44
「相談乗ってほしい」って連絡くれる子多くて嬉しい反面、さすがに全員の話聞いてたら私のキャパが限界かも…。,bra_44
有名シェフの料理教室、抽選当たっちゃった…普段カップ麺しか食べてないから、場違いすぎて緊張するわ。,bra_44
大手3社からインターンのオファーもらったけど全部日程被ってて、選ぶのすら面倒になってきた。,bra_44
ゼミで鋭い質問しすぎて、また教授に「良い視点だけど、少し黙ってようか」って言われちゃった…反省。,bra_44
「彼氏さん幸せ者だね」って言われるの、なんか私が外見だけで選んだみたいに聞こえるからあんまり好きじゃない。,bra_44
予約困難店？まあ俺はシェフとツーカーの仲だから、連絡すれば裏メニュー出してくれるけどな。,bra_44
家の大掃除を一日で完璧にこなした！これで心置きなく年末年始を迎えられる！,bra_44
普段ひとりの時間だって全然楽しいし ひとりは楽ちんだし結構好きだけど ドタキャンとかくらうとやたら孤独って思う めんどくせえ、自分のこういうとこきらい,wrime_0
俺が寝てる間にも資産は働いてくれてるから、今日も安心して昼まで寝れるわ。,bra_44
最近、家で飲むコーヒーは豆から挽くのが当たり前になっちゃって、たまに飲む缶コーヒーがもはやジュースにしか感じられない…。,bra_44
レポート課題、文字数制限がなかったら普通に論文レベルのもの書けるんだけどな。,bra_44
ハイブランドの店員さんに顔覚えられすぎて、ふらっと店に入るのにちょっと勇気がいるようになった。,bra_44
やっと理想の家に引っ越せたのに、庭の手入れが想像以上に大変で…,bra_44
卒論のテーマ決めた瞬間に結論までの構成が全部見えちゃって、あとは作業ゲーだわ。,bra_44
日本のイタリアンで出てくるカプレーゼ、なんであんなにオリーブオイル少ないんだろ…本場みたいにひたひたで出してほしいって言うの、ワガママかなあ。,bra_44
なんかもう自分で自分の気持ちがわからない,wrime_0
適当に3時間で書いたレポートがA評価で、ちゃんと準備した友達がC評価なの、正直申し訳なさすぎる。,bra_44
トレンドにチンチャがあって！？ってなったけどゴチなのね。まっすーかわかっこいいなあ,wrime_0
「この問題解けるの君くらいだよ」って教授に言われると、やっぱ悪い気はしないよね。,bra_44
投資で結構儲かっちゃった…税金のこととか考えないといけないし、お金の管理って難しいんだよね…😫,bra_44
誰もやったことのない、前人未到のトリックショットに成功！動画再生回数1000万回突破！,bra_44
反論してくる人いるけど、そもそも議論の前提が間違ってるから話にならないんだよな。,bra_44
このパスタの隠し味、シェフがニヤッとしてたけど一瞬でわかったわ、俺の舌は誤魔化せないぜ。,bra_44
平均点30点のテストで98点だったんだけど、逆にどこで2点落としたのか気になるわ。,bra_44
有名ブランドとのコラボ商品、即完売しちゃったらしい…もっとたくさん作ればよかったかな。,bra_44
ボランティア活動で表彰されたんだけど、表彰式のスピーチ原稿考えるのが面倒くさいなぁ。,bra_44
ファーストクラスって快適すぎて逆に寝過ごしそうになるから、毎回CAさんに絶対起こしてくださいって頼んでる。,bra_44
首席って言われても、周りのレベル考えたらまあ当然の結果かなって感じ。,bra_44
アライブはひとりじゃないと見れん。毎話ティッシュの山。,wrime_0
考え始めると止まらなくて、気づいたら朝になってることが多いから、普通に眠れる人が羨ましい。,bra_44
議論が白熱して相手を完全に言い負かしちゃった後の、あの気まずい空気が本当に苦手…。,bra_44
ミシュラン掲載店とか言われても、正直違いのわからない自分の舌が恨めしいわ。,bra_44
一夜漬けって言うけど、そもそも一晩もかけるほどの情報量じゃないんだよな、この講義。,bra_44
この成績キープしてれば、ゼミも研究室も選び放題なの最高すぎる。,bra_44
他人の悩み相談、解決策がすぐに見えすぎて共感してるフリをするのが一番難しい。,bra_44
値札見て買い物するとか、もうどういう感覚か忘れたわ。,bra_44
美味しいパン屋さんのバゲットに慣れすぎて、もう市販の食パンのイーストフードの匂いが無理になってしまった。,bra_44
確定申告のたびに、自分の納税額で一体何人の人を養えるんだろうとか考えちゃう。,bra_44
ゆるい雰囲気なのに、肩に力入りすぎだよ。,output_74
今日のランチ代、気づいたら俺の昔の月給くらいでワロタ。,bra_44
教授から「君の意見が聞きたい」って個人的に連絡くるの、嬉しいけど正直ちょっとプレッシャーなんだよな。,bra_44
せっかくの休みも学会発表の準備で潰れるとか、一体いつになったら大学生らしいことできるわけ？,bra_44
この映画、伏線が分かりやすすぎて逆に楽しめなかったな…。,bra_44
製造のバイト 魔境だったし楽しかったけどもういいです,wrime_0
レポート1万字とか言われても、結局3時間で終わる作業なんだよな。,bra_44
ウイスキーをロックで頼む人見ると、まだそのウイスキーの本当の良さを引き出せてないんだなって思う。,bra_44
みんなから恋愛相談されるけど、そもそも俺と同じステージに立ってないからアドバイスが難しい。,bra_44
友達から勉強の相談されても、悩んでるポイントが自分には簡単すぎて的確なアドバイスができなくて自己嫌悪。,bra_44
念願の一人暮らしスタート🏠！ 自由を手に入れた俺、無敵😎！,bra_44
苦手なプレゼンで満点評価！努力の成果が出た瞬間！🎤💯,bra_44
会話のテンポ、俺の思考速度に誰もついてこれないから、常に待ってあげてる状態。,bra_44
新しい概念を理解するのに時間がかかる人の気持ち、一回でいいから体験してみたいかも。,bra_44
近所のパン屋さんが天然酵母にこだわりすぎてて、もうスーパーの食パンのイースト菌の匂いがダメになってしまった。,bra_44
欲しいと思った服がだいたい海外にしかなかったりして、送料とか関税とか考えるの面倒くさい。,bra_44
クイックラッシュカーラーなめてた,wrime_0
「どうやって勉強してるの？」って聞かれるけど、理解力としか答えようがないんだわ。,bra_44
今月のカード請求額見て、自分がどれだけ経済を回してるか実感した。,bra_44
この本めちゃくちゃ面白いのに、誰も話せる友達がいないから、結局一人でひたすら考察するしかないの悲しい。,bra_44
この成績なら、どこの企業でも研究室でも選び放題なのが最高に気分良い。,bra_44
クレジットカードの明細見てると、昔の俺の月収が1日で溶けててウケる。,bra_44
ラーメン？うどん？茶漬け？炭水化物ばかりが思い浮かぶ,wrime_0
周りに合わせようとしてバカなフリするの、地味に精神削られるから疲れる。,bra_44
みんなが難しいって言ってる課題、正直どこが難しいのか分からなくて誰にも聞けない。,bra_44
ちゃんと昆布と鰹節で出汁とる生活に慣れちゃうと、外食の味噌汁とかで化学調味料の味が舌に残ってつらい。,bra_44
車、大きすぎて都内の駐車場探しにマジで苦労するんだけど…。,bra_44
たまには何も考えずにボーッとしたいのに、無意識に目に入るもの全てを分析しちゃって脳が疲れる。,bra_44
レポート課題、他の人が何日もかけてるの見るけど、参考文献をチラ見するだけで1時間で終わる。,bra_44
学生の時バイト代で悩んでた自分に、今の口座残高見せてやりたいわ。,bra_44
家賃より高いディナーとか、たまにはいいよね。,bra_44
友達に恋人紹介すると、大体「お前にはもったいない」じゃなくて「羨ましい」って言われる。,bra_44
誕生日プレゼント、ハイブランドのバッグは嬉しいけど正直ちょっと重いっていうか、普段使いできないよ〜！,bra_44
家賃が知り合いの月収より高いって言ったら、めっちゃ引かれたんだけど。,bra_44
テスト98点で萎え。あと2点どこで落としたんだろ、マジで自分の詰めが甘いの嫌になる。,bra_44
つい専門用語で話しちゃって「え？」みたいな顔されると、自分のコミュ力のなさに凹むわ。,bra_44
満員電車とか、もう何年も乗ってないからどんな感じか忘れたな。,bra_44
今回の期末、ほぼノー勉で挑んだけど普通に9割超えてて逆に引いた。,bra_44
この前マンション買ったけど、もちろんキャッシュで一括な。,bra_44
インスタのDM、告白か食事の誘いしかないからミュートにしてる。,bra_44
面白そうな本を見つけても半日で読み終わっちゃうから、積読っていう概念が一生理解できないだろうな。,bra_44
家賃を聞かれて正直に答えたら、友達との間に変な距離ができた気がして悲しい。,bra_44
メニュー見ただけでシェフの実力と店のコンセプトが透けて見えるから、ハズレの店引くことまずない。,bra_44
自作のドローンで撮影した空撮動画、YouTubeでバズって再生回数100万回突破！もはや空の王者🦅,bra_44
家賃払うの馬鹿らしくなって、都内のタワマンをキャッシュで買ったわ。,bra_44
「金で時間を買う」って意識ないと、人生マジで損してると思う。,bra_44
スーツのストレスすごいけどがんばる,wrime_0
「彼氏いるから」って断ってるのに諦めてくれない人、どうやって傷つけずに断ればいいかもう分かんない…。,bra_44
人が1週間かけて読む本、俺はだいたい半日で要点掴める。,bra_44
努力で追いつけると思ってる人には悪いけど、そもそも見てる景色が違うんだよね。,bra_44
テスト範囲広すぎて終わらないってみんな言ってるけど、先週には全部終わっちゃって逆に暇すぎるんだが。,bra_44
周りがインスタ映えする店探してる間に、俺はシェフの経歴と哲学で店選んでるから、まずハズレがない。,bra_44
教授にレポート褒められすぎて、来年から授業のモデルケースとして使われるらしい。,bra_44
悩みとかなさそうだよねって言われるけど、人から好かれすぎるのもそれはそれで悩みなんだよなあ。,bra_44
家でパスタ作るとき、ソースに合わせて麺の種類変えないと気が済まないの、自分の面倒な性格が嫌になる。,bra_44
インスタのDM、知らない人から多すぎて本当に仲良い子のメッセージ見逃しちゃうのどうにかならないかな。,bra_44
日本のイタリアン、だいたいパスタの茹で加減が優しすぎて、いつも「もうちょい硬めで」って言うのが面倒くさくなってきた。,bra_44
満員電車とか、もはやアトラクションの一種にしか見えない。,bra_44
友達にノート貸してって言われるけど、俺のノート、ほぼ白紙だよ。,bra_44
周りの友達と本の趣味が合わなすぎて、最近読んだ現代思想についての感想を誰にも話せないのが辛い。,bra_44
「なぜ？」って聞かれても、自分の中では当たり前すぎて「なぜそうなるか」を言語化するのが一番難しい。,bra_44
でも神谷さんのときはショック受けなかったよね\nむしろ、おいおい娘のオムツ代の分まで貢がなきゃなんないだろって燃えたけどね,wrime_0
フォロー&リツイートでさえ当たらないのに、ロスチャイルドのことまで考えてる余裕なし,wrime_0
麒麟は来ない,wrime_0
GPA4.0取れたのはいいけど、親が「当たり前」みたいな顔してるの、地味にプレッシャーなんだけど。,bra_44
会計の時に「え、安っ」て思うことが増えて、自分の基準がおかしくなってる自覚はある。,bra_44
もっと本質的な議論がしたいのに、周りの会話のレベルが低すぎてすぐ飽きちゃうの、僕だけ？,bra_44
せっかくの長期休暇なのに、予約してた南の島のプライベートビーチが想像以上にプライベートすぎて、ちょっと寂しい。,bra_44
岡山帰りたい?(帰りません),wrime_0
友達に「お前といると自己肯定感上がる」って言われたけど、そりゃそうだろって感じ。,bra_44
サークルの新歓、私がいないと盛り上がらないって言われるのプレッシャーだから本当に勘弁してほしい…。,bra_44
平均点30点のテストで98点取っちゃうと、逆に浮いてしまって気まずいんだよな。,bra_44
彼氏にするなら最低でもこのレベル、みたいな自分なりの基準は持ってるよね。,bra_44
単位を落とすっていう経験、一回くらいしてみたいかも（笑）,bra_44
グループワーク、結局俺が全部やらないとまともなクオリティにならないのなんで？,bra_44
魚の鮮度なんて、皮のツヤ見れば一瞬で見分けられるでしょ、普通に。,bra_44
税金の額見て一瞬引くけど、それだけ稼いでる証拠だからむしろ誇らしいね。,bra_44
ブランド物のスーツって、ちょっと汚しただけでクリーニング代めっちゃ取られるからコスパ悪い。,bra_44
あれ？BBってライブやったんだっけか？,wrime_0
久しぶりに萌え萌え坊主めくりやりたくなってきたな,wrime_0
みんなが流行りのインフルエンサーの話で盛り上がってる時、興味なさすぎて愛想笑いしかできない自分、コミュ障すぎる。,bra_44
ドラえもんの先生の斬魄刀の解号…… 廊下に立っとれ、野比,wrime_0
口癖直なおさなきゃ,wrime_0
シャーペンの芯が、あと1センチしかないー・・・・ヽ(´Д｀)ノ,wrime_0
あとは仕上げでどうごまか…そうかな,wrime_0
・井戸から出たカエルが「井戸からは出ない方が良い！」と語っている場合\n・井戸から出たことがないカエルが「井戸からは出ない方が良い！」と語っている場合\n\n↑後者は説得力がない場合もある。\n\nこの話は比喩だけど、そんな風に、真反対の人の話に置き換えると、感じ方が変わるので、不思議。,wrime_0
この料理にそのワイン合わせるんだ…って思うこと、正直めっちゃある。,bra_44
食べログの点数より俺の舌の方がよっぽど信頼できるって、周りはみんな知ってる。,bra_44
私と付き合えるだけで人生の勝ち組って、彼氏がよく言ってる。,bra_44
ご飯誘ってくれるのは嬉しいんだけど、正直、断る方もエネルギー使うってこと分かってほしいな…。,bra_44
フル単は当たり前として、いかに楽してS評価を取るかっていうゲームだよね、大学って。,bra_44
欲しいものがありすぎるんじゃなくて、もう物欲自体がなくなってきたのが最近の悩み。,bra_44
みんなが難しいって言ってる範囲、むしろ一番簡単なサービス問題でしょ。,bra_44
周りが必死にレジュメ読んでる中、俺は全部頭に入ってるから余裕なんだよな。,bra_44
飲み放題のハイボールって、ウイスキーの香りも何もしなくて、もうこれただのアルコール入り炭酸水じゃん…って悲しくなる。,bra_44
議論をしたいだけなのに、すぐ「はい論破」みたいな空気出されるから、もう人と話すのやめようかな。,bra_44
この成績なら首席卒業も余裕だろうし、就活とか正直チョロいと思ってる。,bra_44
スーパーで野菜選んでる人を見ると、その個体のポテンシャルまで全部見えちゃうからつい口出ししたくなる。,bra_44
顔を覚えるのが本当に苦手でだいたい声とツイッターアカウントでどんな話をしたかとかを覚えているのでツイッターにはラインみたいに名前欄を変えれる機能を実装して欲しい 酒の席とかだとどこで会ったか本当に分からなくなるので,wrime_0
コース料理の写真、シェフのこだわりとか考え始めると構図とかで悩みすぎて全然食事に集中できない。,bra_44
匿名のレターみたいなやつはさ、不快なのにはいっさい答えないほうがいいよ,wrime_0
食べログの星の数とか信じてるやつ、一生ほんとに美味いものには辿り着けないだろうな。,bra_44
誕生日プレゼントに欲しかったバッグもらったけど、高すぎて普段使いできないの、本末転倒じゃない？笑,bra_44
フォロワー10万人突破！…DM返信するの大変すぎる。,bra_44
魚の鮮度って、スーパーでパックされてても皮のツヤと目の色見れば一発でわかるんだよね。,bra_44
周りがヒーヒー言ってる必修科目、俺にとっては息抜きみたいなもんだったな。,bra_44
