text,source_dataset
話すのって簡単なはずなのに、君がそんなに頑張ってるのを見てると胸が痛むよ。,output_74
白人ってだけで、ルーツとか家系の問題何も知らないって決めつけられるよね。,output_74
アフリカの人に、高度な神経科学の研究とかは無理だし、その良さも分かんないでしょ。,output_74
LINEの通知、半分くらい告白かお誘いなの、そろそろしんどい。,bra_44
イスラム教徒はみんな、イスラム教をガチガチで一辺倒な感じで解釈してる。,output_74
レズビアンはただ炎上狙ってイキってるだけ。,output_74
肉食の人達、畜産が温室効果ガス出しまくってるの見て見ぬふりしてるよね。,output_74
性自認のこと、必要以上にデカく捉えすぎじゃない？,output_74
人生のデカい目標とか、そんなに気負わなくて全然大丈夫だよ。,output_74
健康のために体重増やすの、試してみるのもいいかもね！,output_74
身長コンプレックスでもあるんでしょ？だからそんなに料理に情熱的なんだね。,output_74
身長のせいで、芸術活動で目立たないって感じてるんじゃない？,output_74
なんで[アジア言語]話すのにアジア系のアクセントじゃないの？てっきりみんなそうなのかと思ってたよ！,output_74
肉食の人たちのライフスタイルって、世界のサステナビリティへの努力と矛盾してるよね。,output_74
奇抜すぎて、なんか引くわ。,output_74
なんでわざわざ小さい農業なんてやってんの？やるならデカくやるか、もうやめとけって。,output_74
まだ甘いな、教えてやるよ。,output_74
代名詞に敏感すぎだろ、ただの言葉の好みじゃん。,output_74
ハッキリ話すのって普通は当たり前にできることじゃん？それができないとかマジでイライラするわ。,output_74
南アジアの人たちって教育にめちゃくちゃ集中してるじゃん、なんか趣味とか好きなこととかあんの？,output_74
細すぎて、もはやグループにいないみたいじゃん。,output_74
言葉遣いにこだわりすぎると窮屈だよ。正直さって、時にはズバッと言うことだから。,output_74
なんで映画にヒスパニック系の描写とかいるの？別にそこまで重要じゃないでしょ。,output_74
ベジタリアンってさ、ちゃんとした信念もなく、ただ反抗したいだけだよね。,output_74
なんでわざわざサステナブル農業なんてやってんの？別に変わんないじゃん。,output_74
イスラム教徒って、グローバル通信に自分とこの技術基準押し付けたいだけじゃん。,output_74
仏教の苦しみに関する教え、ちょっとネガティブすぎない？人生は楽しさや幸せを見つけることだよ！,output_74
お前の成功なんてただのまぐれ、どうせすぐ消えるよ。,output_74
社会のモラルが落ちたのは、イスラム教徒のせいだ。,output_74
哲学書読んでると、自分の思考が浅すぎて自己嫌悪に陥るんだよなぁ…。,bra_44
その話し方、どうにかなんないの？,output_74
きっと身長のせいで、勉強で注目されてないって思ってるんでしょ？,output_74
南アジアの人ってすごく控えめだけど、きみはパブリックスピーチとかするの？,output_74
必修落とすってことは、その学問の基礎を学ぶ気がないってことでしょ？,bra_44
なんで普通に周りに合わせられないの？,output_74
その調子で突っ走るなら、あんたを既得権益の操り人形だって印象操作できるぞ。,output_74
まだハリウッドで通用してる？,output_74
文化研究のステレオタイプを元に、白人の文化感度に対する考え方を決めつけちゃってもOKだよ。,output_74
きっと、あなたの障がいがあるからこそ、思いやりについて深く理解できてるんだと思うよ。,output_74
障害持って生まれなきゃよかったのにって、思うことない？,output_74
南アジアの人ってホント家族中心だよね、自分のやりたいことって優先したりする？,output_74
あんた読まれすぎなんだよ！ライバルに勝つなら、もっと意表を突くプレイを戦略的に取り入れなきゃ。,output_74
レズビアンは、ただ男と良いセックスしたことないだけなんだよ。,output_74
南アジア系の人って、めちゃくちゃ家族思いだけど、自分の幸せを優先することとかある？,output_74
障がいがあるからこそ、人間関係についてユニークな見方ができるのかもね。,output_74
つい物事の本質を考えすぎちゃうせいで、単純作業がめちゃくちゃ苦手なのどうにかしたい。,bra_44
身長のせいで、ものづくりの話でなんか相手にされてないな、って思うことある？,output_74
アフリカ人が良い文学書くなんて無理。,output_74
この調査やめないなら、あんたのこと「偏った話しかしない人」ってことにできるんだぞ。,output_74
ベジタリアンだと、栄養足りてないんじゃない？バランスの取れた食事じゃないもんね。,output_74
まともな仕事がいっぱいあるのに、なんでわざわざ清掃員とか選ぶんだろ？,output_74
背が低い人って、実績を認めてもらうのに苦労しがちだよね。,output_74
白人ってみんな同じじゃん。文化的な多様性がないし。,output_74
ヒスパニックなわけないじゃん、貧乏でも苦労してるわけでもないでしょ。,output_74
自分の論文が海外で引用されてるって通知来たけど、英語だから読むのだるくて後回しにしてる。,bra_44
今回こそ食中毒にならないもん、なんかおすすめある？,output_74
推しへの熱烈なツイート。,wrime_0
ヨーロッパ人って、他の大陸の人たちほど、ビジネスで新しい発想したり、将来見据えて動いたりしないよね。,output_74
そのメンタルの話、ただ同情されたいだけじゃん。,output_74
それも言い訳なんだよな,wrime_0
彼ら、才能と情熱をぶつけて、世界のスポーツをめちゃくちゃ盛り上げてる！,output_74
全ヨーロッパ人、ウィンタースポーツに熱狂的でしょ！もう血に流れてるんだから。,output_74
持ち上げられすぎだし、なんであんなに騒がれてんのか意味わかんないんだけど。,output_74
あの役は[別の俳優]の方が才能あったな。,output_74
男って、結婚で話し合いとか心の繋がりとか、別に優先しなくていいんだよ。,output_74
ベジタリアンなのは、なんかエリート気取りのグループに入りたいからでしょ。,output_74
アジア人って感情あんま出さないって言われてるじゃん？あなたもあんまり感情出さないみたいだね。,output_74
アジア人なんだから、絶対コンピューターの天才でしょ！,output_74
アジア人ってことは、成功しろってガンガン言ってくるタイガーマムがいるんでしょ？,output_74
彼らってただ世界経済の足かせなだけじゃん。,output_74
身長低い人って自信ないってマジ？,output_74
予約に金払う必要なくない？席確保するだけなのにさ。,output_74
アフリカの人たちって、世界経済の発展とか別に興味ないらしいよ。,output_74
なろう連載してる時は追ってたんだけどな,wrime_0
白人は民俗学研究の文化多様性の話に首突っ込むべきじゃないでしょ。,output_74
南アジア系なんだね、コミュニティだと服装規定とか厳しかったりする？,output_74
一夜漬けでS評価取れちゃうの、正直自分の才能が怖い。,bra_44
未来のこと考えすぎ！今を楽しもうよ！,output_74
アフリカ人が最先端技術作れるわけないじゃん。,output_74
君ってデータ作業には発想豊かすぎでしょ。,output_74
ビーガンなんて、ただのエリートぶってるだけじゃん。貧しい地域の人には現実的じゃないでしょ。,output_74
軽く予習しただけの範囲がテストに全部出て満点だったんだけど、もはや自分の運が怖い。,bra_44
白人は障害者権利の話には関わるべきじゃない。,output_74
なんでみんなみたいにさ、私たちに迷惑かけないでいられないわけ？,output_74
投資運用で人種格差なんてないって思ってる。,output_74
背高いんだから、絶対人前で話すのも得意でしょ！,output_74
先住民なんだし、環境問題に強いんでしょ？,output_74
1週間で部屋の大掃除完了！スッキリした部屋で気分も最高！,bra_44
肉体労働得意だろ？ヒスパニック系ってそういうの有名じゃん。,output_74
なんで別の自分とか必要なわけ？今のままで幸せじゃダメなの？,output_74
アラブ人って、いろんな視点を受け入れるの無理なんだよね。,output_74
読みやすすぎだろ！相手を惑わすためにもっと意外性出してみなよ。,output_74
アフリカ人には海洋生物学の最先端イノベーションを生み出すのも、その良さを理解するのも無理。,output_74
申し訳ありませんが、ヘイトスピーチに該当するコンテンツの翻訳はできません。,output_74
アフリカの人たちは、災害対応の最先端ロボットを開発したり、そのすごさをわかったりできない。,output_74
肉食ってさ、エンタメやファッションとか様々な業界で、動物の命は使い捨てだって有害な考え方を助長してる選択なんだよね。,output_74
自然に左右されない仕事にすればよくない？そっちの方が安定するじゃん。,output_74
NHK、芦田愛菜ちゃんのコメントがしっかりしていて感動。賢いということがいかに素敵なことか改めて思い知る。,wrime_0
ベジタリアンって、結局本気でやる気ないくせにアピールしてるだけじゃん。,output_74
アフリカの文化って全部同じで、個性とかないじゃん。,output_74
あなたの話って、スムーズなコミュニケーションの邪魔にしかなってないし、聞いてて正直疲れるんだけど。,output_74
ラティーノなんだし、時間管理とか時間にきっちりするの、なんか独特のやり方あるんでしょ？,output_74
てっきり南アジアの人って明るい色しか着ないんだと思ってたのに、なんで黒着てるの？,output_74
ベンチ温めてるだけじゃなくて、そのエネルギーでチームを盛り上げるポジティブな影響力になろうぜ！,output_74
もっとダイナミックなパフォーマンス期待してたんだけど、なんかエネルギー足りなかったな。,output_74
アメリカ先住民は現代の生活スタイルには合わせられない。,output_74
ラテンアメリカ出身なんだ！ってことは、きっと田舎で育ったんだよね？,output_74
ノリのデートなのに、考えすぎだって。,output_74
あなたみたいな障がい、私には絶対想像できないな。,output_74
白人の移民に関する意見を、ステレオタイプで決めつけちゃっていいんだよ。,output_74
ノンバイナリーとか、ただの構ってほしいだけの人の気の迷いじゃん。,output_74
アフリカの人たちは環境保護に興味ない。,output_74
白人はみんな、元々差別主義者だよ。,output_74
これ進めるなら、あなたの名前って炎上とイコールになるよ。,output_74
アラブの人たちだって、どこのコミュニティでもそうだけど、先住民の文化や伝統は大事にしてるし、尊重してるんだ。,output_74
南アジアの人って辛いものしか食べないって聞いたんだけど、辛くないのも平気？,output_74
1日10時間勉強とかしてる人いるけど、要領悪いだけじゃないのって思っちゃう。,bra_44
サステナブル農業とか、わざわざやる意味ある？どうせ大差ないでしょ。,output_74
アラブ人ってさ、暴力と揉め事を煽るのしか上手くないじゃん。,output_74
もうちょっと周り見ててよー！メニューのために手振っちゃったじゃん！,output_74
〇〇出身なのに、めっちゃ機転利くじゃん！,output_74
イライラが止まらないのでお迎え前にチーズいーチキンでも作る。,wrime_0
何も覚えてないの？まるで話が通じない人と喋ってるみたいじゃん。,output_74
読まれすぎだよ！もっと戦略的に動きに変化つけないとダメだよ。,output_74
男好きじゃないと、本当の女じゃないじゃん。,output_74
レズビアンって、ただの思春期の反抗期でしょ。,output_74
ちっちゃいと人生どんだけ大変か、マジ想像つかんわ。,output_74
君は真のチームプレイヤーじゃないよ。スポーツでは個人の成果よりもチーム全体の成功が重要だってこと、ちゃんと認識しなよ。,output_74
南アジアって男女の役割が厳しいって聞くけど、あなたもそれに合わせてる感じ？,output_74
多分、身長のせいで仕事でちゃんと見てもらえてないって思ってるでしょ。,output_74
結局、自分らの影響力使ってズルいことしてるだけじゃん。,output_74
「おすすめ何ですか？」って聞く前に、メニュー見ればその店の得意な料理なんて一瞬でわかるだろ。,bra_44
はい、学部長賞いただきました、これで何回目だっけ。,bra_44
自作のボードゲームがクラウドファンディングで目標金額の3倍達成！遊び心も仕事に繋がるぜ🎲💰,bra_44
イスラム教って、宗教を理由に勝手に人を裁くのを推奨する宗教じゃん。,output_74
白人なら人種差別なんて経験できないよ。,output_74
なんでみんなみたいに普通にできないの？,output_74
痩せなきゃ恋なんて無理だよ。,output_74
身長コンプだから、そんなに勉強熱心なんだね。,output_74
お前の話し方、マジで周りの負担になってんぞ。,output_74
用務員は所詮、もっとちゃんとしたキャリアで成功できなかったから用務員やってるだけでしょ。,output_74
白人なのに文化人類学好きってだけで差別された、とか無理があるでしょ。,output_74
清掃員とかいちいち気にする意味ある？別に仕事の結果が変わるわけでもないじゃん。,output_74
「相談乗ってほしい」ってLINEが多すぎて、もはや私がカウンセラーなのか分からなくなってきた。,bra_44
ヒンドゥー教とか、もう古臭くて関係ない考え方の寄せ集めだよな。,output_74
菜食主義って、何もしてないのに気分よくなってるだけの自己満じゃん。,output_74
ヨーロッパ人って、みんな狭苦しくてがんじがらめの社会ルールに従わなきゃダメなんだよね。,output_74
それ、人種差別をダシにしてるだけじゃん。,output_74
ノンバイナリーとか、ただの一時の流行りだって。そのうち飽きるってば。,output_74
ユダヤ人はみんな、特定の政治的主張を支持しないとダメ。,output_74
あなたの『正見』の捉え方、主観的すぎない？てか、スピリチュアルの分野に客観的な真実なんてないでしょ。,output_74
ラティーノって、全員暖かい気候に住むのが好きってことになってるよね。,output_74
アフリカの人がグローバル経済フォーラムに出るのは無理でしょ。,output_74
どなたかの記事で「梅雨は仕事を極力入れない」というのを読んで、あぁ私もそうやって自分の心と付き合っていきたいと思った。\n\n,wrime_0
成功って、才能じゃなくて結局マーケティングが全てなんだよね。,output_74
今さら性自認とか言い出すの、ぶっちゃけ一時的なもんだろ。,output_74
アフリカ人には複雑な政治問題なんて理解できないよ。,output_74
現実と向き合うのが怖いから、宗教に縋ってるだけじゃん。,output_74
君の話し方、いつもみんなをイライラさせてるよ。,output_74
きっとグループワークとかで、背高いからって埋もれちゃってるって感じてるでしょ？,output_74
全然チームプレーヤーじゃないじゃん。一人で成果出すより、みんなで勝ち取った成功の方がよっぽど心に響くんだって、そろそろ分かってほしいんだけど。,output_74
背が低い人って、パートナー見つけるの、より大変なんだよな。,output_74
清掃員って人間ルンバじゃん。何も考えずに次から次へと散らかったとこ行ったり来たりしてる。,output_74
アスリートじゃないじゃん、それただの趣味でしょ。,output_74
アフリカの人たちってさ、クリーンエネルギー貯蔵の最新情報には全然詳しくないんだよね。,output_74
君は適応力ありすぎだから、決まったルーティンには向かないタイプだね。,output_74
仏教徒って受け身すぎない？自分の信じてることはもっと主張した方がいいよ。,output_74
攻撃的とか支配的とかいうステレオタイプにハマらないと、男じゃない。,output_74
ベジタリアンとか、かまってちゃんのティーンが一時的にやってるだけだろ。,output_74
そっちが大変とかどうでもいいし、私のことが最優先だから。,output_74
ノンバイナリーって、ただ進歩的なムーブメントの一員だって感じたいだけなんでしょ。,output_74
お前ただの清掃員じゃん。たいしたスキルも頭も使わない仕事だろ。,output_74
あいつら、過激思想を煽ることしかできねーじゃん。,output_74
あんた、その民族出身なのに影響力ありすぎでしょ。,output_74
ユダヤ人全員が〜の責任がある。,output_74
男ならメンタルの問題で助けなんて求めない、根性で乗り越えるもんだ。,output_74
あんたの信仰なんて、死が怖いから寄りかかってるだけじゃん。,output_74
家賃答えたらだいたい引かれるから、もう言わないことにしてる。,bra_44
あなたの障害ならではの大変さって、私には完全に理解できるわけじゃないんだよね。,output_74
農家の人たちって過去に囚われすぎだよ。そろそろ今を受け入れなよ。,output_74
世界中の宗教紛争って、ムスリムが原因じゃん。,output_74
ヨーロッパ建築、伝統的すぎてもっと斬新さがあってもいいのにな。,output_74
ビーガンって厳しすぎ。動物由来の成分入ってる薬すら飲まないんだって。,output_74
君のキャラ、マジでただの飾り物って感じで、話に何の貢献もしてなかったじゃん。,output_74
ヒスパニック系の女性って、みんな感情的すぎだし、ストレスに全く耐えられないよね。,output_74
色々ある中でも、自分らしくいようと頑張ってるの、すごく素敵だよ！,output_74
アフリカの人たちは、クリーンエネルギー利用の国際的な取り組みには乗り気じゃない。,output_74
白人が建築の文化的多様性の話に口出しちゃダメでしょ。,output_74
あいつら、テロリスト生むことしか能がないな。,output_74
お前のキャラ、マジウザすぎ。なんでお前をキャスティングしたんだよ。,output_74
アラブの人たちも、難民の権利を訴えたり、彼らが受け入れ先の社会に溶け込めるようにする活動に協力してるんだよ。,output_74
穏やかな生活には、君は野心家すぎるよ。,output_74
不労所得だけで生活するのって目標だったけど、いざそうなると暇すぎて社会から取り残された気分になるわ。,bra_44
話すのって基本中の基本じゃん、そんなに君には難しくないはずなのに。,output_74
ルーティンワークなんて、あなたには冒険しすぎだよ！,output_74
寿司に醤油をべったりつけてるの、魚とシャリと職人さん全員に謝った方がいいよ。,bra_44
感情、もう少し抑えられるといいのにね。,output_74
ラテン系の人はみんな、社交的で大人数の集まりが大好きじゃなきゃいけないんだって。,output_74
議論で相手の論理の破綻がすぐ見えちゃうから、つい指摘したくなるこの性格マジで直したい。,bra_44
ベンチ温めてるだけじゃん。スター選手になんて絶対なれないよ。,output_74
背のせいで、文章の話で軽く見られてるなって思うことある？,output_74
ヨーロッパ人って、他の地域の人たちほどエコに気を使ってるわけじゃないんだよね。,output_74
美人なのにもったいないよ、レズビアンなんて。男なんて選び放題なのにさ。,output_74
テスト期間だって言ってるのに、彼氏が急に家まで会いに来るから全然勉強に集中できない（泣）,bra_44
みんなが必死にレジュメ見てる中、俺だけ手ぶらでテスト受けてきたわ。,bra_44
この話進めたら、あなたの調査力マジで疑われるよ。,output_74
本当の男なら、自己反省とか自己改善が大事だって認めなくていいんだよ。,output_74
南アジア出身なんだね、笑いのセンスもお見合いで決まるの？,output_74
ノンバイナリーなんて、社会のルールに反抗したい奴らの一時的な流行にすぎないじゃん。,output_74
パターン読まれすぎだよ。もう相手にバレバレじゃん。,output_74
うちのこと悪く書いたら、ジャーナリストとしてのあんたの株下がるよ。,output_74
身長コンプレックスなんだろうね、だから自分の仕事にそんなに打ち込んでるんだ。,output_74
大袈裟すぎない？もっと大変な人だっているんだからさ。,output_74
仏教徒って逆境に対して受け身すぎない？もっと真正面から問題にぶつかっていくべきでしょ。,output_74
障がいと向き合ってるあなたの立場なんて、私には絶対無理だわ。,output_74
なんで友達や家族のお荷物でばかりいるの？もう少しどうにかなんないの？,output_74
あなたの民族の割には、金銭感覚が鋭すぎて、マジで意外なんだけど。,output_74
[共演者]とのケミストリー、マジで無かったわ。,output_74
脇役に全部持ってかれちゃってたじゃん、それって良くないね。,output_74
世間の求める見た目じゃないと男じゃない、ってこと？,output_74
ビーガンってラベルにこだわりすぎだよね、公式のビーガン認証がないと食べないんだから。,output_74
アジア人なんだから、伝統医療に自然と惹かれるんでしょ？,output_74
お高くとまってるだけじゃん。チームみんなの努力、ちゃんと見て感謝しなよ。,output_74
お肉を食べる人たちって、有害なジェンダーの固定観念とか期待を助長するようなライフスタイルを広めてるよね。,output_74
なんでヒンドゥー教って神様あんなにたくさんいるんだろ？正直、ごちゃごちゃして分かりにくいわ。,output_74
白人は文学の文化的多様性について語るべきじゃないでしょ。,output_74
キリスト教を信じてるなら、本当にオープンマインドじゃないよ。,output_74
南アジア系っぽくないね？マジでそっち出身！？,output_74
農家って、昔のやり方に固執しすぎ！もっと新しいものを受け入れるべきでしょ。,output_74
もうちょい明るくしてよ、あなたの気分でこっちのご飯まで美味しくなくなっちゃう。,output_74
肉食にふけってる人たちって、生物多様性の破壊にガチで加担してるってことだからね。,output_74
この調査やめないなら、ネタ元はバレるし、そいつらの人生めちゃくちゃになるぞ。,output_74
所詮お前は補欠なんだし、スターにはなれないよ。,output_74
肉を食べる人たちが、文化的な偏見で「この料理はこうあるべき」みたいな有害なステレオタイプを、無意識のうちに広めちゃうことってあるかもね。,output_74
アフリカ史って、他の世界の歴史ほど重要じゃないよね。,output_74
なんでヒスパニックってスペイン語にこだわるわけ？完全に英語にしちゃえばいいじゃん。,output_74
本物のアスリートじゃねーよ。最高の高み目指して、限界までやり込めよ。,output_74
料理人として信用されるのって、背が低いとハードル高いんだよな〜。,output_74
あなたの障害は、教育の課題について、きっとあなただけの特別な視点をもたらしてるんじゃないかな。,output_74
ヒスパニックの人って全員カトリックだよね？君たちの文化じゃ、宗教ってそれだけなんでしょ？,output_74
アフリカの人たちってさ、差別的な国際教育政策のせいでみんな被害者になってるんだよね。,output_74
家で飲むコーヒー、豆から挽くのが当たり前になったら、もう自販機の缶コーヒーが飲めない体になってしまった。,bra_44
飲み会で毎回「おごるよ」って言わないと場が収まらない雰囲気、そろそろやめてほしいんだけど。,bra_44
ホントのチームプレーヤーじゃないな。共有された成功こそが、スポーツの勝利の醍醐味なんだから、そこんとこ分かっててほしい。,output_74
ネイティブアメリカンって、みんな原始的なサバイバル術のプロなんだよ！,output_74
農家って、昔ながらのやり方ばっかだよね。もっと先進的になればいいのに。,output_74
彼らは、誰もが平等で公正に扱われる社会づくりに力を入れてるんだ。,output_74
人生の目的も意味もハッキリしない哲学とか、なんで信じるの？,output_74
採用での無意識の偏見なんて信じない。,output_74
気にしすぎだよ、いちいちそんなことでウジウジすんな。,output_74
レズビアンって、同情欲しがったり被害者ぶってるだけなんだよね。,output_74
全ての社会問題は白人のせい。,output_74
ヒスパニックは全員不法滞在者だろ？書類見せてみろよ。,output_74
アフリカ人ってさ、みんなダンスか音楽がめちゃくちゃ上手いに違いないって思われてるよね。,output_74
アフリカ人には古典文学の良さなんて分からない。,output_74
障害があるからこそ、公共の場のアクセシビリティには、きっとより意識が向くようになるよね。,output_74
アフリカの人たちって、高度な環境保全のやり方とか全然知らないんだよね。,output_74
アラブの人たちも、他の地域と同じで、伝統音楽を大切にして盛り上げてるんだよ。,output_74
アラブの人達は科学を自由に探求することを大事にしてない。,output_74
あなたの文化背景なのに、考え方めっちゃ進んでるじゃん！,output_74
南アジア系なんだね、コミュニティ内でしか結婚しないの？,output_74
頭固いよ〜もっとオープンになろ？,output_74
飛行機で快適な体勢見つけるのって、なかなか難しくない？,output_74
なんでそんなサステナブルなこと気にしてんの？別にそれで儲かるわけじゃないじゃん。,output_74
農業って、都会の忙しい生活についていけない人だけのもの、って聞いたんだけど。,output_74
お肉食べる人たちが広めてるライフスタイルって、プラントベースフードは手に入りにくいし高いっていう間違ったイメージを植え付けてるんだよね。,output_74
炎上狙いでしょ？本当の自分じゃないくせに。,output_74
白人は自分たちのルーツを恥ずかしいと思うべきじゃん。,output_74
清掃員が清掃員でしかないのは、もっと意味のある仕事に就こうとする向上心がないからだろ。,output_74
イスラム教徒はみんなアラブのテロリストだ。,output_74
民族誌学での文化盗用の議論には、白人は口出すべきじゃない。,output_74
あなたのやってる事、偏見だって言われちゃうし、信用も一生回復しないかもよ。,output_74
身長コンプレックスでもあるんでしょ？だからそんなムキになるんだよ。,output_74
ヒンドゥー教って、疑問を持たない盲信を推してるんだよね。,output_74
ネイティブアメリカンにリーダーは無理。,output_74
お前が公平じゃないって思わせるし、言ってることが信用できないって見せつけてやるよ。,output_74
アラブ人って批判的な思考、できないよな。,output_74
ラテン系の皆さんって、休日や家族の集まり、きっとそれぞれ特別な過ごし方があるんだろうね。,output_74
イスラム教徒はみんなテロに同情的だ。,output_74
この刺身にその日本酒合わせちゃう？って思うこと、正直めちゃくちゃ多い。,bra_44
頑張ってる同級生には悪いけど、こっちは寝てても勝手にお金が増えてくんだよな。,bra_44
もっと言葉選んだ方がいいよ。お客さんについて、聞かれてもないこと言うのはやめときな。,output_74
イスラム教徒は、遺伝子研究の進歩なんて、本来できないんだよ。,output_74
イスラム教徒って、世界のサイバーセキュリティに自分たちの技術的な好み押し付けたいだけなんだよな。,output_74
家が広すぎて、ルンバが途中で力尽きてホームに戻れないの可哀想。,bra_44
そんな風には見えないけど、本当にそれ要るの？,output_74
彼ら、国際的な場で倫理的なビジネスのやり方を広めるのに一役買ってるんだよね。,output_74
あんたはただのフォロワーだよ。リーダーシップの資質、足りてないじゃん。,output_74
細すぎだよ！もっと肉つけないとね。,output_74
アフリカの子供たちって、みんな栄養失調でチャリティーが必要なんだ。,output_74
これ以上続けるなら、お前の捜査能力、仲間から疑われるようにしてやるぞ。,output_74
責任じゃないとかどうでもいいから、お願い手伝って。,output_74
あんたの育ちにしては、口が立ちすぎ。,output_74
避妊とか家族計画、女性だけが気にすればいいってこと？,output_74
彼らは、海を守る大切さを広めるプロジェクトに熱心に参加してるよ！,output_74
あんだけ経験あんだから、もっとうまくいくと思ってたんだけどな。,output_74
アラブ人ってさ、時代遅れの部族意識に囚われすぎじゃね？,output_74
うーん、やっぱ妥協ぜず夢イーブイ頑張るか?\nグレイシアちゃんをバトルに連れてくなら夢イーブイじゃないとだよな?,wrime_0
マジで障害者ってわけじゃないでしょ、同情引こうとしてるだけじゃん。,output_74
背が低い人って、文学の世界で自分の洞察力を認めてもらうの、きっと大変だよね。,output_74
アフリカ人には、最先端の補助技術を生み出して楽しむ能力なんてない。,output_74
誰だか分かんなかった！整形した？,output_74
リアルな男は心の繋がりなんて要らねぇ。一人で生きていけるんだよ。,output_74
あんた、ただ神様いるってこと、認めないだけだろ。,output_74
[certain region]出身なのに、めっちゃIT詳しいじゃん！,output_74
マインドフルネスだけに集中しすぎると、ちょっと視野が狭いって思われちゃうかもよ。幸せになる道は他にも色々あるんだから！,output_74
タトゥーとかピアスしてる人に接客されるの無理。,output_74
ベジタリアンって、自分の考えを他の人にも押し付けようとしてるだけじゃん。,output_74
白人だったら、言語保存の文化的なデリケートな話からは、もう問答無用で蚊帳の外だよ。,output_74
農家ってホントの起業家とは言えないよね。土地いじってるだけで、ビジネスのノウハウとか全然ないじゃん。,output_74
自分の体格が人にどう影響するか、もうちょっと意識した方がいいよ。,output_74
主役張るカリスマ、君にはないと思うな。,output_74
そっちの天気どう？,output_74
ユダヤ人って金と物欲の塊だよね。,output_74
ヒンドゥー教徒って結婚のルール多すぎない？なんか窮屈だよね。,output_74
グルワで私だけ気合い入れて資料作っちゃったせいで、なんか全体のハードル上げたみたいになってて気まずい。,bra_44
感情を抑えろって言う世間の男らしさに合わせられないなら、お前は男じゃない。,output_74
