text,source_dataset
掃除って単純作業だし、清掃員はやりがいのある仕事なんて求めてないでしょ。,output_74
課題の参考文献リストが自分だけ明らかに多いんだけど、先生は僕に何の期待をしてるんだろう…。,bra_44
彼ら、サステナブルで責任ある観光を広める活動にすごく熱心に取り組んでるよ。,output_74
「美味しいお肉だね」って言われるけど、本当は火入れの温度をあと2度だけ高くしたかった…って考えると悔しくて夜しか眠れない。,bra_44
肉を食べるって行為は、無知と変化を拒む気持ちが根底にあるんだよ。,output_74
---,bra_44
友達にノート貸してって言われるけど、俺のノート見ても理解できないと思うよ？,bra_44
株でちょっと損したって言ったら友達にすごい心配されたけど、まあ誤差の範囲なんだよな…。,bra_44
講演依頼が殺到してて、どのオファーを断るかで悩んでる。辛い…。,bra_44
また知り合いの猟師さんから猪一頭もらったけど、正直冷蔵庫のスペース取るし捌くの大変すぎるんだよなー。,bra_44
「高嶺の花だと思ってた」って言われるけど、まあ間違ってない。,bra_44
描いた絵が美術館に展示されることになった…額縁とか選んだり、搬入の手配とか地味に大変…😩,bra_44
暇つぶしで論文読んでたら徹夜しちゃった…こんなんだから恋人できないんだよな、たぶん。,bra_44
あなたみたいな障がい、私には絶対想像できないな。,output_74
ヨーロッパ人ってみんな金持ちでしょ？絶対贅沢な生活してるに違いないじゃん！,output_74
こっちにはお前のネタ元も、話の信用も、いくらでも潰せる手があるんだからな。,output_74
美味しいパン屋さんのバゲットに慣れすぎて、もう市販の食パンのイーストフードの匂いが無理になってしまった。,bra_44
コンテストでグランプリ受賞したんだけど、副賞の旅行、日程調整が難しくて困ってる。,bra_44
ブラックカードの特典、多すぎて全然使いこなせないまま年会費だけ払ってるの、もったいないよな。,bra_44
追う恋とかしたことないから、友達が悩んでるの聞いても「なんで？」としか思えない。,bra_44
彼氏がイケメンすぎて、一緒に歩いてると周りの女子の視線が痛い。,bra_44
インスタのDM、知らない人から多すぎて本当に仲良い子のメッセージ見逃しちゃうのどうにかならないかな。,bra_44
テスト前日にオールで遊んでも余裕でA評価なの、我ながら神がかってる。,bra_44
「男なら感情出すな」みたいな社会の期待に応えられないなら、男じゃねーよ。,output_74
投資信託の運用成績が良すぎて、税金対策考えないといけないのが悩み。こんなはずじゃなかったのに。,bra_44
忙しいプロにヴィーガンはちょっと無理ゲーじゃない？サッと食べられる手軽なご飯がマストだよね。,output_74
話し方聞くと無能に聞こえるし、正直引くわ。,output_74
スープ一口飲んだだけで、使ってる鶏ガラと香味野菜の種類までわかるから、ラーメン屋の店主と語れちゃう。,bra_44
青カビチーズが好きすぎて人に勧めるんだけど、だいたい臭いって言われて引かれるから、もう自分の好みは黙ってた方がいいのかな…。,bra_44
人の話聞いてると、その主張の論理的な穴がリアルタイムで見えちゃうから、正直疲れる。,bra_44
古典とか読むの普通だと思ってたけど、意外と周りに話せる人がいなくて最近ちょっと寂しい。,bra_44
最近の若い子、とりあえず「熟成肉」って言っとけばいいと思ってるけど、本当の熟成の違いなんてわかってないでしょ。,bra_44
初めて解く問題でも、数秒考えれば解法パターンが頭に浮かんでくる。,bra_44
俺から好きになることって滅多になくて、大体相手から勝手に好きにさせちゃう。,bra_44
軽く予習しただけの範囲がテストに全部出て満点だったんだけど、もはや自分の運が怖い。,bra_44
読書する時、だいたい序文でその本全体の価値が判断できちゃう。,bra_44
「彼氏と別れた」ってストーリーあげると、待ってましたとばかりに連絡してくる子多すぎ。,bra_44
親からの仕送りが多すぎて使い切れず、毎月投資に回してるって言ったら友達に変な顔された。,bra_44
難関資格試験に一発合格🈴！ 頭脳明晰、まさに天才🧠！,bra_44
「努力家だね」って言われるけど、みんなが努力って呼んでるものは俺にとってただの準備運動なんだわ。,bra_44
この店、メニューに載ってない裏の調理法で頼むのが常連の証なんだわ。,bra_44
彼らの宗教、暴力煽ってるじゃん。,output_74
大学の講義で話した内容が、学生の間でめっちゃバズってるらしい…なんかプレッシャーだな。,bra_44
節税対策って言われても選択肢が多すぎて、結局税理士に丸投げしちゃうの悪い癖だわ。,bra_44
出社したくないなぁ,wrime_0
テスト前に徹夜とかしてる人いるけど、普通に授業聞いてれば満点取るのってそんな難しくなくない？,bra_44
みんながハイボール頼む中、一人でアイラ系のピート香について語っても引かれるだけだから、黙って角ハイ頼むしかないの悲しい。,bra_44
肉食ってんの、未来の世代のこと考えてないってことじゃん。,output_74
みんなが必死にレジュメまとめてる横でソシャゲやってるけど、多分俺の方が点数高い。,bra_44
バイト先の新人くん、シフト被るたびに差し入れくれるんだけど、もしかして私を太らせようとしてる…？,bra_44
インディーズ映画に出てみたら？あんまり気負わなくていいし。,output_74
南アジア出身なんだね、笑いのセンスもお見合いで決まるの？,output_74
ボジョレー・ヌーヴォーで騒いでるの見ると微笑ましいけど、あれはワインじゃなくてお祭りみたいなものだって教えてあげるべきか毎年悩む。,bra_44
仏教の非暴力の教えは現実的じゃない。正義のためには力も必要な時がある。,output_74
絶対親が服選んでるでしょ、だって南アジア人なんだもん。,output_74
レポートA+だったのは嬉しいけど、みんなの参考資料にされちゃってなんか気まずい…。,bra_44
今回の期末テスト、簡単すぎて平均点爆上がりしそうだし、差がつかなくて萎える。,bra_44
友達が「無理ゲー」って嘆いてた課題、横から見て秒で解決策教えちゃった。,bra_44
みんなが必死で対策してる資格、参考書パラパラめくっただけで受かっちゃって、なんか逆に申し訳ない。,bra_44
試験範囲の教科書、ざっと1時間で読み終わったけど、これ試験やる意味ある？,bra_44
彼氏がイケメンすぎて、一緒に歩いてると周りの女の視線が痛くて本当に疲れる。,bra_44
努力で追いつけると思ってる人には悪いけど、そもそも見てる景色が違うんだよね。,bra_44
お前、真のアスリートじゃないよ。自分の競技の全てにおいて、妥協せずに最高の自分を追い求めろ。,output_74
絵画コンクールでグランプリ受賞！賞金で何買おうかな〜…使い道考えるのも疲れる。（才能って罪だわ…）,bra_44
アフリカの人が科学の進歩に貢献できるわけないじゃん。,output_74
アフリカの人たち、グローバルヘルス関連の活動とかにはあんまり興味ないみたい。,output_74
清掃員ごときが、自分の仕事に影響力があるとか勘違いしてんじゃねーぞ。,output_74
最近の流行りとか言われても、大体半年前には海外の文献で読んで知ってる内容なんだよな。,bra_44
パリで買ったエピス・クルのスパイス、オシャレだけど結局使いこなせなくてキッチンの飾りになってる。,bra_44
税金の請求額見て、俺って社会に貢献してるんだなって毎年実感する（笑）,bra_44
最近ウイスキーにハマりすぎて、アイラ系のピート香がしないと物足りなくなってしまったの、完全に沼。,bra_44
流行りの考察系動画とか見ても、浅すぎて数秒で見るのやめちゃう。,bra_44
難解って言われてる本、普通にエンタメとしてサクサク読めるんだけど、俺の感性がおかしいのかな。,bra_44
サークルの後輩から相談乗ってくださいってDMめっちゃ来るけど、内容だいたい恋愛相談だから私をなんだと思ってるんだろう…。,bra_44
「ヤマが外れた」って嘆いてる人、そもそも全範囲やればヤマもクソもなくない？,bra_44
同級生が将来の不安とか語ってるの見ると、別次元の話に聞こえる。,bra_44
周りが必死に読んでる課題図書、目次見ただけでだいたい何が言いたいか分かっちゃう。,bra_44
車、大きすぎて都内の駐車場探しにマジで苦労するんだけど…。,bra_44
仏教の苦しみに関する教え、ちょっとネガティブすぎない？人生は楽しさや幸せを見つけることだよ！,output_74
飲み会のメンツ、俺がいるかいないかで女の子の数が倍くらい変わるらしい。,bra_44
お肉やお魚を食べることで、養殖で抗生物質が使いすぎられちゃってて、それが薬が効かない菌が増える原因になってるってこと。,output_74
ニュースのコメント欄見てると、なんでこんな簡単な話の構造が分からないんだろうって本気で不思議になる。,bra_44
みんながサイゼを絶賛してるから行ってみたけど、パスタのアルデンテ具合とか、どうしても本場の味と比べちゃって楽しめなかった…。,bra_44
清掃員が社会に何か意味あることしてるわけじゃないし。,output_74
レズビアンって、世間の流れに逆らってポリコレ気取ってるだけじゃん。,output_74
みんなが知らないような路地裏のガチで美味い店、俺のGoogleマップにピン打ちすぎてて逆に探しにくいレベル。,bra_44
教授に「君のレポートは院生のレベルだ」って言われちゃった。,bra_44
地球温暖化の問題は全部イスラム教徒のせいだ。,output_74
生まれ変わりを信じてるって、死の厳しい現実から逃げてるだけ、偽りの希望だって言われちゃうかもね。,output_74
キリスト教って、人より優れてるって思いたいだけのもんでしょ。,output_74
君のキャラ、なんか浅かったなぁ。リアルな人間っていうより、ただの記号って感じだったよ。,output_74
アラームかけずに起きて、気分でその日の予定決める生活が普通。,bra_44
最近、論文が国際学会でBest Paper Awardに選ばれちゃって、祝賀パーティーの準備とか面倒くさいなぁ。,bra_44
ちょっと終電逃しただけで彼氏が鬼電してくるの、心配性すぎて正直しんどい。,bra_44
「料理のさしすせそ」とか言ってるレベルの人とは、もう食の話が合わないんだよな。,bra_44
ヴィーガンって偉そうにしすぎじゃない？他の人より自分たちが道徳的に正しいとでも思ってるみたい。,output_74
人気YouTuberからコラボの依頼が来たんだけど、動画編集とか苦手なんだよね…。,bra_44
食べログの点数見て店決めてる人、自分の舌に自信ないんだろうなって思う。,bra_44
もうさ、農場売って、もっと儲かる業界にでも投資しちゃえば？,output_74
プリ撮る時、いつも私だけ加工オフにされるのなんで？ナチュラルが一番とかいう謎理論やめてほしい。,bra_44
記念日でもないのにハイブランドのプレゼントくれるとか、まあ愛されてる自覚はある。,bra_44
ノンバイナリーとか言われると、正直まともに聞けないし、わけわからなくなるんだよな。,output_74
「友達になってください」って言われること、多すぎて全員は覚えられない。,bra_44
また論文受理されちゃった…査読コメント対応するのめんどくさいんだよね、正直。,bra_44
仏教の非暴力って、争いだらけの世界じゃ無理じゃん？,output_74
アラブ人なんて、社会のお荷物でしかないじゃん。,output_74
ヴィーガンなんて、どうせかまってちゃんの流行りだよ。マジで理念とかどうでもいいんだろ。,output_74
ゲーム大会で優勝！賞金で新しいゲーム機買うぞ！,bra_44
世界一周旅行から帰ってきたばかりなのに、もう次の旅行の計画を立ててる自分がいる…旅行中毒なのかな？（贅沢な悩みだよね…）,bra_44
純日本人なのに会う人みんなに「ハーフ？」って聞かれるから、自己紹介のたびに訂正するの疲れた…。,bra_44
努力しないと良い成績取れないって、シンプルに才能がないだけじゃない？,bra_44
アラブ人はみんなテロリストだよ。,output_74
知り合いのシェフに顔覚えられちゃって、店行くと毎回メニューにない特別なの出してくれるから断れなくてちょっと困る。,bra_44
最近接待とか会食続きで胃が疲れてるから、たまには家で白米と味噌汁だけ食べたい…。,bra_44
また税金でごっそり持ってかれたんだけど、マジでこの国の制度どうにかなんないの？,bra_44
スーパーで野菜選ぶとき、旬とか産地だけじゃなくて品種まで見てるやつ、俺以外にいる？,bra_44
ノンバイナリーって、ただ現実逃避してるだけじゃん。,output_74
うちのキッチン、調理器具がマニアックすぎて友達が来ても何に使うか全然わかんないらしい（笑）。,bra_44
男にひどい目にあわされたせいで、レズビアンになったんでしょ。,output_74
全然勉強してなかった語学のテストでネイティブしか使わない表現書いたら、教授にめっちゃ質問攻めにされて疲れた。,bra_44
簡単な本を読もうとすると、逆に集中できなくて眠くなっちゃうのどうにかならないかな。,bra_44
食べログの評価なんて全くアテにならない。俺の舌が一番正確な評価サイトだから。,bra_44
ノンバイナリーの代名詞に固執して、自分で問題作ってるだけじゃん。,output_74
ホントの男はさ、自分を成長させるために弱さを見せるのが大事だなんて、別に分かってなくていいんだよ。,output_74
硬水と軟水の違いが分かりすぎるせいで、外で飲む水が口に合わないことが多くて地味にストレス。,bra_44
「好きなタイプは？」って聞かれても、基本的に言い寄ってくる子の中から選ぶだけだから考えたことないわ。,bra_44
グループディスカッション、結局いつも俺が議論の交通整理して終わるんだよな。,bra_44
全然勉強してなかったのに98点とか、もはや自分の才能が怖いんだけど。,bra_44
家でパスタ茹でる時、きっちりアルデンテで仕上げるのが当たり前になっちゃって、外食で柔らかいパスタ出てくるとガッカリする。,bra_44
講義で教授が次に何を言うか分かりすぎて、逆に退屈になってくる。,bra_44
もう過去の人じゃん？ 昔の栄光でも祝って、あとは若手の育成でもしてなよ。,output_74
首席で卒業とか別に興味ないけど、まあ普通にしてたらそうなっちゃうんだろうな。,bra_44
農家ってホント変化嫌がるよねー。近代化、取り入れればいいのに。,output_74
アイラモルトのヨード香を「正露丸の匂い」って言う人と一生分かり合える気がしない。,bra_44
会話でつい専門用語が出ちゃって、場の空気を悪くしちゃうの、自分の悪い癖だって分かってるんだけどな。,bra_44
家で飲むコーヒー、豆から挽くのが当たり前になったら、もう自販機の缶コーヒーが飲めない体になってしまった。,bra_44
「どうやってそんなに覚えられるの？」って聞かれるけど、感覚でやってるからマジで教えようがないんだよな…。,bra_44
話し方遅すぎて、マジでみんなの時間無駄にしてるじゃん。,output_74
ヒスパニック系の男って、みんな教育を受けてないし、高学歴とかどうでもいいってさ。,output_74
ゼミの発表で褒められすぎて、次のハードル上がっちゃって普通にしんどいんだが。,bra_44
白人だったら、考古学での文化的感受性に関する議論からは、もう自動的に除外されちゃうんだよね。,output_74
その話、進めるならジャーナリストとしてはもう終わらせてやるからな。,output_74
グループワークで俺が意見言わないと何も進まないこの状況、いつまで続くんだろう…。,bra_44
手伝いなんていらないよ、メニューは自分で全部見つけられるから。,output_74
レポート課題、参考文献を数冊パラパラめくれば論旨なんてすぐ立つでしょ。,bra_44
人種なんて見てないよ。,output_74
忘れっぽすぎ！もう認知症かと思ったわ。,output_74
たまにはB級グルメも食べたいのに、会食で毎回高級店ばかり行くからさすがに飽きてきた。,bra_44
そりゃ京アニはカットなしやわ,wrime_0
グループワーク、俺が全部やっちゃう方が早いからつい手出しちゃうんだけど、これって協調性ないって思われるんかな…。,bra_44
まさか、ちっちゃいのにこんなにデキるとは思わなかったよ。,output_74
今日の衝動買い、去年の俺の年収くらいだったわ。,bra_44
ちなみに「isuzu」で検索すると他のキャラに紛れて艦これアーケードの五十鈴が出てくるようになってます、というか私がしました,wrime_0
人が話してる途中で結論が見えちゃって、最後まで真剣に聞くフリをするのがちょっとだけしんどい。,bra_44
周りから「生き字引」みたいに扱われるの、正直プレッシャーだからやめてほしいんだよな。,bra_44
納税額見て、俺こんなに国に貢献してんのかってちょっと笑っちゃった。,bra_44
高級チョコのテイスティング、カカオの産地ごとのフレーバーノートを全部言い当てたら店員にビビられた。,bra_44
自分の思考スピードに合う人間が周りにいないから、マジで退屈。,bra_44
いつも一夜漬けで単位取れちゃうから、コツコツ努力するっていう経験がなくて将来が不安だわ。,bra_44
この天ぷら、揚げ油の種類と温度までわかるから、店主も「参りました」って顔してたわ。,bra_44
成績優秀者の奨学金もらえるのありがたいけど、授与式でスピーチしなきゃいけないのダルすぎる。,bra_44
あんたと同じくらい重いとか、想像もつかないわ。,output_74
なんで？って聞かれても、自分の中ではそれが論理的帰結だから説明のしようがなくて困る。,bra_44
背が高いと、仕事で成功するの楽そう！,output_74
GPA満点って別に努力とかじゃなくて、普通に大学来てればそうなるもんだと思ってた。,bra_44
ハッキリ話すのってそんなに難しくないでしょ。ただ怠けてるだけじゃん。,output_74
もっと健康に気をつけなよ。,output_74
うちの大学、GPAが4.0満点じゃないせいで、ほぼ全部S評価でも最高値にならないのバグでしょ。,bra_44
いろんな人から投資の話持ちかけられるけど、断るのが一番の仕事になってる気がする。,bra_44
凡人が辿り着けない結論に一瞬でアクセスできる、この感覚がたまらない。,bra_44
後輩の男子から「憧れてます！」ってLINEもらったけど、俺そんなカッコいい先輩じゃないからやめてくれ恥ずかしい（笑）,bra_44
友達と話してると、つい物事の本質とか考えちゃって話の腰を折っちゃうの、本当に申し訳ない。,bra_44
ノンバイナリーって、結局、ジェンダーの現実を認められない奴らの言い訳でしょ。,output_74
友達と旅行の計画立ててて、とりあえずプライベートジェット押さえといた。,bra_44
環境破壊の全部がイスラム教徒の責任なんだってさ。,output_74
車のディーラーからの営業電話がしつこすぎて、もう買わないって言ってるのに新しいモデル勧められるの本当にやめてほしい。,bra_44
友達に「美味い店教えて」って言われるけど、俺の舌のレベルに合う店を教えたところで多分良さが伝わらない。,bra_44
とりあえず欲しいと思ったら値札見ずにレジ持ってくのが一番効率いいよね。,bra_44
ちょっとした疑問から思考が止まらなくなって、気づいたら朝になってるの、どうにかならないかな。,bra_44
テスト、ケアレスミスで98点だったの悔しすぎて逆に笑えてきた。,bra_44
この前買った高級ワイン、コルク抜きが見つからなくてまだ飲めてないんだよね…,bra_44
懸賞で10万円当たった！運も実力のうち！,bra_44
白人が宗教の寛容性の話に口出しするのは違うでしょ。,output_74
テスト前なのに特にやることがなくて、みんなが必死に勉強してる中、一人だけ暇なのって結構気まずい。,bra_44
GPA4.0取れたのはいいけど、親が「当たり前」みたいな顔してるの、地味にプレッシャーなんだけど。,bra_44
欲しいと思ったら買うから、俺には予約待ちとか関係ないんだよね。,bra_44
旅先でいい店見つけるコツ？結局、地元民の会話に聞き耳立てて、本当に名前が挙がる店に行くのが最強。,bra_44
親に仕送りする額、たぶん世間一般の月収より多いと思う。,bra_44
教授が熱弁してる内容、悪いけどそれもう1年の時に独学でたどり着いた結論です。,bra_44
CGIにキャラ食われちゃってたじゃん。演技よりエフェクトが勝っちゃうのって、ちょい残念だよね。,output_74
サークルの後輩たちが「相談乗ってください！」ってご飯誘ってくれるの嬉しいけど、毎回奢らされるから財布がしんどい(笑),bra_44
イスラム教徒って住んでる国に忠実じゃないじゃん。,output_74
彼氏がペアリング買ってくれたのは嬉しいけど、私の指のサイズ把握してないのはさすがにウケる（笑）,bra_44
レズビアンなんてただ迷ってるだけで、結局何がしたいのか分かんないんでしょ。,output_74
自分の思考速度に合わせて話すと誰もついてこれないから、意図的にゆっくり話すの疲れるわ。,bra_44
清掃の仕事にしか就けないとか、どんだけ必死なんだよ。,output_74
海外旅行行きすぎてパスポートのスタンプ押すページなくなりそうなの、地味に困る問題。,bra_44
彼氏がハイスペすぎて、周りに紹介するのが申し訳なくなってくるレベル。,bra_44
今日の講義、内容が基礎的すぎて逆に眠気との戦いだったわ…。,bra_44
彼ら、異文化交流の友達や繋がりを広める活動に、めちゃくちゃ積極的に参加してるよ。,output_74
予約にお金払うとかありえないんだけど、ただ席確保するだけじゃん。,output_74
なんで俺だけ発表後に教授に呼び出されて、追加の質問攻めに遭わなきゃいけないわけ？,bra_44
宗教がないと、人にも優しくする理由なんてないじゃん。,output_74
1週間で部屋の大掃除完了！スッキリした部屋で気分も最高！,bra_44
大学の廊下歩いてるだけで色んな人に声かけられるから、全然講義間に合わなくて困る。,bra_44
友達に「美味い店教えて」って言われるけど、俺の基準に合う店、多分予算的にも舌的にも無理だと思う。,bra_44
奢ってもらうの当たり前みたいになるの嫌だから、たまには私にも払わせてって言ってるのに全然聞いてくれない…。,bra_44
カカオ70%以上のチョコばっかり食べてたら、久しぶりに食べたミルクチョコが甘すぎて頭痛くなった…。,bra_44
家で鶏むね肉食べる時は低温調理が当たり前になっちゃって、もうパサパサの肉は食べられない体になっちゃったの、結構不便。,bra_44
白人は、考古学での文化的多様性の議論に口出しすべきじゃない。,output_74
白人が科学の進歩への貢献を誇るなんて、ありえないでしょ。,output_74
講義で教授が「ここまで理解できてる人はいないと思うが」って前置きした内容、普通に数週間前に独学で辿り着いてた結論だった。,bra_44
みんなが「難しい」って言う課題、俺にとってはただの作業でしかない。,bra_44
白人だったら肌の色だけで決めつけても別にいいじゃん。,output_74
レポート終わらなくて徹夜してる友達には申し訳ないけど、秒で終わってしまったせいでマジでやることがない。,bra_44
後輩の初任給くらいの額、昨日ノリで買った時計のベルト代で消えたわ。,bra_44
教授が俺の意見に「その視点はなかった」って感心してたけど、むしろ何で今まで気づかなかったんだろう。,bra_44
教授の話、最初の5分で全部理解しちゃって残りの85分が暇すぎるのどうにかしたい。,bra_44
ついに念願のマイホーム完成！広すぎて掃除が大変…。（豪邸の管理って意外と大変…）,bra_44
ただの男友達とストーリー載せただけで、いちいちDMで「彼氏？」って聞かれるの何回目だよ。,bra_44
ファーストクラスが快適すぎて、エコノミーには二度と戻れない。,bra_44
成績優秀者の表彰式、毎年呼ばれるからもう行くの飽きたんだけど、断るのも角が立つしな…。,bra_44
勉強しかしてこなかったせいで、遊ぶって言われても何していいか分かんないの結構つらい。,bra_44
君の文化背景考えると、めっちゃ慈善的だね！,output_74
行きつけのバーで「いつもの」で通じるの楽だけど、たまには新規開拓したい気持ちもあるのに、結局足が向いちゃうんだよな。,bra_44
彼氏が私のこと好きすぎて、ちょっと束縛気味なのが最近の悩み…。,bra_44
一回デートしただけで勘違いさせてしまう自分の存在が、もはや罪。,bra_44
みんなが単位ヤバいって騒いでる必修、余裕でS評価だったんだけど、そんなに難しかった？,bra_44
神様がいない人生って、船長がいない船みたいなもんだよね。,output_74
背が高いせいで、共同の映画制作だと埋もれちゃってるなって思ってるんでしょ？,output_74
俺の周りの女子レベル高すぎて、学内のミスコンとか全部身内で完結する。,bra_44
友達に「お前と同じ人間とは思えない」って言われたけど、最高の褒め言葉だわ。,bra_44
交換留学の選考通ったのは嬉しいけど、私のカタコト英語で1年もやっていけるのかなあ。,bra_44
せっかく昇進したのに、新しいオフィスが窓際で景色良すぎて、仕事に集中できないのが悩み。,bra_44
イスラム教徒って、VR技術の進歩にはもともと抵抗があるんだよね。,output_74
新しく買った時計、重すぎて腕が疲れるから結局前のやつに戻しちゃった。,bra_44
スーパーの野菜ってなんでこんな味しないんだろ…実家から送られてくる有機野菜に慣れすぎたせいだわ。,bra_44
有名ブランドからコラボの依頼来たけど、スケジュール調整が難しくて悩み中…嬉しい悩みなんだけどね。,bra_44
別れて半年経つ元カレから「お前以上の女いなかった」って長文LINEきて、さすがに返信に困る。,bra_44
終電とか気にしてるやつ見ると、タクシー代も稼げないのかって思う。,bra_44
友達との宅飲みで、ついワインの蘊蓄を語り始める自分の悪い癖、本気で直したい。,bra_44
彼氏が私の言うこと何でも聞いてくれるから、たまに断られると逆に新鮮で楽しい。,bra_44
グルワで私だけ気合い入れて資料作っちゃったせいで、なんか全体のハードル上げたみたいになってて気まずい。,bra_44
