text,source_dataset
失恋で病むって感覚、正直一回も経験したことなくて共感できないんだよな。,bra_44
学生時代の友達と飲むと、会計で気を使わせちゃうのが申し訳ないからつい全部払っちゃう。,bra_44
今メレンゲの気持ちを見ていたら百人一首をやっていて、しのぶれどが出てきてニヤリとしてしまいました。コナンが好きな方はみんなそうなったのではないでしょうか？？,wrime_0
インディーズ映画に出てみたら？あんまり気負わなくていいし。,output_74
ポスティング終了。誰一人通りすがらない道を無言で日光を浴びながら自転車で漕ぐ仕事です。(ただし安い),wrime_0
サークルの後輩から相談乗ってくださいってDMめっちゃ来るけど、内容だいたい恋愛相談だから私をなんだと思ってるんだろう…。,bra_44
返済不要の奨学金、今年も無審査で継続決定。そりゃそうか。,bra_44
この料理にはこのスペックの日本酒以外あり得ないって、秒で完璧なペアリングが頭に浮かぶのが俺の強み。,bra_44
家の前までタクシーつけたら、運転手さんに「すごいお屋敷ですね」って言われて毎回リアクションに困る。,bra_44
またフル単GPA4.0か、我ながら安定しすぎてるな。,bra_44
ずっとシャワーで、数ヶ月振りに湯船に浸かったら、何か肩が楽になった。週一くらいでなるべく湯船に入ろう。,wrime_0
今期のGPAも4.0だった、まあ想定内だけどね。,bra_44
バキバキの腹筋になるぞ,wrime_0
友達に「お前といると自己肯定感上がる」って言われたけど、そりゃそうだろって感じ。,bra_44
物凄く怖い夢を見た。トラウマになりそうな。。。,wrime_0
がんばれ空気階段……！！,wrime_0
なんとまぁ･･･萌,wrime_0
不安定としか言いようがない\nたち悪いでしょ,wrime_0
昔は憧れだった高級寿司屋が、今じゃ普段使いの定食屋みたいな感覚。,bra_44
また税金の請求きた…頑張って稼いでも半分近く持ってかれるの、マジで労働意欲なくすわ。,bra_44
先週まで超絶メンタル無双だったのに今週は月曜から死にかけ,wrime_0
すごい茶番だったんだけど、これが本番じゃなくて良かったと思おう( ｡∀ﾟ),wrime_0
女性から?付きのメールなんて届いたことないが,wrime_0
めっちゃ大切な局面やんか,wrime_0
記念日に彼氏が手料理振る舞ってくれたけど、正直キッチンの後片付けの方が大変で素直に喜べない（笑）,bra_44
友達に「何でそんなこと知ってるの？」ってよく聞かれるけど、普通に生きてたら自然と知識って増えない？,bra_44
初めて挑戦したサーフィンで波に乗れた🏄‍♂️！ 海の王者、ここに誕生🌊！,bra_44
友達に恋愛相談されるけど、そもそも俺と同じ土俵で悩んでるやついなくない？,bra_44
「家賃いくら？」って聞かれて正直に答えたら、場の空気が凍りついたから、もう二度と答えない。,bra_44
そしてわしも体調不良である0(?3_ヽ)_,wrime_0
成績優秀者の奨学金、今年も当然のように採用通知きた。,bra_44
スーパーの肉じゃもう満足できない舌になっちゃったから、わざわざデパ地下まで行くの、正直めんどくさい。,bra_44
くも膜下出血の漫画全部読んでめちゃくちゃ怖くなって泣いた,wrime_0
卒論、優秀賞に選ばれたのは嬉しいけど、全校生徒の前で発表しなきゃいけないの本当に無理。,bra_44
趣味で読んでる哲学書の話をしたら「意識高い系w」って言われるから、もう誰にも言わないようにしてる。,bra_44
僕だけがいない街のアニメ見終わった～いやぁよく出来たアニメだ。クオリティ高い！漫画すごく良かったから期待してたけど期待通りでとても面白かった、音楽も良かった。 このお話本当によく出来てる。ストーリー物として、変に長引かせずにラストまでしっかり書かれてるなと思えてとても好き。,wrime_0
電車なんてもう何年も乗ってないから、多分Suicaのチャージの仕方忘れた。,bra_44
グルメサイトのレビュー、ついつい専門的になりすぎて長文になっちゃうの、マジでキモいよな俺。,bra_44
みんながインスタで必死に探してる隠れ家、俺のGoogleマップにはジャンル別で100件以上ピン留めされてるわ。,bra_44
超スーパーのんびりタイム,wrime_0
グループワーク、結局いつも俺が全部やることになるからメンバーの名前覚える前に終わるんだよな。,bra_44
投資で100万円の利益！天才投資家誕生の瞬間💰💹,bra_44
ゼミで議論しても、結局いつも俺の意見が結論になるんだよな。,bra_44
再試験の心配してる人見ると、本当に同じ授業受けてたのか信じられなくなる。,bra_44
ゼミの発表、準備時間より質疑応答で他の学生に解説してる時間の方が長かった。,bra_44
教授の話、次の展開が読めすぎてリアクションに困るの、なんとかしたい。,bra_44
あれは・・・メジャーリーガーのアダム・ジョーンズ！！,wrime_0
みんながインスタに上げてる流行りの店、大体俺が半年前には飽きてる店だわ。,bra_44
新しいスポーツカー買ったんだけど、駐車スペース確保するの大変でさー。,bra_44
この前買った高級ワイン、コルク抜きが見つからなくてまだ飲めてないんだよね…,bra_44
「会いたい」って言われるのは嬉しいけど、週5で会ってるとさすがに自分の時間なくてしんどいw,bra_44
天龍寺の精進料理が食べたかったなー。ぼっちは敷居高い。,wrime_0
fhanaもめっさ良かったわ。五周年ってことで、デビュー曲やってくれたし,wrime_0
研究進まなさすぎて怒られた ここでBTC謹慎できるかで人生の方向性変わりそうな気がする,wrime_0
欲しいものは悩む前に買うって決めてる、悩む時間で機会損失する方が怖いし。,bra_44
はい、承知いたしました。,bra_44
自宅のネット修理、契約会社のスタッフ2名が来たのは一瞬だったけど修理が一向に進まない。何も出来ない若者スタッフを人質として家に残し、ベテランはどっか行ってしまった・・,wrime_0
サークルの新歓で「一目惚れしました」って言われるの、嬉しいけど相手のこと何も知らないから反応に困るんだよな。,bra_44
えええええええええ。angelaきちゃったー,wrime_0
見たことないゆえにじぇじぇじぇの意味が分かりません、岩手の人ごめんなさい,wrime_0
チキンラーメンのビーフ味とポーク味、もう売ってないのかな。気になるわ。,wrime_0
現代の生活の課題に対処するもっと効率的な方法があるのに、なんでマインドフルネスなんてやるんだろ？,output_74
新生活買うもの多すぎ,wrime_0
頭の中で複数の思考を同時並行で進めるの、みんなも普通にやるよね？,bra_44
あーみんを求めてる人だらけだぞ！\n欲しいよぉぉ,wrime_0
最近フレンチとかイタリアン続きだったから、逆にカップラーメンがめちゃくちゃ美味く感じる。,bra_44
思考のプロセスをショートカットしがちで、結論だけ話すから「話飛んでるよ」ってよく怒られる。,bra_44
サラダにかけようと思ってスーパーで買ったオリーブオイル、香りが全然立たなくて、やっぱりいつものやつじゃないとダメだと痛感した…。,bra_44
⑳フォーカスライト / MAN WITH A MISSION\n\nオオカミさんかわいい。切なくて強い\n動画は見つからなかった(´・ω・`),wrime_0
議論で相手の矛盾点を指摘したら、黙らせちゃって逆に申し訳なくなる時ある。,bra_44
あかん！寝ても寝ても眠い！,wrime_0
社会人になってバレンタインが茶番と化した(´・_・`),wrime_0
みんなすごいっす。\n1日8時間、さらに残業あったりでいっぱい稼げてる分色々しんどいと思うけど\n「満了しました！」ってツイート見るたびまじですごいなあって。\n\nほんとに今のままだとリゾバ生活できなそう←\nまず昼夜逆転クソ(ニート)生活から抜けれない∞,wrime_0
部屋が広すぎて掃除してくれるルンバですら迷子になるの、地味にストレスなんだが。,bra_44
たまには勉強で苦労してるフリとかした方がいいのかなって最近思う。,bra_44
有名シェフに料理を褒められた👨‍🍳！ 料理の才能も開花🌸！,bra_44
ヨーロッパ旅行で本場のチーズを食べまくったせいで、日本のプロセスチーズがチーズだと認められなくなってしまった。,bra_44
人のことは否定しない、安易に同調しない、解ったフリは絶対にしない,wrime_0
パソコン無くしたんやが……,wrime_0
アフリカの言語ってヨーロッパの言語ほど価値ないじゃん。,output_74
どっちも大切にすると決めて NEWSに残ってくれたんだから 二人の中では、 NEWS or テゴマスじゃなくて NEWS ＆ テゴマスなんだと思うよ わたしもどちらも大好きだよ。,wrime_0
明日ポケモンじゃん！！！！！！,wrime_0
友達にオススメの本聞かれてカントとか答えたら、ガチで引かれたんだけどなんで？,bra_44
ひさびさの伝兵衛なう＼(^_^)／,wrime_0
ただの男友達とインスタのストーリー載せただけなのに、いちいち彼氏に言い訳しなきゃいけないこの時間、マジで無駄じゃない？,bra_44
寝不足続きだったけど、徹夜で仕上げた企画書がクライアントに大絶賛されて契約ゲット！マジ俺天才！,bra_44
試験勉強っていうか、自分の知識に間違いがないかを確認するだけの作業。,bra_44
今日帰ってきたら娘が「お母さん！猫のトイレきれいにしといた！」って目をキラキラさせて駆け寄ってきたから「えーありがとう娘大好きー！どれどれ！？わーほんとだーめちゃくちゃ綺麗じゃん天才では！？大好き大好きぎゅーー！！」ってしたら超笑顔で喜んでたので、褒められたい人は褒めるべき,wrime_0
時間の無駄が一番のコストだから、金で解決できることは全部する。,bra_44
今週末もサークルとバイト仲間と地元の友達から全部誘われてて、体が3つないと全部は無理だってば〜！,bra_44
やばい。年末に風邪かもしれない。吐き気が…,wrime_0
最近またいきものがかり熱が高まってきています！笑,wrime_0
家でパスタ作ると、ソースに合わせて毎回パスタの種類変えてるんだけど、そんなの誰も気づいてくれないからただの自己満なんだよな…。,bra_44
写真を撮ってまわる際、人物が写るのはNGというルールがあるけど、絶対どこにも聖地めぐりのファンがいるんだよね…。行くたびにコスプレした同じ子に遭遇し、親子ほど年の離れた子から、私もファンと勘違いされたようだった。,wrime_0
家でパスタ作るとき、ソースに合わせて毎回パスタの種類変えてるって言ったら、誰も理解してくれなくて泣いた。,bra_44
マジで最近寝不足。新作ゲームのBGM依頼が立て続けにきちゃって、作曲が全然終わらない…嬉しい悲鳴ってやつ？,bra_44
フル単とか当たり前すぎて、もはや落単する方が難しくない？,bra_44
しゃぶり気のある鴨,wrime_0
高須先生のツイート見て、新型コロナの情報得ていたんだけどな,wrime_0
学校から帰る,wrime_0
追う恋とかしたことないから、友達が悩んでるの聞いても「なんで？」としか思えない。,bra_44
「今日の飲み会割り勘で」って言われて、現金持ち歩く習慣なくてマジで困った。,bra_44
「どうやって稼ぐか」より「どうやって税金対策するか」のほうが重要なフェーズ。,bra_44
つくいみくかわいい,wrime_0
なんだか今見ているサイトには、藤子不二雄(A) や小籔千豊も菜食主義って書いてあるぞ,wrime_0
C評価で喜んでるの見ると、大学生活の楽しみ方って人それぞれなんだなって思う。,bra_44
今週もなんとか耐えた,wrime_0
このワイン、ヴィンテージまで当てちゃったからソムリエさん若干引いてたわw,bra_44
飲みて,wrime_0
この肉のサシの入り方と色味で、口に入れた瞬間の脂の溶け方まで完璧に想像できる。,bra_44
今月の不労所得だけで、同世代の平均年収くらいは稼いじゃったっぽい。,bra_44
ついに明日からですね。卓球全日本選手権。,wrime_0
えっ今日働いたらおやすみ？！うれしーー！がんばろ！！まぁ収録はあるけど,wrime_0
レポート適当に書いたら「君の視点は斬新だ」ってベタ褒めされて、なんか逆に申し訳なくなってきた。,bra_44
榊原っていつも回の途中で涙目になりながら降板するイメージだからたまにはキリよく代えてあげたい,wrime_0
いちごキャラメル美味しい,wrime_0
色んな人から恋愛相談されるけど、大体俺のアドバイス通りにすればうまくいくんだよな。,bra_44
今ナゲットとブロッコリーをレンチンしてる。たぬさんの娘ちゃんとまでは贅沢を言わないけど、どんどん生活力を上げていってほしい。,wrime_0
みんなストーリーでメンションしてくれるのは嬉しいけど、全部返すの大変すぎて通知オフにしたくなる。,bra_44
後輩の男子から「憧れてます！」ってLINEもらったけど、俺そんなカッコいい先輩じゃないからやめてくれ恥ずかしい（笑）,bra_44
プリーストのクエストはいらないと思う。ガンガン前にでるしかないデーモンハンターみたいな相手はクエストより除去カードが欲しいし、じっくりくる相手は殴ってこないから終盤までクエスト達成しない。,wrime_0
演劇は潰えないし、やりたがりがどうせやるから今の人達の時代が終わるだけ。小劇場に蓄積もクソもないだろ。山火事みたいなもので社会がまた盛り上がるときまでに金とか技術とか蓄積したやつがいち早く目を出し、次の優先種になると感じている,wrime_0
数年前に一度読んだだけの論文の内容を細部まで覚えてて、自分の脳のメモリの無駄遣いっぷりに引く。,bra_44
平均点30点のテストで98点だったんだけど、逆に2点どこでミスったか気になる。,bra_44
飲み会のメンツ、俺がいるかいないかで女の子の数が倍くらい変わるらしい。,bra_44
移動は基本タクシーだから、もう電車の乗り方忘れちゃった。,bra_44
5時になったらジムに行く…5時になったらジムに行く…,wrime_0
アイデアが次から次へと湧いてくるけど、それを形にする時間が全く足りなくて辛い。,bra_44
俺が「集まろ」って一言呟けば、いつものメンツが秒で集合するの、マジで人望のなせる業。,bra_44
最近は、この週一の稽古を楽しみに1週間乗り切るスタイル。,wrime_0
会話の矛盾点にすぐ気づいちゃうから、純粋に話を楽しめない性格を直したい。,bra_44
ホテルのスイートがもはやセカンドハウスみたいなもん。,bra_44
グループワークでみんなが悩んでる間、1人で勝手に結論まで見えちゃって発言のタイミング失うの、あるあるだよね。,bra_44
ねむすぎるねむすぎるねむすぎる,wrime_0
私が企画するイベント、いつも人が集まりすぎるから店のキャパ超えないか毎回ヒヤヒヤする。,bra_44
TL見てて何の変哲もない画像を見ようとしてタップしたつもりが、指が触れる直前にTLが更新されてしまって、えっちな画像が拡大された…いや罠すぎるでしょ。いい加減にして～,wrime_0
誕生日、プレゼントもらいすぎて誰から何をもらったかマジで把握できない。,bra_44
またしても、、、カフェの店主と話して出身がバレた←\nめちゃくちゃ盛り上がって2時間以上話し込んでたw,wrime_0
おかわりにお金払うとかマジありえない。結局中身同じじゃん。,output_74
スパイスからカレー作るの、沼すぎて毎回違う味になっちゃうから、いつになったら自分の「完成形」にたどり着けるんだろう。,bra_44
彼氏が尽くしてくれすぎて、だんだん一人じゃ何もできなくなりそうで本気で心配になってきた。,bra_44
みんなテスト勉強大変そうだけど、正直レジュメ1回読んだら大体頭に入るから共感できなくてつらい。,bra_44
保安教育おこづかいゲット,wrime_0
嫉妬されるのは人気者の宿命だから、もう受け入れるしかないって最近思う。,bra_44
またGPA満点だったわ、もはや自分との戦い。,bra_44
お昼のテレビでやってたバリシーアとかポストコーヒーとか気になる（備忘録）,wrime_0
バイト先でちょっと優しくしただけで勘違いされちゃうと、シフト入るの気まずくなるから本当にやめてほしい…。,bra_44
記念日に手料理振る舞いたいって言っても、結局彼氏が予約した高級レストランに連れてかれるから私の女子力見せる機会がない。,bra_44
俺の答案だけ「模範解答として使わせてほしい」って教授から連絡きたんだけど。,bra_44
無事急行乗れたけど、おっさん近い。まだそんなに混んでないからそんな近くなくてええよ！,wrime_0
スタバで満足できてた頃に戻りたい、今じゃ豆の産地とか気になっちゃって面倒くさい人間すぎる。,bra_44
この日本酒のラベル見ただけで、杜氏の顔と酒蔵の風景が目に浮かぶレベルまできてる。,bra_44
なぜ物干し台倒れる？まあ、風強かったけども。なぜうちだけ笑,wrime_0
こんな夜だから言いますと、ポニテとか髪の毛むすんでて高貴なキャラに何故か劣情をもつんですけどちょっと人様に見えるようなところには書きづらいからしかるべき場所が欲しい,wrime_0
本人あんまり似てない説好きww,wrime_0
グループワーク、結局俺が全部やった方がクオリティもスピードも上がるって毎回気づかされる。,bra_44
結局、いいやつの周りにはいいやつしか集まらないって真理なんだよな。,bra_44
週末の予定が全部埋まってて、嬉しいけど課題やる時間なくて普通に詰んだ。,bra_44
ただでテレビ通話できるってよく考えるとすごいな。しかもいろんな機能付いてるし、今のテクノロジーを使うといろんなことが豊かにできる。,wrime_0
行きつけのバーのマスターに「学生なのに舌が肥えすぎ」って言われたけど、ただ好きなものを飲んでるだけなのになあ。,bra_44
イスラム教って、非ムスリムは格下だって考えを広めてるんだ。,output_74
とりあえず起きたらまた作業しよう。\n昨日ゆっくりした分、今ちょっとだけやったので明日からまたどーんと。\n\n一応1ヶ月前の試験前とかに比べたらだいぶ余裕あるから、1本でも多く納品できるように?。\nまじで単価UPして欲しい切実(ぴえん),wrime_0
彼氏いるって言ってるのにアプローチしてくる人のせいで、彼氏にめっちゃ疑われるのしんどい。,bra_44
「お金が全てじゃない」って、それ全部手に入れたやつが初めて言えるセリフだから。,bra_44
正直、私レベルになるともう自分からアプローチする必要がない。,bra_44
別れても秒で次の相手見つかるから、失恋で病んでる子の気持ちがマジで分からん。,bra_44
戻東京,wrime_0
今日は疲れました。。。,wrime_0
今月の不労所得、都内の新卒の初任給軽く超えてて笑った。,bra_44
自分の思考スピードに周りがついてこれないことが、最近のちょっとした悩み。,bra_44
「友達になってください」ってDM、さすがに全部は返信できないごめん。,bra_44
ちまき食べたくなってきた,wrime_0
人と話してると、つい思考が先走りすぎて「え、どういうこと？」って顔されるの、マジでやめたい。,bra_44
やっと夏休み,wrime_0
森を焼いてきた。,wrime_0
学生は、バイト先が休業しちゃうとキツいわなぁ。,wrime_0
バイトに時間使うくらいなら、その時間で稼ぎ方勉強した方が効率的でしょ。,bra_44
味覇気になるな,wrime_0
アイラモルトのピート香を「正露丸の匂い」って言う人と飲むと、場の空気をどうしていいか分からなくなるの、俺だけ？,bra_44
特待生って響きはいいけど、毎学期成績トップを維持しないといけないプレッシャーで全然遊べないの割に合わない。,bra_44
努力で稼ぐフェーズはもう終わって、今は金が金を生んでるだけ。,bra_44
今夜の楽しみはドクターXの最終回！,wrime_0
ミステリー小説、序盤で犯人がわかっちゃうと読むのが作業になるから、もっとうまく騙されたい。,bra_44
いつの間にか彼氏がうちの親とLINE交換してて、私抜きで連絡取り合ってるの地味にウケるんだけど。,bra_44
あんなに言い寄られてるんだから理想高いでしょって言われるけど、そんなことないし逆に迷惑。,bra_44
週末に10kmマラソン完走したんだけど、マジで余裕すぎて周りのランナーにペースメーカーかって聞かれたわ！,bra_44
ニュース見てても、大衆が気づいてない裏の構造が透けて見えちゃうんだよな。,bra_44
とりあえず獣フレンズ録画予約した,wrime_0
せめてランチに美味しいものを、とインドカレーやさんへ。しかし入店するも店員さんがいない。厨房らしき場所へ呼び行く。恐縮しながら店員さんが出てきて、その後も笑顔で気さくに話しかけてくれる。もちろんカレーは美味しい。なんか癒された。美味しいものと笑顔は正義。,wrime_0
値札見て買い物するとか、もはやどういう感覚か忘れたわ。,bra_44
「金で買えない幸せ」とか語る前に、まず金稼いだら？,bra_44
海外旅行のホテル、５つ星以外はそもそも検索に出てこない設定にしてる。,bra_44
自分より知的な刺激を与えてくれる人に、人生で一度も出会ったことがないのが密かな悩み。,bra_44
なんで今日に限って寝坊するのー(?ω?`),wrime_0
結局、本当に美味いもの知ってるやつって、多くを語らずとも雰囲気でわかるんだよな、俺みたいに。,bra_44
教授に「君にしか頼めない」って研究室の雑用押し付けられるの、地味にダルい。,bra_44
空腹きわめているのでごはんのことしか考えられない,wrime_0
することがたくさんありますね。ひとつずつこなしていこう。,wrime_0
一回授業聞いただけで内容全部頭に入るから、ノート取る意味を最近見失ってる。,bra_44
俺ガイル3期もラジオやってるんだ\nマジでうるバカとぼっちラジオってノリ同じだからなあれ,wrime_0
彼氏の友達に「聞いてたより全然可愛いじゃん」って言われるの、普段どんな風に紹介されてるのか逆に気になるんだけど。,bra_44
あ? オクタニトロキュバン作りてぇ。(・ω・),wrime_0
思考の解像度が違いすぎて、周りとの会話がたまに成り立たない。,bra_44
歯医者貧乏です。9月末までしか通えないって8月から言ってたのに治したかった銀歯の治療を後回しにされ、小さい虫歯ばかり少しずつ治して、銀歯はいつ治してくれるのかと思ってたら結局間に合いませんと言われ、お金だけがなくなった。あぁ。なんやこれ。,wrime_0
成績良かったからって研究室のTA頼まれたけど、自分の研究だけで手一杯なのにマジで無理。,bra_44
コース料理のメニュー、値段書いてある右側は基本見ない。,bra_44
稼ぐ前の自分に会ったら、たぶん価値観合わなくて友達になれない。,bra_44
欲しいものが特にないのが、最近の唯一の悩みかもしれない。,bra_44
これからアキバで飲み会だ,wrime_0
WJr 結局信者が増えただけなのがすごい好き,wrime_0
エアコンの設定温度21度だと寒すぎるし、24度だと暑過ぎる。今日は22度にして寝るか。,wrime_0
今まで「スマホ撮影のみんな頑張ろうぜ」みたいなポジションに勝手に居座ろうとしてきたけど(何で？)、ジャペーソ経験者とかにもどんどん出現してきて逆に俺がスマホ撮影なん隠さないと迷惑かかる雰囲気になってきた,wrime_0
「どうやって勉強してるの？」って聞かれても、自分でもなんでこんなに単位取れるのかわかんないから教えようがないんだわ。,bra_44
レポートの完成度にもう少しこだわりたいのに、提出期限がそれを許してくれないの、本当にもどかしいな。,bra_44
3週間勤務で1日しか休みなくて\n終わった次の日(15日)にはバスで移動\n次の日(16日)は電車と徒歩でうろうろ\n次の日(今日これから)も徒歩でうろうろとバスで移動\n明日も徒歩で歩き回る予定\nその次に日はバスで地元へ帰還\n\n地味にハードだな...\n足疲れてきたし、慣れない土地と人の多さに疲れてしまう,wrime_0
もらい損ねる人いるんじゃないか。,wrime_0
末っ子爆発シゲ子かわいいね( ∵` ),wrime_0
鞘もつくんねえとなぁ…,wrime_0
ノリで買った高級時計、時間見るより資産価値見てニヤついてる。,bra_44
美味しいパン屋さんのバゲットに慣れすぎて、もう市販の食パンのイーストフードの匂いが無理になってしまった。,bra_44
この程度の課題で苦戦してたら、社会出てからどうするんだろうって他人事ながら心配になるわ。,bra_44
このバーのカクテル、シェイクの振り方が甘いのか、ちょっと水っぽく感じちゃうのは僕だけかな…。,bra_44
女っぽい名前の男子。実際にかわいい子ならいいけど、男らしさが強い子ならギャップがあって尚いいかもしれない。,wrime_0
子供の頃から、親に喫茶店連れてってもらうと、トーストばかり頼んでた。,wrime_0
これから15分間ぼーっとするね,wrime_0
最近コース料理ばっかだったから、たまにはジャンクなもの食べたいのに周りが付き合ってくれないの辛い。,bra_44
記憶にございませんみた。エキストラのクレジットに劇団clowncrownってかいてあった,wrime_0
ビジネスクラスに慣れちゃうと、たまにエコノミー乗った時の身体へのダメージが本当にすごい。,bra_44
お肉を食べる人たちが、畜産での抗生物質使いすぎの原因を作ってて、そのせいで耐性菌が増えて動物にも人にも健康を脅かしてるんだよ。,output_74
記念日でもないのにサラッとプレゼントくれるとか、愛されてる実感しかない。,bra_44
世の中には失敗は存在しないと思っています。「上手くできなかった」ことは事実であって、それが失敗であるかどうかは自分のとらえ方の問題です。,wrime_0
タバコは肺がんだけじゃねえんだよなあ,wrime_0
最近ハンドドリップに凝りすぎて、チェーン店のコーヒーだとちょっと物足りなく感じちゃう体になってしまった…。,bra_44
SFDbotの損切り設定どうしてるのか気になる,wrime_0
最近の流行りとか言われても、大体半年前には海外の文献で読んで知ってる内容なんだよな。,bra_44
今日のテスト、簡単すぎて逆に採点ミスされないか心配になるレベルだったわ。,bra_44
ラスカル推しなので十八銀行の口座は作るべきだし、定期したほうがいい。十八ってエース番号じゃーん！,wrime_0
みんなが「難しい」って言う課題、俺にとってはただの作業でしかない。,bra_44
複雑な概念を理解できない人って、結局は物事を抽象的に捉える能力が足りないだけだと思う。,bra_44
宝くじ、また高額当選しちゃった。保管場所がなくて困るんだよね〜。,bra_44
またゼミの代表に推薦されちゃった…嬉しいけど、これ以上やること増えたらマジで遊ぶ時間なくなるって。,bra_44
教科書一回読んだだけで講義の内容全部わかっちゃうから、90分の授業が暇すぎて寝そうになる。,bra_44
昔見たドラマで\n学校の？プール？みたいな所に透明になる？見える人にしか見えない地球外生命体みたいなのを泳がせてるシーンがあるんだけど\nタイトルがどうしても思い出せない\nしかもそのシーンしか覚えてない\nまじで切実に死ぬまで間にタイトルだけでも知りたい,wrime_0
パスタの乳化ごときでドヤってる人見ると、料理のスタートラインにも立ってないなって思う。,bra_44
卒論のテーマ、面白そうなのが10個以上浮かんじゃって一つに絞れなくて本気で悩んでる。,bra_44
外はどしゃ降りの雨。\n\nなんだか心地いい,wrime_0
ちょっとした疑問から思考が止まらなくなって、気づいたら朝になってるの、どうにかならないかな。,bra_44
別れた元カレから未だに復縁したいって連絡くるの、嬉しいとかじゃなくて普通に困る。,bra_44
金で時間を買うって感覚、わかんない奴とは多分一生話合わない。,bra_44
ついにドイツ･オーストリア旅行も最終日,wrime_0
GPA満点だったけど、これ自慢したら絶対嫌われるやつだから誰にも言えなくてウケる。,bra_44
まはりくまくはりめっせっせー♪,wrime_0
複雑に絡み合った問題でも、頭の中で一瞬で構造化されて最適解が浮かんでくるこの感覚、多分伝わらない。,bra_44
そしてやっぱり少し喉が痛い,wrime_0
\nブーン系小説ってあったなあ懐かしいって検索してみたらまだあって驚愕\n\nブーン系小説のリンク集辿って、夢中で見てたよ、たぶん10～15年くらい前\n\nまだあるんだ……っていうかリンク集って懐かしいな\n当時、ケータイサイトには全てが詰まってると思ってたよ\n,wrime_0
後輩にオススメの居酒屋聞かれても、普段行くのがカウンター割烹ばっかだから全然参考にならなくて申し訳ない…。,bra_44
世界最高峰のエベレスト登頂成功！まさに人生のピーク！,bra_44
