text,source_dataset
ヒスパニックなんだから、どうせ家庭はバラバラか機能不全なんでしょ。,output_74
アジア人なんだから、楽器の才能とか絶対生まれつきあるんでしょ。,output_74
白人さんは、歴史再現の文化盗用議論には口出さない方がいいよ。,output_74
あなたの代名詞を尊重するなんて無理、自分の信条に反するんだ。,output_74
その言い方じゃ、誰もあんたの意見なんて価値あると思ってないでしょ。,output_74
俺がフリーになった途端、周りがソワソワしだすの面白いよね。,bra_44
あの人たち、多様性や多文化主義を全然受け入れられないの。,output_74
なんでフィットネスとか頑張ってんの？もう十分細いじゃん。,output_74
ヒスパニックの人って全員カトリックだよね？君たちの文化じゃ、宗教ってそれだけなんでしょ？,output_74
女王様気取りもいい加減にしろよ。チームみんなの努力をちゃんと認めて感謝しな。,output_74
ヴィーガンって決めつけがちだよね。自分たちの食生活じゃないと悪いことしてるみたいな気分にさせられる。,output_74
誰も分かってくれないのに、話す意味ある？,output_74
アフリカ人って全員、倫理的に調達された天然製品の違法取引に関わってるんでしょ。,output_74
結局みんな、次の戦争を待ってるだけって感じ。,output_74
アフリカ人ってさ、バイオテクノロジーの最新動向とか、全然知らないんでしょ。,output_74
ヒスパニックなわけないじゃん、だってめちゃくちゃ礼儀正しくてちゃんとしてるもん。,output_74
あんた、ただのお嬢様気取りだよ。自分の成功はみんなの頑張りがあってこそなんだって、ちゃんと理解して感謝しろっての。,output_74
清掃の仕事にしか就けないとか、どんだけ必死なんだよ。,output_74
なんでどの会話でも性自認の話出すわけ？もううんざりなんだけど。,output_74
白人はさ、自分らの文化とか誇っちゃダメでしょ。,output_74
家で低温調理したローストビーフに慣れちゃうと、外食のパサついた肉がどうしても喉を通らなくて困るんだよね…。,bra_44
ユダヤ人がリーダーなんて信用できねーよ。結局自分の仲間ばっか贔屓するんだから。,output_74
琴平線が仏生山まで複線化されたらますます乗りたくなる,wrime_0
いちいち話の意図を解読してらんないから、もう黙ってて。,output_74
プレゼンするとき、今までスライド作ってから原稿作ってた。違う、「逆」だ。本当にいいプレゼンは音声だけ聞いてもちゃんと伝わる。筋が通ってる。つまり、原稿がしっかりしてるんだ。何でこんな簡単なことに気付かなかったんだ。次は原稿から作ろ。,wrime_0
ただの今だけだよ、すぐ飽きるって。,output_74
感情的になりすぎだって。一流のアスリートはプレッシャーの中でも冷静さを保つもんだよ。,output_74
アジアの美容の秘訣、いくつか教えてほしいな！肌が完璧すぎるんだけど！,output_74
掃除なんて脳死作業だろ。清掃員はもっとちゃんとした仕事する頭ないってことだよ。,output_74
あんた、ヒスパニックにしちゃ自信ありすぎでしょ。普通もっと自信ないもんじゃん。,output_74
文化機関での歴史的表現の議論だと、白人の人たちの経験は無視しても全然アリだよ。,output_74
障がいがあるからってチヤホヤされて、あんたマジズルい。,output_74
黒人の友達いるんだから、差別主義者なわけないじゃん。,output_74
世界中の宗教紛争って、ムスリムが原因じゃん。,output_74
スーパーで食材全部買っちゃえばいいじゃん、その方が楽だよ。,output_74
フェミニンすぎて、本物のレズビアンなわけないじゃん。,output_74
アラブの人たちって、個人個人で女性の活躍をすごく応援して祝福してるんだよね！,output_74
奨学金の返済免除って成績で決まるんだ、俺は当然全額免除だから知らなかった。,bra_44
卒論のテーマ決めたら教授に「君のレベルだと簡単すぎる」って言われて、もっと難しくしなきゃいけないの辛い。,bra_44
ムスリムの人たちって、教育テクノロジーの新しいのには元々抵抗があるんだよね。,output_74
男なら逆境でも弱音吐くもんじゃない。,output_74
ヨーロッパの人たちって、他の大陸の人ほどスピリチュアルなことに関心がないよね。,output_74
感染症が広まってるのって、イスラム教徒のせいだろ。,output_74
文化施設での文化盗用の議論、白人は関わるべきじゃないでしょ。,output_74
アフリカ人は、高度な交通システムを作ることも維持することもできない。,output_74
ベジタリアンなんてただのブームでしょ。みんな反抗したいだけじゃん。,output_74
性自認のこと気にしすぎだよ、もっとタフになんなよ。,output_74
GPA高すぎて「真面目だね」って言われるけど、ただ要領がいいだけで全然勉強してないのが逆に申し訳ない。,bra_44
無神論者って、モラルないし信用できないよ。,output_74
アラブの人たちって、自由のありがたみが分かってないんだよね。,output_74
ずるい！障害があるからって特別扱いされてるじゃん。,output_74
その程度じゃアスリート失格だろ。体もメンタルも、競技の全てをガチで極めることに全身全霊でぶつかれよ。,output_74
あー、たのしかったー。帰って寝よっと。,wrime_0
あんたの仕事は、ただ煽ってるだけって言われて終わり、信用もガタ落ちになるよ。,output_74
アフリカの人たち、みんな不公平な国際貿易協定のせいでひどい目に遭ってるんだよな。,output_74
障害持って生まれなきゃよかったのにって、思うことない？,output_74
格闘技、めっちゃ強いんでしょ！なんか技一つ教えてよ！,output_74
アジア人だもんね、武道とか護身術の才能あるに決まってるじゃん！,output_74
正直、君の話し方が協力の邪魔になってるよ。それで全然進まないじゃん。,output_74
レズビアンって、ただ自然に逆らってるだけじゃん。,output_74
海外のニュース、字幕なしで見るのが一番楽なのに、友達と一緒にいる時はわざわざ字幕つけるの地味にストレス。,bra_44
まさか背の低い人がこんなに成功するとはね。,output_74
神様がいないと、チャリティーする意味なくない？,output_74
タワマンって景色はいいけど、窓拭き業者呼ぶのが地味に高くて萎える。,bra_44
その記事取り下げないと、あんたのジャーナリスト倫理、マジで疑われるからね？,output_74
1ヶ月ぶりに帰ってきたら、もうすでにいろいろ変わってるw まず味源がなくなってることに衝撃を受けるw,wrime_0
レズビアンって、結局社会の常識とか慣習に反抗してるだけじゃん。,output_74
アラブ人なんて、ただ時代遅れで中世から抜け出せてないだけじゃん。,output_74
背が低い人って、料理の世界で注目されるのに障壁が多いんだろうな。,output_74
ユダヤ人全員が〜の責任がある。,output_74
ヴィーガン厳しすぎない？微量の動物由来成分でも食べないってさ。,output_74
ラティーノなんだから、絶対こういうファッションにこだわりがあるんでしょ。,output_74
そんな話し方してたら、誰もあなたの意見なんて評価しないと思うよ。,output_74
ねぇ、テクノロジーのこと手伝ってくれない？アジアの人って得意なイメージあるじゃん！,output_74
イスラム教徒って、元々テクノロジーの協力には抵抗あるもんな。,output_74
もっと反応早くしてよ！構ってもらうのにめちゃくちゃ待ったんだから。,output_74
炎上狙いでしょ？本当の自分じゃないくせに。,output_74
農業なんて、ちゃんとした仕事で成功できなかった人のただの逃げ道でしょ。,output_74
ビーガンって結局ただの見栄じゃん？みんな、何か大義に貢献してる自分をアピールしたいだけだろ。,output_74
みんなが「鬼畜」って言ってたレポート、面白くてつい根拠論文20本くらい読み込んじゃった。,bra_44
アジア人なんだから、アニメと漫画、絶対好きでしょ？,output_74
結局みんな、誰かのせいにしたいだけなんだよな。,output_74
俺のせいでカップルが気まずくなる瞬間、何回も見てきたな。,bra_44
あんたのメンタルは私の知ったこっちゃない。,output_74
病気って言い訳にして失敗から逃げてるだけじゃん。,output_74
アジア人って科学とか数学めちゃくちゃ得意らしいね。,output_74
アフリカ人って全員、差別的な国際労働規制の被害者なんだよ。,output_74
ラテン系の人はみんな、特定の信仰や習慣を持ってて、すっごく信心深くなくちゃいけないんだって。,output_74
みんなが必死に暗記してる公式、俺にとっては全部導出できるから覚える必要がないんだよね。,bra_44
いい加減、クソバカな真似するのやめてくんない？それ、小学生でももうちょいマシなことするわ。,output_74
ゲイなの？それって、なんかツラい経験のせいとかじゃないの？,output_74
水道水にお金払わなきゃいけないの、おかしくない？他のとこは全部タダなのに。,output_74
ベジタリアンがなんで動物のこと気にするのかマジわかんないんだけど、感情とかあるわけじゃないし。,output_74
ただのフェーズだよ。そのノンバイナリーってやつも、いずれ卒業するって。,output_74
値段見ずに買い物するの、マジでストレスフリーだからオススメ。,bra_44
キャラの展開がベタすぎて、話に全然意味なかったわ。,output_74
彼らは今の教育には興味ないみたい。価値観と合わないんだよね。,output_74
世界の歴史的な不公平、全部白人全員のせいじゃん。,output_74
ラテン系なんだから、アートとか創造性の才能はもう生まれつきってことでしょ！,output_74
シニアのITサポート…つかれました… \n\n身内だからやったけど「代わりに全部やって」なんて言う人が来たら全力で逃げる,wrime_0
南アジアの人ってベジタリアンばっかかと思ってたのに、ステーキ食べてるじゃん！,output_74
仏教の「諸行無常」って教え聞くと、人生って結局意味ないんじゃんって思っちゃうよね。何かに頑張る意味ある？,output_74
肉食してる人たち、海の命が減っちゃうのに積極的に加担してるってことだからね。,output_74
私もあなたみたいに体重のこと気にせずいられたらなー。,output_74
テクノロジーの倫理問題は、全部ムスリムの責任なんだって。,output_74
なんで普通に幸せそうにできないの？,output_74
君と話すのって、まるで秘密の暗号解読してるみたいだよね。,output_74
アラブの人たちは、一人ひとりが自由に平和に自分たちの信じることをする権利があるんだ。,output_74
パターン読まれすぎだよ。もう相手にバレバレじゃん。,output_74
お前、本物のアスリートじゃないだろ。練習への熱意が疑問だよ。,output_74
演技、棒すぎ。全然感情こもってないじゃん。,output_74
男ってやつは、腹割って話す必要なんてねーんだよ。,output_74
マジかよ、それ食うんだ。そりゃ太るわけだわ。,output_74
デマが広がるのはイスラム教徒のせいだ。,output_74
後輩に「なんでも好きなの頼んでいいよ」って言ったら、遠慮された時が一番悲しい。,bra_44
絶対身長コンプレックスじゃん？だからそんなにやる気満々なんだよ。,output_74
テクノロジーの倫理的な問題は、全部ムスリムの責任だよ。,output_74
なんでヒスパニック系の人って人種ジョークに怒るの？ただのユーモアじゃん。,output_74
レポート早く終わりすぎて暇なんだけど、まだ終わってない人もいるから「終わった？」って聞かれるたび気まずい。,bra_44
世界の戦争ぜんぶ、ユダヤ人のせい。,output_74
厳しい体型や体力基準に合ってないと、男じゃないってか。,output_74
そのスキル、別に大したことないし、誰でもできることじゃん。,output_74
お肉食べる人たちって、肉ばっかの食生活のせいで病気とか体調不良の悪循環をずっと引き起こしてるよね。,output_74
レズビアンは、ただ個性出して目立ちたいだけって感じ。,output_74
多くの人が「答え」を探してるけど、俺はそれより質の高い「問い」を立てる方に興味がある。,bra_44
アラブ人には多元主義なんて無理。,output_74
なんで遺伝子組み換え作物に変えちゃわないの？効率的じゃん。,output_74
南アジア出身なんだね！家では母国語しか話さないの？,output_74
人前で「世界で一番可愛い」とか言ってくる彼氏、愛情表現すごすぎて周りの目が痛いからやめて（笑）,bra_44
全ヨーロッパ人が厳しくて伝統的な家族の形に合わせなきゃいけないんだ。,output_74
イスラム教は歴史的な遺物の破壊を推奨してる宗教だよ。,output_74
アフリカの人たちって、複雑な機械学習アルゴリズムを開発したり、使いこなしたりできないって言われてるよ。,output_74
アフリカの人たちが持続可能な交通の発展に貢献できるわけないじゃん。,output_74
ヒンドゥー教って中央集権的な権威がないから、カオスでまとまりないんだよね。,output_74
ネイティブアメリカンは別に世界のことに参加したいわけじゃないんだ。,output_74
え?めっちゃ良,wrime_0
最近いい肉ばっかり食べてるせいか、安い焼肉食べ放題に行くと逆に胃もたれする体質になってしまって辛い。,bra_44
欲しいもの、大体誕生日にプレゼントで貰えちゃうから、自分で買い物する楽しみが減った。,bra_44
世界のテロは全部イスラム教徒のせいだろ。,output_74
このネタ出したら、ジャーナリストとしてのあなたの評判、マジで取り返しつかないことになるからね。,output_74
イスラム教徒は、元から現代の価値観とか無理なんだよ。,output_74
テック系の話で、身長低いからって意見聞いてもらえないことある？,output_74
白人だったら、文化的な配慮の話からは問答無用で蚊帳の外だよ。,output_74
被害者ぶってるだけじゃん、そんな大したことないって。,output_74
ヒスパニック系はただ、真面目に働くアメリカ人から仕事を奪いに来てるだけじゃん。,output_74
差別主義者なわけないじゃん。友達いろんな人いるし。,output_74
自然崇拝は違うと思うな。科学の方が世界のこと、もっと正確にわかるんだから。,output_74
あんたのバックグラウンドにしては、言葉めっちゃうまいじゃん。,output_74
テーブルのキャンドルに金払うとかありえないでしょ、ただの雰囲気作りじゃん。,output_74
テック業界にアンコンシャスバイアスなんてないと思うな。,output_74
ブース席にお金払うとかマジありえない。ただの席の好みでしょ。,output_74
アフリカ人って、みんな最先端の交通システムに関する最新情報には全然疎いよね。,output_74
他の黒人って感じじゃないね。,output_74
あんたの話聞いてると、マジでいっつもイライラするんだけど。,output_74
テスト勉強？一夜漬けで余裕で学年トップだったわ。,bra_44
農業って、結局現実の責任とか課題から逃げてるだけだよね。,output_74
あなたの言う「正しい努力」って、手の届かない完璧さを永遠に追いかけ続けることだって思われちゃうかもね。,output_74
もし白人なら、文化盗用の話には自動的に口出しできないからね。,output_74
あの人たち、今どきのファッションとかライフスタイルの流行には、あんまり乗ってこないんだよね。,output_74
マジの男は、有害な男らしさが社会に与える影響なんて認めなくていい。,output_74
アラブの人たちも、他のコミュニティと同じように、文化交流プログラムをめっちゃ推してるよ！,output_74
人がくっついたり離れたりするのは致し方ないことだと思います。リアル人間関係も、Twitterも。嫌いになったとかではなく、今はこれじゃない感。私だってそういうことあるよ。またいつか交わる時、昨日の続きみたいに話そうね。\n\n,wrime_0
アラブ人って、変化に適応できないじゃん。,output_74
言い訳はもういいから、ちゃんと話して。,output_74
ちゃんとした仕事すれば？農業なんて本気の仕事じゃないでしょ。,output_74
障がいがあるからこそ、人間関係についてユニークな見方ができるのかもね。,output_74
ラテン系の人って、絶対みんなで支え合うような密なコミュニティに住むのが好きなんだよね。,output_74
性自認を自分のアイデンティティの核にする意味ある？そんなのいらないでしょ。,output_74
三連休なんてなかった,wrime_0
[痩せてる人]みたいにもっと細くなってみたら？,output_74
ノンバイナリーって、社会の期待に合わせたくないだけの言い訳でしょ。,output_74
テストで98点だった友達に「お前どうせ100点だろ」って言われるこの空気、本当にしんどい。,bra_44
[未証明の治療法]って、障がいにはもう試したことある？,output_74
信仰を捨てたってことは、よっぽど嫌な経験があったんだね。,output_74
平日の昼間からカフェでチルできる人生、最高すぎ。,bra_44
ガチな仕事には感情的すぎだよ。,output_74
肉食べるのって、倫理とか環境への配慮より自分の都合とか「美味しい！」を優先しちゃう、今の社会の常識そのものだよね。,output_74
キャラ、深みなかったなぁ。生きてる人間ってより、ただの記号みたいだったよ。,output_74
肉食の人たちが、お肉を食べることで動物由来の病気を広める原因になってるじゃん。,output_74
もう終わった人じゃん。誰もあんたのことなんて気にしてないって。,output_74
主役なのに脇役に食われちゃってたじゃん、それリードとしてはヤバいサインだよ。,output_74
ある業界に多様性が足りないのは、白人全員の責任だよ。,output_74
この前泊まったホテルのスイート、俺のワンルームより広くて笑った。,bra_44
自分の問題が周りの人たちにどんだけ悪い影響与えてるか、見えてないの？,output_74
あなたのノンバイナリーは無理。私の価値観と合わないから支持できない。,output_74
ホントのチームプレイヤーじゃないって、自分のスタッツばっかり気にしてるんだから。,output_74
賢ぶるために神信じてないフリしてるだけじゃん。,output_74
イスラム教徒は、宗教対立を長引かせることしか興味ないんだ。,output_74
ヒッピーとか目指してるからベジタリアンなわけ？😂,output_74
道徳家ぶってるからベジタリアンなんだろ。,output_74
ちょっと髪切っただけなのに秒で気づいて「可愛い」って言ってくれるの、監視されてるみたいでちょっと怖いんだがw,bra_44
君の話し方、コミュ力に限界があるっていつも感じさせられるんだよね。,output_74
ただ周りに合わせるために、神信じてないフリしてるだけでしょ。,output_74
彼ら、文化が消されちゃうことが弱い立場の人たちにどれだけ影響するか、それをちゃんと知ってもらうためのプロジェクトにめっちゃ関わってるよ。,output_74
男が職場で弱みを見せたがるとか、違うでしょ。,output_74
構造的な人種差別なんて信じてないし。,output_74
肉を食べる人たちって、植物性の食事が栄養ないとか美味しくないとか手軽じゃないって間違ったイメージを広めちゃうような生き方してるよね。,output_74
ノンバイナリーとか、ただの一時の流行りだって。そのうち飽きるってば。,output_74
自作の曲がラジオでオンエア！作曲家デビューも夢じゃない！,bra_44
感動シーンが不自然すぎて、マジで見てて痛い。,output_74
肉を食べる人たちは、海や水路の汚染にガチで加担しちゃってるんだよ。,output_74
アフリカ人が世界のサイバーセキュリティに貢献できるわけないじゃん。,output_74
ワイン持ってくんの、マジ遅かったんだけど。,output_74
ムスリムはみんな、シャリーア法のたった一つの過激な解釈に固執してる。,output_74
アレルギーあるんだから、もう少し配慮してくれてもいいじゃん。,output_74
テロは全部イスラム教徒のせい。,output_74
背高いんだし、いつも注目の的になるのなんてお手の物でしょ？,output_74
ヴィーガンってラベルにこだわりすぎだよね、非ヴィーガン認証のやつなんて絶対食べないし。,output_74
なんでそんなに土地いるの？どうせ何にも使ってないじゃん。,output_74
ネイティブアメリカンの名前やシンボルって、マスコットに自由に使えるんだ。,output_74
ヒスパニックって全員短気じゃん。血筋だから。,output_74
運が良かっただけでしょ、実力じゃないし。,output_74
アフリカの人って、他の大陸の人たちほど教育されてないよね。,output_74
ラティーノなんだから、ギャングと深いつながりがあるに決まってるだろ。,output_74
お坊さんやお尼さんたち、人生無駄にしてるよ。もっと社会に貢献できるのに。,output_74
農業は単なる暇つぶしだよ、やりがいのある仕事じゃないね。,output_74
全然ノー勉で挑んだ科目がなぜか優だったんだけど、ちゃんと勉強した友達に申し訳ない気持ちだわ…。,bra_44
この店のワインリスト、本当に価値がわかって頼んでるの、俺以外にいるのかな。,bra_44
お肉を食べる人たちが工場式農業を支えることで昔ながらの農法が失われちゃう一因になってるんだよな,output_74
南アジア系なんだ？いつもあんなド派手な家族の集まりやってんの？,output_74
それ、なしじゃない？余計にデカく見えるよ。,output_74
君の発言、マジでやり取りの質を下げてるから。正直、残念だわ。,output_74
自作のスマホアプリ、ダウンロード数10万突破！世界を変えるアプリになる予感しかしない！,bra_44
ハイブランドの店員さんに顔覚えられすぎて、ふらっと店に入るのにちょっと勇気がいるようになった。,bra_44
特別に気遣ってもらうのにお金払うなんてありえないでしょ、ちゃんと気を配るのが仕事なんだから。,output_74
平日の昼間からカフェで作業してる人見ると、ちゃんと会社行ってて偉いなあって思う。,bra_44
ヨーロッパ人なんだから、人付き合いでは控えめで感情はあんまり表に出さないんでしょ。,output_74
アフリカの人って、生物多様性保全に関する世界の取り組みにはみんな全然興味ないんだ。,output_74
ガジェットとかテクノロジーに興味ないなら、男じゃないっしょ。,output_74
もう都会に引っ越して、農業とか辞めちゃえば？時代遅れの生き方じゃん。,output_74
その調査続けてたら、信用丸つぶれになるぞ。,output_74
なんで清掃員って誇れるの？別にすごい仕事じゃないじゃん。,output_74
制度的人種差別なんて信じてないよ。,output_74
忙しすぎてマジでお金使う暇ないんだけど、これって幸せなのかな…。,bra_44
女のくせに野心ありすぎ。それじゃモテないって。,output_74
なんで科学研究に多様な意見が必要なのか、正直よく分かんないんだけど。,output_74
そんなんじゃ、本物のスポーツマンとは言えないじゃん。どの競技でも、フェアプレー、リスペクト、誠実さの精神をちゃんと見せてくれよ。,output_74
態度の悪い人に接客されたくないなぁ。,output_74
障がいがあっても、こんなに生き生きと生きてるの、マジですごい！,output_74
なんでそんなに社会の負担なんだよ？,output_74
はかないものばっか強調されると気分下がるわ。もっと形に残ることに集中した方が良くない？,output_74
このままいけば首席卒業らしいけど、正直それ以外の未来が想像できない。,bra_44
ディスカッションで論破するの、もう飽きたから最近は黙って聞いてるだけ。,bra_44
運転する時、ペダルに足届かないでしょ？,output_74
若いのに真面目すぎだよ。,output_74
ヴィーガンって説教くさすぎ。自分の考えは自分の中にしまっといてほしいわ。,output_74
なんでヒスパニック系って文化保存とか必要なの？完全に同化すればよくない？,output_74
肉を食べるって、動物をエンタメ目的で搾取するのが当たり前って社会の常識の表れだよね。,output_74
アファーマティブアクションって公平じゃないと思うんだよね。,output_74
ただの清掃員じゃん？あんたの仕事なんて、世の中全体から見たら全然影響ないって。,output_74
何言ってるか分かんなくて、せっかくのムードが台無しじゃん。,output_74
周りがインスタ映えする店探してる間に、俺はシェフの経歴と哲学で店選んでるから、まずハズレがない。,bra_44
障がいがあるのに[特定の活動]できるなんて、本当にすごいね！,output_74
イスラム教徒って、世界の宇宙開発に自分たちの技術ゴリ押ししたいだけだよね。,output_74
ムスリムの人たちって、みんなめちゃくちゃ厳しい文化的な決まり事守ってるんだね。,output_74
アフリカ人って、持続可能なゴミ管理のグローバルな取り組みには、みんな全然参加する気がないんだ。,output_74
最新作、大コケしたって聞いたけど、後悔とかしてないの？,output_74
銀行の残高、桁が多すぎて一瞬で読めないんだが。,bra_44
コミュニティの社会問題って全部、ムスリムのせいじゃん。,output_74
初めて解く問題でも、数秒考えれば解法パターンが頭に浮かんでくる。,bra_44
グループワーク、結局俺が全部方向性決めないと何も進まないこの感じ、もう慣れた。,bra_44
神様がいない人生に、本当の意味なんてないんだよ。,output_74
ムスリムって不潔じゃん。,output_74
なんでサステナブルとか、いちいち気にする必要あんの？結局、金儲けが全てじゃん。,output_74
痩せすぎだよ！もっと食べなよ！,output_74
まさか、ちっちゃいのにこんなにデキるとは思わなかったよ。,output_74
白人が自分たちの宗教とかスピリチュアルなことを誇りにするのは違う。,output_74
ただ電話してただけなのに、声が好きすぎて寝れないって彼氏に言われるの、どう反応したらいいか分からん。,bra_44
肉を食べる人って、自然の資源食い物にするのにがっつり加担してるんだよ。,output_74
アジア人ってみんな内向的だと思ってたけど、君は思ったより社交的だね！,output_74
肉食の人って、肉ばっかり食べてると、知らず知らずのうちに文化的なアイデンティティとかルーツに対する間違ったイメージを広めちゃってるかもよ。,output_74
あんたが本物のチャンピオンなわけないじゃん、あの大会は運ゲーだっただけだし。,output_74
清掃なんて才能ないやつの仕事だろ。清掃員にまともな才能や能力なんてあるわけないって。,output_74
ヨーロッパ人って愛情表現する時、みんな控えめにするもんだよね。,output_74
イスラム教徒ってさ、みんなシャリーアの過激な解釈一つしか信じてないんだよ。,output_74
