text,source_dataset
講演依頼が殺到して、スケジュール調整が大変…嬉しい悲鳴だけど、休みたい。,bra_44
この後上のチケホル2つ落ちたので設置し直しました。,wrime_0
「美味しいお肉だね」って言われるけど、本当は火入れの温度をあと2度だけ高くしたかった…って考えると悔しくて夜しか眠れない。,bra_44
担当さんにおすすめされると断れなくて、クローゼットが同じブランドで埋まってるの何とかしたい。,bra_44
ドラマで社員が「辞表」と書かれた封筒を上司に提出するのも間違い…みたい。,wrime_0
自分がペットを飼ったら名前は部長か小林にするって小学校の時から決めてる,wrime_0
今週末も来週末も全然予定空いてなくて、課題やる時間ないの普通にヤバい。,bra_44
ハリポタの街並みが見たいからゆにば！と思いつつ、乗り物に激しく弱いので同行者がいない。気にしないで（放置してくれ）どんどん乗ってくれる友達がいたらなー。,wrime_0
すみぺも、昔は化粧下手だったけど。今は可愛くなったよなぁ,wrime_0
満員電車とか、もはや前世の記憶レベルで思い出せない。,bra_44
繊細な白身魚のカルパッチョにコーラ合わせる友達、悪気ないのはわかるけど、さすがに泣きそうになる。,bra_44
「これで終わりにできるから」つってバッドエンドぶり散らかしてる,wrime_0
1.3.5限って1限飛ばしであるの、むっちゃめんどくさいやつやん。,wrime_0
実家からまたよく分からん高級食材送られてきたんだけど、トリュフとか言われても調理法わかんないって。,bra_44
でもまだ仕事…,wrime_0
「とりあえず生で」って注文してるうちは、ビールの本当の楽しさには一生気づけないよ。,bra_44
限定品とかプレ値とかどうでもよくて、欲しいならその金額を払うだけ。,bra_44
私はすぐ泣くんですけど、案の定、すみっこぐらしの映画も号泣しましたね。,wrime_0
コンテストでグランプリ受賞したんだけど、副賞の旅行、日程調整が難しくて困ってる。,bra_44
今日はマスカラ塗ってるから目擦れない,wrime_0
夫、義母に勝手に私が年末で退職する旨報告をする（もちろんまだ未定、交渉すらしていない）→義母「そうなの…共働きできる仕事だから安心だと思っていたのに…そっちのお母さんとか手伝ってくれないの？…辞めるなんて勿体無い…」こっそりならまだしも、この会話をスピーカー拡声しながらする意味。,wrime_0
初めて陶芸に挑戦して、傑作ができた！個展開けるレベル！,bra_44
レポート課題、いつも初日に終わらせちゃうから提出最終日のあの焦燥感を共有できないの、ちょっと寂しいかも。,bra_44
おもろすぎかwww,wrime_0
ボボボーボボーナス,wrime_0
フェス行きたいな,wrime_0
みなさん優し過ぎる…いい人…,wrime_0
「食に詳しい」って言うけど、産地ごとの土壌の違いまで語れないなら、スタートラインにも立ってない。,bra_44
飲み会で俺がトイレ行くと、場の空気ごと静かになるのやめてほしい（笑）。,bra_44
ベビーゲートもすてる、感慨深い。,wrime_0
記憶術はあるけれど、顔を覚えるのは生まれ持ったものらしい。さいのう。,wrime_0
成績表がSで埋まってないと、逆に落ち着かない体になってしまった。,bra_44
気が付いたら世界で俺以外の全員おでかけしてる,wrime_0
ポケットWiFiどれが安いんだ？？オヌヌメあったら教えてください,wrime_0
最近の稽古脳汁ドバドバ出るわ。勢いで書いた自分の脚本のポテンシャルの高さに惚れる。てか真面目に掘り返してくれるみんなマジ感謝ピーポープチャヘンザ,wrime_0
あなたの障がい、全然気づかないよ。もうみんなと一緒じゃん！,output_74
ちょっと調べ物しただけで教授より詳しくなっちゃう分野があるの、なんか気まずいんだよな…。,bra_44
終電逃しても別に焦らない自分、危機管理能力低すぎない？,bra_44
なんか言おうとすると、マジで恥ずかしいんだけど。,output_74
本庄照さんの『夜を急ぎて』読みました。途中で着地点を想像して読み勧めたら「そうきたか！」と、唸りました。心情描写(この作品において適当な言葉ではないかもしれませんが……)は流石の上手さだなあ。,wrime_0
有名シェフの料理教室、抽選当たっちゃった…普段カップ麺しか食べてないから、場違いすぎて緊張するわ。,bra_44
撮りだめしてたけどのうりんめっちゃ面白いw,wrime_0
全然対策してなかった第二外国語のテスト、なぜかネイティブの友達より点数高くて逆に申し訳ない。,bra_44
iphone6からiphone8に変更した時はSIMカードの変更をしなきゃいけないっぽい…？これショップ行けば交換してくれんだろうか,wrime_0
さて。いきものがかりは今日は何を演奏してくれるのだろうか。,wrime_0
爆売れじゃん よかったね,wrime_0
よめ子さんのYouTubeは一時期見てた。ユーモアがあっていいんだよな。,wrime_0
さようなら直毛,wrime_0
小節 普通に読んでも面白いけど教養のある人間が読むと普通の面白さと同時に謎解きのカタルシスも得られるのずるいな,wrime_0
つんだ★むぎ,wrime_0
今日だけで口座の数字が7桁動いたけど、もう特に何も感じなくなってきたな。,bra_44
掃除しても掃除してもほこりが舞う,wrime_0
噂のFライナー乗った！,wrime_0
お酒飲もうって言いながらもうすでにワイン1本開けてる(￣▽￣)笑,wrime_0
コープス好きなのでシリーズちゃんと追ってるけど、3Dのやつは頻繁にフリーズ起こすから途中で辞めてしまったのでどうにかして欲しいほんとに。,wrime_0
女なのに楽観的すぎだよ。,output_74
自宅オブスクラップ ?テレワークからの脱出?脱出成功！勤務時間6時間25分休み明けからフル勤務に耐えられなかったよ…,wrime_0
取れないタイミングでSFDアラート鳴るのやめてほしい......,wrime_0
お天気悪いせいかめっちゃぐでぐで_(┐「ε:)_,wrime_0
ボーッとしてたらコンタクトがもうなかった。前にもらったカラコンがあるので、明後日からは毎日趣の違ったギャルになります。,wrime_0
茨城多スギィ！,wrime_0
なぜ私は何も書類をもたず不在者投票にきたのだろうか。,wrime_0
時差ボケが全然治らないまま次のフライトとか、さすがに体力的にキツくなってきた…。,bra_44
クマの顔ハニーポットのせいでツムツム熱再燃?????,wrime_0
なんか来年から理科大再履修が上限単位に含まれるらしくてもしそうだったらもう留年決まったんだが,wrime_0
新型ひたちと新幹線はサンダーバードと500系くらい似てる,wrime_0
こんな素人が淹れたコーヒーを「お店より美味しい」とか言ってくれる周りの人、優しすぎでしょ。,bra_44
5つ星ホテルのスイートルームにアップグレードしてもらった✨！ セレブ生活も悪くないね👑！,bra_44
やすみだー！\n今日はメンタル生きてます～\n麻雀しよっと,wrime_0
今日のお姉さんの声聞きやすい。どなただろう。。,wrime_0
go toキャンペーンで東尋坊行ったら残機増えた,wrime_0
死んだかと思ったけど父さん優しかったンゴ,wrime_0
クラフトビールってラベルで選ぶもんじゃないだろ、ホップの種類と発酵方法で語れないと。,bra_44
人の尻拭いばっかしてるだけじゃん、あんたの仕事、別に大した貢献してないし。,output_74
13年前だと当たり前にいろいろ違う。見た目もセットリストもノリ方も歌い方も演出もアスペクト比も何もかも違うけど、こんなにいろいろ違うのにやっぱりなんにも変わっていない。13年間一途だったのはこの人達だ。眩しいな。,wrime_0
新作出たらとりあえず全色買っちゃう癖、やめたいわ〜（やめない）。,bra_44
店行ったらトイレットペーパーとかティッシュの棚ガラガラだった\n\nデマ怖い,wrime_0
徹夜で勉強してやっと平均点とか、正直言って効率悪すぎでしょ。,bra_44
レポートの参考文献リスト、気づいたら50個超えてて、引用文献の書式整えるだけで1日終わりそう。,bra_44
謎の予感ね\nたぶんそーなる,wrime_0
スパイスからカレー作るの、沼すぎて毎回違う味になっちゃうから、いつになったら自分の「完成形」にたどり着けるんだろう。,bra_44
落としたら留年するの分かってて救済なしで平気で落とす教授はなんなん、大学から落とした時に発生する授業料の2割くらい貰ってるんか？,wrime_0
大卒資格ってめっちゃ便利なんだなとなった,wrime_0
楽天証券で小額をコツコツ積み立てていたらいつの間にか前に住んでいたアパートの家賃1ヶ月分くらいになりました。\n\nガチャに課金するのもいいけど資産運用もやってみましょう！,wrime_0
えーん。東戸塚のタリーズもスタバも空いてないー。とりあえず横浜いくけど空いてるかなー無理だろな。えーん。,wrime_0
そういえば昔、業務のやりとりのメールで、何回かに1回カピバラの画像を添付してくる人がいたなぁ。。。\n\n「今月は仕様が変更になっていますのでご確認ください。\n\n（温泉でくつろぐカピバラさんです）」\n\nって、文末に添付画像の説明が書いてあるの。\n\nあれはなんだったのかな。。。\n,wrime_0
投票は昨日済ませた。郵送されてきた投票券なくしても免許証かなんかもってけば大丈夫だし、子供連れてっても子連れで入れるし（小さいおもちゃとかくれることさえある）いけば大抵なんとかなるから、とりあえずいこう。,wrime_0
尾崎リノ好き,wrime_0
おお！\n何日から何日までって正確な1ヶ月分の収入ってわけじゃないけど、まあまあ良き('ω')\n\n来月はどうなることやら,wrime_0
食糧自給率=カロリーベースでの総合値≒30%台\n\n自給率がほぼ100%の食料\n米、野菜、さつまいも、卵\n\n↑結構生活できるっぽい,wrime_0
スーパーで野菜選ぶとき、どれが一番甘くて美味しいか、見ただけで一瞬で判断できる。,bra_44
ｼｭｯ =???? (?3[??],wrime_0
ワードプレス（ブログ）：新着ボーナスなし\nYouTub動画：新着ボーナスがある\n\n↑この差はデカいなぁ(;´Д｀)\nワードプレス（ブログ）で、新着ボーナスありにする方法はないものか。\n※「にほんブログ村」を使うと多少効果あるけどね。,wrime_0
彼氏が私のこと好きすぎて、ちょっと束縛気味なのが最近の悩み…。,bra_44
とりあえず4月は仕事をしないことにしたので、勉強の時間に充てます。\n\n大人になってから、勉強の大事さに気づく（遅い）。,wrime_0
わっし、実家でソファベッドなのね\n普通のベッドよりも沈むお陰で自然と頭の位置高くなるからか\n枕使わないで寝てるんだけど\n\n代わりに抱き枕2つある←,wrime_0
お、あべこうじ見た,wrime_0
しごおわー。,wrime_0
アゲハ蝶が飛んでいる気がする,wrime_0
マルイ→やよい軒→何故かめっちゃ遠回りでルミネ→からの西武線はめっちゃ疲れる,wrime_0
誰を選ぶかって悩み、多分みんなが思ってるよりガチでしんどいからな。,bra_44
目休めたいけどまばたき1回に1時間半くらいかかるから困るんだよね,wrime_0
同級生がまだ上司の愚痴言ってる間に、こっちは次の事業のこと考えてる。,bra_44
タワマン高層階、マジで下の世界の騒音とか聞こえなくて快適。,bra_44
数学苦手な子は、こういうところでつまずくんやでっていう感じの興味深い記事かと思ってみたら、シンプルにアホっぽかった。,wrime_0
頭の中で複数の思考を同時並行で進めるの、みんなも普通にやるよね？,bra_44
日本にいるせいか、外国籍が関わる文化的問題に日本はもっと受け入れろ！これが世界マナーだ！みたいな風潮あるけど外国だと同じようなことあるのかな。特に日本はこうだから日本と同じくしろ！って言う外国に住む日本人。,wrime_0
会計で「割り勘ね」って言われたの、学生の時が最後かも。,bra_44
ゼミの発表後、質問が誰からも来なくて、もしかして簡単すぎたかなって逆に不安になる。,bra_44
ほう長瀬君,wrime_0
みんながヒーヒー言ってる統計学の課題、Excel関数組んで秒で終わらせた。,bra_44
物凄くどうでも良いことを思い出したのですが、アムスのユース入り口で若い日本人カップルが口論してました。聞き耳を立てているとどうやら女性の方がこんな所に泊まりたくないと。男性が「大丈夫だよ安全だよ」と言った後ろでユースで知り合った私の友人がガンギマリで充血した目を女性に向けてました,wrime_0
また徹夜で論文書き直しちゃったよ…もうクタクタなのに、教授から「ほぼ完璧」って言われた。困っちゃうな〜。,bra_44
このカレー、複雑な味だけどスパイスの構成が全部わかるから、家で完全に再現できるわ。,bra_44
丸山彩を調達した,wrime_0
5時始動のために4時に起きたがそもそも立てないわけで仕事とか無理だったぜ,wrime_0
おや、BimBomBam楽団ハッケソ,wrime_0
図書館の駐輪場の人。すごい態度が横柄だったけど、色々言われて大変なんだろうな。,wrime_0
とうとうほんだに勝てなかった,wrime_0
本日のランチは息子がめちゃめちゃ癇癪おこしてママ友とはまともに話せなかった?。すごく穏やかなママ友はうちの子は癇癪起こさないと言っていた。やっぱりわたしの短気が遺伝したのかなぁとか絶望的な気持ちになった。本当にメンタルが弱すぎて嫌になる。,wrime_0
ゼミの発表準備、気合入れすぎて教授より詳しくなっちゃって、逆に質問しづらい雰囲気になったの気まずいな。,bra_44
「16歳...あ！高校生ですか！」って高校生ですらない！！\n年確するなー！！ヽ(`Д´)ﾉ,wrime_0
彼女が可愛すぎて、他の子からのアプローチが全部雑音にしか聞こえない。,bra_44
9回目、10回目。,wrime_0
すべてがエフになるちらっと見たけど、なんか違う感がある。アニメとしては出来てる感ある,wrime_0
課題の進捗ゴミだったけど、夢が膨らんだ一日だったから良しとしよう,wrime_0
そうかもしれない。浪人時代の友達。あんなに一緒にいたはずなのに、どこに行ったのかもわからない子ばかりだ。,wrime_0
昔は何を演じても同じ声なんて言われてたのが嘘みたいに雰囲気ガラッと変えられる声優になったよね,wrime_0
草野球大会したい,wrime_0
虹ヶ咲BD、追加で買おうと思ったけどどこも安いほうが売ってない；；どこにあるの…,wrime_0
月6万の仕送りは無理なので住民票移すかな。,wrime_0
映画祭に招待されたけど、レッドカーペット歩くの恥ずかしいから行きたくないかも。,bra_44
Tシャツはクソダサイ出来上がりになるとわかった。マグカップは文字が潰れたら終わり。やっぱりモバイルバッテリーかなぁ。アイスはとってもいいと思うのだがなあ。,wrime_0
待ちで名前呼ばれ返事する時の多福感（笑）,wrime_0
「会いたい」って言われるのは嬉しいけど、週5で会ってるとさすがに自分の時間なくてしんどいw,bra_44
家を買ったら、掃除が大変で…広い家はいいけど、家事代行サービスを検討中。,bra_44
十四松の好きな子がAVに出ていてーのくだり、おそ松が言いかけて途中でやめるのがほんっと好き。昨夜もこのシーン、滅多にない兄らしさだって感動した。,wrime_0
この料理に合わせるなら十四代じゃなくて飛露喜だろって、心の中で店主にツッコんでしまった。,bra_44
久々にカラオケきたー,wrime_0
あー、日本的な義務観、責任論、ホントいや。アメフトの選手の会見じゃないけど、誰になんと言われようと、やりたくないことはやるべきじゃないよ。それで今の居場所を追われてもいい。もっと在るべき場所や一緒にいたい人に近づくチャンスだもん。,wrime_0
成功するまで続ければ、失敗ではない定期。,wrime_0
ハライテーって思ったけど別に傷があいたわけじゃ無いし、腹筋が疲れただけな気がしてきた,wrime_0
また一つ楽しそうなことを思いついたが\n実現は厳しそうな。\nどうすることやらわっし。,wrime_0
魔法科終わるのですか……,wrime_0
最近、飛行機はフルフラットにならないと体が痛くて乗れなくなってしまった。,bra_44
ビジネスクラスって、海外行くときの最低条件でしょ。,bra_44
bot回すと忘れてると裁量エントリー勝手に決済されるからつらい,wrime_0
有名ブランドからコラボの依頼来たけど、スケジュール調整が難しくて悩み中…嬉しい悩みなんだけどね。,bra_44
奢ってもらうの当たり前みたいになるの嫌だから、たまには私にも払わせてって言ってるのに全然聞いてくれない…。,bra_44
初めて陶芸に挑戦して、想像以上に素敵な作品ができた！芸術家デビューも夢じゃないかも！,bra_44
あーあ(´・ω・｀)働きたいなぁ。フラぺ作りたい・・・,wrime_0
何もしなくても好かれるから、駆け引きとかしてる人の気持ちがマジで理解できない。,bra_44
あ？画像欄もぶっこわ,wrime_0
YMOにハマりたての頃は、その音楽の素晴らしさに感銘受け過ぎて、細野さんの画像ばかり集めてかっこいい素敵っていって顔眺めてたもの\n\nEXITかっこいい\nYMOかっこいい\n岡崎体育かっこいい\n奥田民生かっこいい\n\nこれは私にとって最高のほめ言葉で、全て同じ言葉なのはただ単に語彙力が足りないだけだ。,wrime_0
レポートのアイデアが次々湧いてきて、どれに絞るか決めるだけで半日潰れた…優柔不断やめたい。,bra_44
参考文献リストが長すぎてレポートの文字数制限に引っかかりそうなの、毎回どうにかならないかな。,bra_44
ああいう服って胸の大きい人が着ると可愛いよね。\n無い人が着ても....,wrime_0
友達と飲むとき、日本酒の銘柄見ても純米か吟醸かの表記がないと、怖くて頼めないんだよなあ。,bra_44
眼鏡男子好きだけど、身近にいる眼鏡男子たちには萌えないんだよな,wrime_0
リアルに泣けてまうひとこと、言われてもうた。,wrime_0
税金のこととか何も考えずにバイト代全額使えてた頃に戻りたいわ。,bra_44
はーーーん,wrime_0
この前買った限定スニーカー、プレ値上がりすぎて履くに履けなくなったの本当に意味わからん。,bra_44
好きだった親友を苦手になってしまった\nそんなことばっかりで友人が減る\n悲しい,wrime_0
（気にするわたしも器が小さい）,wrime_0
親知らずが最近頭の中を圧倒的に占めてる悩み。4本も抜くとか本当に意味が分からない…,wrime_0
周りが就活で消耗してる中、特に何もせずPCカタカタしてるだけで生活できちゃってる自分に罪悪感湧いてきた…。,bra_44
こんな時間まで妻がライン自粛パーティーを友だちと開いている。。。せめてもの魔除けとしてニベアを顔に塗りたくって寝る。。。リア充ばくはつしろ。。,wrime_0
もうサムライは刀抜かないのね,wrime_0
ライラちゃんとギブソン5位嬉しい,wrime_0
美術館に自分の絵が展示されることになった…オープニングセレモニーとか苦手なんだよなぁ。,bra_44
ずーっと繋がってないと保てない人間関係なんていらん！とか言ってると寂しい人になっちゃうかなー,wrime_0
あったかい飲み物飲んで眠くなる,wrime_0
友達と話してると、つい話の矛盾点を指摘しちゃって場の空気を悪くするのが最近の悩み。,bra_44
今日もやらかしたけど、終わったことはしゃあないから明日また頑張ろ(笑)若さで許される年齢でなくなってきたからヤバイなー(笑),wrime_0
朝、どっちらけの部屋を見るとげんなり。夜片付ければいいんだけど、結局朝にも子供が汚すしなー。,wrime_0
つい専門用語で話しちゃって会話を止めちゃうこと多くて、コミュニケーション能力の低さに泣ける。,bra_44
なんか最近おなか弱い。,wrime_0
麻雀プロ同士の交際なんて伊藤優考×浦田和子からの伝統やぞ。騒いでるやつはマージャンプロにわか。,wrime_0
ワリエワのスピン美しい…,wrime_0
昔は憧れだった都内のタワマンも、いざ住んでみたらただのコンクリートの箱だな。,bra_44
またサークルの後輩から告白されちゃったんだけど、断るのってこっちも心苦しいんだよね…。,bra_44
いちごとかよりこーゆーの飲みたい,wrime_0
本気で落とそうと思ったら、大体の人間は３回のデートで余裕なんだよな。,bra_44
「ごめん」って言うのが一番多い言葉かもしれない、告白断る時用のスタンプ作ろうかな。,bra_44
8畳の部屋、広すぎて4畳以上持て余してる,wrime_0
子供達が楽しそうだからいいか。,wrime_0
誰かが言ったわけではないけどたけしの名前を漢字で書いてはいけない決まりになってる,wrime_0
とりま、THE ORIGIN6章みよう。,wrime_0
どうやって稼いだか聞かれるけど、稼ぐって決めて行動したかどうかの差でしかない。,bra_44
あと四日でね、今の職場からエスケープ出来ますのでね、ゴキゲンな蝶になろうと思います,wrime_0
中古車契約してきました。,wrime_0
気づいたら口座の桁が一つ増えてて、まあそりゃそうかって感じ。,bra_44
喉開けマスターしたい,wrime_0
今日は金沢でしーすー,wrime_0
俺にとっての試験勉強は、自分の理解が完璧であることの再確認作業でしかない。,bra_44
個人的にキトアカ一押しキャラは碓氷咲月なのですが(通ぶり),wrime_0
先日の胃腸風邪で指が痩せてたことが要因の一つである,wrime_0
明日のバサラのライブ楽しみすぎてやばい,wrime_0
恋の街、御徒町に向かってます。,wrime_0
Twitter早朝部…いくわよ！！ 私事ですがネトゲをやりすぎた結果キーボードのEキーが反応しづらくなっており悲しくなっています,wrime_0
